,review,point,date
10,"유튜버 시드니님 브이로그에서 이 앰플을 엄청 오랫동안 사용하시는 걸 보고, 저도 한참 고민한 후 구매하게 된 코스알엑스 프로폴리스 앰플!!! 꾸준히 사용한지 저도 어느새 1년이 조금 넘었네요~!
건성피부라면 정말 사계절 필수 스킨케어템으로 추천해요! 촉촉하고 영양감도 느껴지는데 끈적이지 않고 산뜻하게 피부에 잘 흡수되요~ 건성피부이지만, 피부에 무겁게 끈적이는 제품은 그닥 선호하지는 않는데, 그렇다고 너무 가볍기만 하면 특히 찬바람 불고 실내는 히터로 건조한 요즘 같은 겨울에 제 피부는 완전 메말라 버리거든요. 그런데 이 프로폴리스 앰플은 영양감도 느껴지고 촉촉하지만 무겁지 않게 잘 흡수되서 진짜 좋아요. 어떤 수분크림과도 궁합이 잘 맞는 편이고, 피부화장할 때도 밀렸던 적이 없어요.
현재 프로폴리스 토너랑 같이 사용 중인데 있어요. 프로폴리스 토너는 물 타입인데 점성이 아주 살짝 느껴지는 토너에요. 점성이 느껴진다고 했지만 콧물 제형은 아니고 손등에 떨어뜨리면 주르륵 흘러내리는 토너인데, 세안 후 바로 퍼스트 세럼 대신 이 토너를 발라 피부에 잘 흡수시켜주면 건조함 느낄 새도 없이 촉촉하고 부들부들한 피부를 느낄 수 있게 해주고, 여기에 앰플을 바르면 뭔가 피부가 쫀득쫀득 탱탱해지는 기분이 들어요♡
저는 기초케어제품은 진짜 함부로 추천하지 않고 선물도 잘 안하는 편인데, 제 친구나 사촌동생들이 건성피부이고 프로폴리스가 잘 맞는다면 주저없이 사계절 기초템으로 있어요. 용량도 늘고 가성비도 좋은데, 가끔 가격행사 할 때도 종종 있어서 아직 학생인 사촌동생들에게 권하기 너무 좋거든요~ 저는 지성피부는 아니지만 ! 일단 끈적거리는 제형이 아니고 흡수가 잘 되니깐요!!! 그리고 저는 계절에 따라 이 앰플 양을 조절하긴 하지만 주류 크림을 바꿔 사용하기 때문에 아마 지성피부이신 분들도 잘 사용할 수 있을 것 같아요!
아무튼 프로폴리스 앰플은 사랑입니다♡♡♡♡♡",평점5,19.12.27.
11,작년 행사때 처음 접했네요. 지인이 겨울철에 특히나 좋은 앰플이라거 추천해줬어요. 제형이 쫀쫀하면서 흡수력이 좋아서 촉촉함이 오래가네요. 겨울철 사무실에 히타를 틀다보니 많이 건조했는데 이제품쓰면서 건조함이 덜하네요. 이맘때면 책상위에 가습기를 항상 켜놓고 있어야하는데 가습기가 필요없을정도예요. 앰플잘못쓰면 끈적임이는 경우가 많았는데 끈적임이라고는 찾아볼수가 없네요. 이번행사때 하나만 샀는데 좀더 살껄 아쉬워요. 행사때 같이 준 토너도 조만간 사용해볼께요.,평점5,21.01.07.
12,"우선 저는 피부가 하얗고 얇은데다 수분부족형지성이다가 출산 후 부쩍 건조함을 느끼는 피부가 되었습니다. 피부과에 관리차 방문해보니 의사선생님께서 피부장벽이 무너져 있을 때는 어떤 시술도 효과 보기가 어렵다고 피부장벽부터 세워야한다는 양심적인 ㅎㅎ 진료를 해주셔서 그 때 처음 피부장벽에 대해서 고민하기 시작했어요'^^

이것저것 홈케어를 알아보다가 코스알엑스 앰플을 알게되었습니다. 사실 화장품을 워낙 잘 사모아서 ㅎㅎ
할인 중이기에 큰 고민없이 구매했는데..
저 처음으로 다 써가기전에 미리 쟁여두었습니다!

1. 디판테놀 앰플
.
사실 전문가가 아니라 피부장벽이 좋아져서 부드러워진건지 다른 효과인지는 모르겠지만,
세안할 때 얼굴을 만지면 확실히 보드랍고 매끈해 진걸 느끼게 됩니다. 저는 세안 후 토닝패드에 두세방울 떨어뜨려 사용했는데요. 저희 엄마도 관심보이셔서 같이 사용하다보니 양이 훅훅 줄어드네요^^ 보통 한 통에 한달 쓰시던데 저는 2주 정도?
여튼, 트러블이 전혀 없어서 피부관리의 재미를 느끼게 한 제품입니다.

2. 블래미쉬 앰플
이놈의 피부는.. 희고 얇다보니 홍조도 있습니다ㅎㅎ
사실 피부과에서 레이저를 꾸준히 꾸준히 맞아도
홍조케어는 쉽지 않았습니다. 곧 돌아오더라구요 ㅎ
그래서 블래미쉬 앰플 사용할 때도 아주 드라마틱한 효과는 기대하지 않았고 홈케어용으로 말그대로 피부의 진정과 홍조가 더 심해지지만 않았으면 했습니다.
사용하고 3일쯤 지나서인가,
이야기를 해주더라구요. 그래서 만져도 보라고 ㅋㅋㅋ 자랑을 했습니다.
홍조가 어느정도 진정이 되고 들뜨지 않아요!
요정도로 기초를 다지고 피부과를 함께 병행하면
참 좋을 것 같아요!
저는 육아중이라 집을 벗어날 수 없어 요정도 홈케어로도 굉장히 ^^

3. 프로폴리스 앰플
보통은 프로폴리스가 워낙 유명해 먼저 접하시던데
전 앞서 말했듯이 피부장벽 케어를 알아보다가
코스알엑스 디판테놀 코스알엑스 상점을 뒤진터라 ㅎㅎ 프로폴리스 앰플을 가장 마지막에 오오오~ 이런것도 잇네? 하는 마음으로 구매해보았습니다.
보습크림을 달고 살아 양치만해도 입주변이 건조해지고 얼굴 전체가 뭔가 칙칙해 보였거든요..ㅠ
이 제품은 앞서 두개와는 달리 점성이 있고
뭔가 있어보였어요 ㅋㅋ
바른후에는 피부가 쫀독한 느낌이고 바르고 너무 좋아요!!

제가 워낙 게으름뱅이라 후기 잘 안남기는데
너무 신기하고 좋은 제품 만나서 구구절절 적어보았습니다~ 여태 화장품 좋다하면 사모아보고 써봐도
결국 뭐 잘 안쓰게 돼서 엄마,동생에게 퍼주었는데
처음으로 뭔가 제가 스스로 쟁여두는 화장품을 찾은 것 같아서 든든하고 뿌듯합니다!!^^
꼭 한 번 써보세요~ 바로 내가 효과를 볼지 모르니까요!!^^",평점5,20.03.17.
13,"차앤박 그린 프로폴리스 앰플을 쓰다가 약간 질리는 듯함과 차앤박보다 좀 더 저렴하고 (특히나 행사할때) 성분 괜찮고 하니 구매해봤어요

😊 차앤박이랑 코스알엑스랑..차이가 딱히 안 느껴져요
저는 화농성 X 좁쌀 소량 건성 피부에요.
발효랑 프로폴리스 성분이 너무 잘 맞는 타입이라서 프로폴리스 들어간 제품을 꽤 많이 사용해봤어요. 시드물, 스킨푸드, 차앤박, 이솔 중에 차앤박이 제일 좋았어요. 괜히 차앤박 차앤박 하는게 아니다싶었는데...코스알엑스 프로폴리스 앰플이 차앤박보다 더 좋거나 차앤박만큼 좋네요!!
심지어 가격이 차앤박과 비교했을때 훨.

양쪽볼에 한 스포이드씩 총 2스포이드를 사용해요
양 훅훅 줄어드는게 보이니 여분으로 1개 더 있어도 괜히 불안해서 막 못 쓰겠더라구요. 마침 어제 또 행사하길래 더 구매했습니다!
앰플이 너무 좋으니 토너까지 눈길이 가서 토너도 구매했어요 😆


☹ 기존 제품과 성분 달라진거는 결명자추출물에서 결명씨 추출물로 이외에는 달라진게 없어요.

코스알엑스 측에서 아마 디렉터파이가 성분 분석한거 보셨을텐데' 저분자, 고분자 히아루론산 같이 썼으면 더 좋았을텐데'라고 코멘트했잖아요. 프로폴리스 함량 늘리지않았고 용량만 늘었을뿐 유리병에서 플라스틱병으로 패키지 바꿔서 비용절감한걸로 보이는데, 히아루론산도 개선을 해서 리뉴얼했으면 얼마나 좋았을까 싶어요
프로폴리스 추출물 함량 늘린것도 아닌데 앞서 말한",평점4,19.11.07.
14,"프로폴리스 앰플이 워낙 잘 맞아서 기존부터 써보고싶었는데 시드니와 콜라보하여 용량도 업! 되고 패키지도 너무 마음에 들어요~ 요즘 아침 저녁으로 꾸준히 써주고 있는데 피부 보습은 물론 쫀쫀하게 밀착되서 베이스 메이크업올릴때도 광채느낌 뿜뿜! 앞으로도 꾸준히 사용할 예정이에요~ 패드부터 앰플까,,최근엔 맘에들어서 토너도 구매했어요! 앞으로도 좋은 제품 많이 만나보고 싶어요!",평점5,20.01.25.
15,프로폴리스가 여드름 완화에 좋다는것을 듣고 사용했는데 확실히 피부가 진정되는 느낌이 있었습니다 추가로 촉촉하기까지해서 피부가 트러블이 났다가도 가라앉혀주고 속보습까지 꽈-악 잡아주는 꿀템이예요!! 진짜 제가 다양한 스킨케어를 많이 써봤지만 이건 가성비 갑 입니다! 재구매 생각있습니다~,평점5,21.02.17.
16,"*피부타입 : 30대/악건성/극민감성 주기적인 뾰루지/홍조/극예민(피부과에서 트러블짜면안된다 할정도로 예민)/피부가얇음/안맞는제품쓰면바로뒤집어지는스타일

안써본 사람은 있어도, 한번써본사람은 계속 쓴다는 마성의 앰플!
이건 최고의 앰플입니다 !!! ㅠㅠ
예민해서 함부로 못쓰는데 제 피부에 찰떡같아요..
10통정도 구매해서, 4개월동안 5통정도 쓰고(엄청 팍팍썻어요. ), 2통은 지인들 선물해주고, 3통남았네요.
여분을 갖고 있으면서도 세일때마다 자꾸만 쟁이게되요 ㅋㅋㅋ

그리고, 사실 화장품 선물하기가 까다롭잖아요. 어떤제품에 트러블날지모르니까,,
근데 이제품은 자신있게 선물할수 있었어요! 극민감성인 제피부에도 순했으니깐요~
역시나 다쓰고 재구매할꺼라고 좋아했어요! ㅎㅎ

*tip : 저처럼 극건성인분들은 이 앰플만으로도 100% 건조함을 잡기란 사실어려운데,
저 로즈힙오일이랑 같이쓰면 사진처럼 광납니다..ㅎㅎ
전 오일도 안맞는 예민한피부인데, 로즈힙이 . 타브랜드 비싸고 유명했던 로즈힙은 안맞았고,,저오일 싼데 좋아요.
겉광뿐아니라 속까지 진짜 촉촉해요. 이조합은 겨울마다 저랑 같이 갈 꿀조합이예요ㅜ
건조함 많이 잡았다고해서,,
타브랜드지만 이렇게 공유합니다 :-)
다들 꿀피부되세요!",평점5,19.12.10.
17,"30대초중반인 애엄마입니당
이제 네통째 사용하게 되네요😁
제 피부타입은 자고 일어나면 코에만 기름지고ㅋㅋ
다른부분은 매우건조해요
특히 출산하고 피부신경을 못써서 엉망...
스킨도 겨우바랐죠 ㅠㅠ
그래서
앰플 사용하면서 요👏🏻
얼굴 만져보면 알죠~
피부가 푸석푸석했는데
☺️
저번 크리스마스행사때 구매 놓쳐서
이벤트 기다렸는데
때마침 원뿔원을 해서 당장 구입했죠😉
다 써갈때쯤이면 늘 행사 해주시더라구요👍🏻
넘넘 좋아유😍",평점5,21.01.15.
18,"화해에서 평도 좋고 친구가 프로폴리스 써보니 좋다고 추천해 여러 브랜드 제품중 이제품으로 선택했는데 프로폴리스가 제 피부엔 안 맞나봐요.다들 트러블등이 가라앉는다는데 전 3일정도 쓰니 오히려 오돌토돌하게
올라 오고 가려워서 사용 중단했어요.주의성분 들어 있는 화장품 발라도 트러블 한번 난적 없는데..건성피부인 저랑 달리 중성피부인
딸아이도 함께 사용했는데 딸아이 역시 이마랑 볼에 큰 뽀루지가 올라왔네요ㅜㅜ
지금 사용 안한지 이틀됬는데 딸아이랑 저 둘다 피부가 괜찮아지고 있어요.크림이랑 함께 사용함 더 좋다해 크림도 추가 구매했는데
프로폴리스 제품이 안 맞는듯하니 사용하기 꺼려지네요.한번 써보고 크림 역시 피부에 트러블 남 바디용으로 사용하려합니다.",평점1,20.01.08.
19,"이걸 구입하게 된 계기는 올리브영에 놀러갔다가 보고 마음에 들어 촉촉하고 쫀쫀한 게 마음에 들어 구매를 해야되겠다싶어서 구매했습니다.
올리브영처럼 40ml인 줄 알았는데 30ml여서 좀 슬프긴 했어요.....ㅠ.ㅠ
박스가 넓은데 달랑 제품하고 교환환불요청서만 들어있어서 정말 놀랬는데 제품을 열어보니 노란 박스재질이 제품을 감싸고 있고 겉에 제품박스 하나 이렇게 총 2개로 되어있더라고요! 그래서 유리제품인데 이런부분에 신경을 썼구나해서 이부분도 마음에 들었어요!
소비자입장에서는 작은 것 하나도 꼼꼼히 따지게 되니까요!
이제 제품 설명할께요~ 테스트를 해봤을 때 쫀쫀하고 촉촉해서 그 부분이 정말 성분이라 믿고 쓸 수 있는 점이 가장 좋았습니다!
사게된 결정적 이유죠~~!
쫀쫀해서 흡수하는데 좀 시간이 걸렸고 트러블이 있는데 바로 잠재워지지는 않았어요 좀 더 사용해봐야할 것 같네요..!
오늘 받은 제품은 방금 써본거라 한 달동안 쓰고 추가후기 남기려고요~
일단 올리브영에서 3일 걸쳐서 테스트 2번 해보고 배송받은 새 제품을 방금 써본 결과로는 트러블이 나거나 얼굴이 빨개지는 건 없었어요! 대신.. 촉촉해서 흡수되도록 좀 더 문지르는 건 있었죠~!
다른 제품과 다르게 끈적이지 않아서 트러블만 안난다면 자주 쓸 거 같아요!
배송도 빨라서 정말 좋았답니다!
이틀만에 받았어요!!
좋은 제품 좋은 가격에 자주 선보여주세요!
한 달 써보고 또 후기 남기고 좋으면 재구매하겠습니다~",평점4,19.12.19.
20,"쓰던 제품 다 써가서 재구매 했어용! 제 피부타입은 건성이고, 겨울철에는 악건성에 가깝습니다. 프로폴리스가 건성에 좋은 건 워낙 유명한데다가, 수분크림 전 단계에 사용하기 좋은 에센스 찾다가 구매하게 되었어요. 건성인 제가 수분or보습 라인의 제품 고를 때 가장 중요하게 생각하는 부분은 지속력이에요. 아무리 바를 때 촉촉하다 하더라도 그게 쉽게 날아가 버리면 덧발라야하고, 수분감이 부족하다고 느껴지기 쉽상이거든요. 그래서 전 속건조 채워주는 제품이랑 피부 겉 수분막? 잡아주는(지속력 올려주는) 제품이랑 동시에 사용하는 데 이 제품이 후자의 경우입니다. 처음에 바를 때는 다른 에센스들 처럼 물과 같은 느낌으로 잘 펴발라지고, 두드려서 흡수시키다보면 꿀 바른 것 처럼 쫩쫩해지는 느낌이 들어요. 흡수시키는 데에 약간 시간이 걸리긴 하지만 제품 특성 상 어쩔 수 없는 부분 같습니다! 쫩쫩해진 이 상태에서 기존에 사용하는 수분크림 발라주면 지속력이 확 올라가요 저녁에 바르고 자고 일어난 다음 날 아침까지도 수분광?이 납니당 이런 점에서 겨울철 나이트 루틴으로 사용하기 좋은 에센스인 것 같아요! 아침에 화장 전에 바르기에는 다소 무거운 감이 있어요. 스포이드로 한 번 짰을 때 양도 딱 얼굴에 바르기 적당한 양만큼 뽑아져요! 두 번째 사진 참고하시면 될 것 같습니닷 근데 개인적으로 조금 아쉬운 점은 이런 앰플형 용기는 다 그렇겠지만, 내용물이 얼마 남지 않았을 때는 사용하기 힘들어요 ㅠㅠ 엄청 기울여서 노력노력을 해야 한다는 ,,, 어쨌든 이 제품은 평소 사용하시던 수분 제품의 지속력 혹은 수분감이 겨울 되면서 조금 부족하다고 느껴지시는 분들은 이거 추가로 사용해주면 좋을 것 같아요! 저두 새로운 수분크림 찾기에는 쓰던 게 여러 모로 마음에 드는데 계절상 살짝 부족한 느낌이 들어서 산거였거든요 ㅎㅎ 또 재구매하러 올 각이에요 ~~ 이번 겨울에만 세네통 쓸 거 같아요",평점4,19.11.19.
21,"진짜 몇번 재구매인지 모를정도로 40~50퍼할인이나 1+1일때 꼭 구매합니다.
겨울에 이것만한 화장품이 없어요. 한살한살 나이먹어서 그런지 아님 이번 겨울이 유독 건조한지 모르겠지만 수부지인 저도 건조함을 느낄정도니 건성인분들은 더 할듯요. 주름생길까봐 무서워서 많이많이 발라서 흡수시키고있어요!! 진짜 너무 좋음ㅠㅠ

+) 화장품 품질도 좋지만 배송이 빨라서 너무 좋아요.",평점5,21.01.07.
22,"겨울엔 심해지는 건성입니다~(세안 후 완전 땡기는)
우연히 1+1을 하길래 사서 발라 봤는데 왼전 짱~
이번 1+1할때 다시 구입했습니다~
사은품으로 온 토너가 괜찮아서 조금전에 구매 했네요하여간 건성이신분한테는 짱인거 같습니다~
끈적임 없어요~~^^",평점5,21.01.30.
23,"싣님 유튜브 보고 구매하게되었구요
처음엔 토너 먼저 사서 사용했는데 너무 촉촉하고 얼굴에 광이 나는게 신기해서 에센스도 구매해서 사용했어요 지금 두통째 거의 다 써가고 있는데요 저는 너무 대만족이에요!
이거 바르기 조금 전부터 콜라겐을 섭취하게 되서 더 효과가 컸는지도 모르지만 일단 피부가 촉촉하다는게 느껴졌구, 겉으로도 광이 나서 다른사람들한테도 피부좋아졌다 소리 많이 들었어요!

저는 지성이었는데 나이먹으면서 건조함이 많이 느껴지더라구요 지금은 수부지 피부인데도 이거 바르고 부담스럽다거나 기름좔좔이라거나 트러블나는건 못느꼈어요 신기한게 토너바르다가 눈에 들어갔는데 별로 크게 따끔거리지않더라구요 그만큼 화장품이 순하다는거겠죠?
예전에 스킨ㅍㄷ에서 프로폴리스 에센스 썼었는데 너무 무겁고 끈적거려서 아 나랑 프로폴리스는 안맞나보다하고 그이후로 안썼는데 이건 아주 찰떡이네요
저는 주고있어요!

그런데 저희 언니는 한번 써보고 트러블이 나더라구요
피부도 케바케인듯
저희언니는 지성에 엄청나게 예민한 피부에요


저는 무난한 피부고 화장품 바꾼다고 트러블생기고 하는 피부타입은 아니에요
그렇다고 뭘 써서 아 되게 좋다하고 바로 효과를 느끼는 타입도 아닌데 이건 토너 이틀인가 쓰고 바로광이나는 효과를 느꼈답니다
!
세일 자주했음 좋겠어요 쟁여놓게 ㅋㅋ",평점5,20.01.04.
