,review,point,date
10,"사람마다 다르긴하겠지만 저는이게 제일 잘 맞네요. 마스크 때문에 한동안 피부가 다 뒤집어 지고 뭘 해도 회복이 안되고 클렌징,스크럽도 조심스러울 정도로 악화됐어요. 그러다 예전에 동생이 이거 좋다길래 몇 번 얻어 쓴 게 괜찮았던 기억이 나서 마침 대용량이라 바로 구매했습니다. 워낙 엉망이었던 피부라 3일정도는 크게 효과를 못 느꼈는데 4일째쯤 싹 가라앉았네요. 예전의 피부결이 거의 다 돌아왔어요. 진짜 순하면서도 극적이에요ㅠㅠ♡앞으로 절대 갈아탈 일 없을듯!! 향도 저는 좋네요 온천가면 임진쑥탕에서 나는 그런향이라 은근 힐링돼요ㅋㅋㅋ",평점5,20.07.24.
11,이 에센스를 그냥 물같다고 생각하면 큰 오산입니다... 정말 너무 좋아요.. 이거없으면 저는 트러블 달고 살게될것 같아요.. 화장솜에 적셔서 큰트러블 위에 얹어주면 2주갈 트러블이 1주일이면 낫고 1주일갈 트러블은 3~4일이면 진정되는게 눈에띄게 보입니다. 수시로 발라주면 확실히 트러블이 안생겨요. 마스크때문에 피부고민 있으신분들 꼭 한번 발라보세요 진정효과가 확실합니다!,평점5,21.01.12.
12,"마스크를 근무 내내 쓰면서 없던 트러블이나 붉은기가 생겨서 진정용으로 구입했습니다. 제형이 생각보다 점도가 낮아서 스킨처럼 사용하기 괜찮네요. 쑥향?이 나지만 신경쓰일 정도는 아니고 무엇보다 흡수가 잘 되어 m>사용감이 깔끔하고 좋네요. 바로 앰플이나 크림 사용해도 겉돌거나 밀리지 않아서 편합니다. 무화과라인 구입하려다가 할인폭도 커서 한번 구입해봤어요. 용량 커서 부담없이 쓸 수 있을 것 같고, 트러블에 효과있는지는 경과 지켜보아야 알 수 있을 듯 합니다.",평점5,20.11.26.
13,"늘 쓰는 제품인데, 유통기한 임박으로 저렴하게 올라왔길래 2병 구매했어요. 워낙 듬뿍 바르기 때문에 유통기한 내에 다 쓸 것 같아요! 상처난 부위에 바르면 따끔한데 뭔가 소독되는 느낌이라 좋아요! 덧나는 것도 없구요. 트러블이 개선되는 큰 효과는 없지만, 그렇다고 트러블이 더 나거나 하지는 않아서 늘 구매하는 것 같아요.",평점5,21.01.21.
14,"다른 용기에 덜어 사용하는데 닦토용, 스킨팩용으로 아주 좋아요!!!! 완전 만족
쑥향 팍팍나서 진정되는 느낌이 더 들어요 ㅎㅎ
무난하다 느껴질만큼 뾰루지나거나 피부가 더 나빠지지않고 오히려 뭐가 날라싶으면 진정시켜주는 느낌?
두 번 정도 두들겨서 흡수시켜주면 촉촉하니 좋아요",평점5,21.01.23.
15,"리뷰 쓰는 규정이 많이 깐깐하네요.. 동일단어 쓰면 안되고 여ㄷ름 단어 사용하면 안되고 왜죠?.. 나참ㅜ 근데 제품은 정말 좋아요(엄격한 규정에도 포기하지않고 쓰는 이유)

받은건 어제 받았는데 받자마자 화장솜에 촉촉하게 묻혀서 이마 좁쌀열드름 나는곳에 얹혀놓고 할일하고 (20분 후 였나? 1시간이었던가 무튼 오랫동안 붙히고 있었어요) 화장솜을 떼었구요
화장솜에 팍팍팍 촉촉하게 써도 많이 안줄어드네용

그때 이마상태를 아쉽게도 못받지만 저녁쯤에 씻을려고 거울보니까 좁쌀여드림이 사라졌더라구요?? 진짜 놀랐어요 ㅋㅋㅋ
크게 난건 큰반응은 안보였지만 ㅠㅠb

바로 드라마틱한 효과를 못볼거라 생각했는데 정말 감사하게 저한텐 잘 맞았나봐요
근데 진짜 어째서 그런 효과가 나타난거죠...?
진짜진짜 리뷰 안쓸생각이 없었는데 너무 감사해서 씁니다 ㅋㅋㅋ
참고로 저는 20대 후반이구요 피부상태는 복합성인데 수분부족형입니다.
안바르고 있자니 화이트헤드 올라오고 엄청 당겨요
어쩌라는건지..ㅎ
그래도 T~ U존은 이제품은 좀 건조하긴 하네용

그럼 저는 이만 U존에 맞는 극강 수분가득한 제품을 찾아 또 떠납니다
다쓰면 또 찾아올테니 부디 더 번창하시고 행복하세요~~~",평점5,20.04.24.
16,"처음 본 브랜드지만 상품평이 좋길래 구매했어요
어젯밤에 처음 발라보았습니다 그리고 오늘 제 얼굴을 만져보고 놀라운 마음에 상품평 작성하러 왔어요
어제는 스킨대신 이 제품을 5번 연속으로 촵촵 발라주고 수분에센스랑 수분크림 호호바오일로 마무리했습니다
저는 수분부족형 지성이라 건조하면 더욱 피지가 폭발하는데요 방금 무심결에 얼굴을 만저보다가 손에 기름기가 묻어나지 않아서 놀랐네요 유수분 밸런스가 맞았는지 피부가 파우더 바른듯 매트해요
예전에 좁쌀때문에 피부과에 간적이 있었는데 피부가 건조하기때문에 그런거라고 들었어요
아마도 이 제품이 피부에 수분보유량을 높여줘서 촉촉하게 해주는듯해요
오늘밤에는 화장솜에 적셔서 팩으로 사용해봐야겠어요 꾸준히 사용해서 좁쌀이랑 트러블 없는 매끈한 피부가 되고 싶네요",평점5,20.04.09.
17,지성이라 혹시나 너무 번들거리거나 흡수가 느릴까봐 걱정했는데 흡수도 빠르고 마무리감이 적당히 촉촉해서 좋았어요ㅎㅎ스킨팩으로도 몇번 사용해봤는데 사용 즉시 피부 열감을 낮춰줘서 좋았습니다!! 대용량을 저렴한가격에 사서 그런지 더 만족스러워요 다음에 또 구매할 의사있습니다!,평점5,20.12.09.
18,"유통기한 4개월도 안남은 제품이면 양심적으로 판매하지 맙시다 (배송 받고 뒤늦게 확인했지만)
아무리 제품정보에 표기했다고 해도 이건 제품 이미지에도 안좋습니다.. 정상제품 올리브영에서 할인해서 구매하는게 훨씬 이득이네요
당장의 손해와 이익때문에 소비자 우롱하지마세요 브랜드 이미지만 나빠졌습니다",평점1,20.12.31.
19,마스크팩 써보고 괜찮아서 주문했어요~향은 쑥향은 아닌것 같은데 익숙한 향이예요. 발림은 미끄러운데 흡수시키면 매끈하고 가벼운 느낌이라 봄여름에 쓰기 좋을 것 같아요. 마스크 쓰는 부분 진정으로 팩용으로 쓰려고 구매했는데 금방 쓰겠네요 ㅠㅠ 하루 쓴거라 진정효과는 잘모르겠어요.,평점4,20.08.04.
20,주변에서 트러블피부에 좋다고 해서 사봤어요. 대용량 할인할때 후딱 사라고 해서 결제 바로 했습니다. 배송도 빠르고 잘 왔어요. 사용한지 이틀밖에 안 되어서 트러블 진정효과는 모르겠는데 촉촉함수분감흡수력 모두 맘에 들어요. 트러블 효과까지 보면 바로 또 구매할 것 같아요.,평점5,20.09.24.
21,"흐규흐규 몇통째인지 모르겠네여.. 매일 쓰는데 가격대비 훅훅 줄어드는 양에 다른거 써볼까 했지만 용량업이 절 잡았어요.. 못잃어 아임프롬 에센스.. 확실히 양이 많아진게 느껴져서 좋네여 ㅠㅠ 가끔 이렇게 이벤트나 세일 화끈하게 해주셨음 좋겠어여.. —̳͟͞͞♥︎ 애용자의 작지않은 바람입니다 ^^,, 헤헤 여튼 잘쓰구 이써요~~~~~ 참고로 사진은 어느정도 쓰고 찍은겁뉘다 🔥",평점5,20.07.27.
22,"저는 이 회사나 중간업체나 아무 연관없는 사람입니다. 지금 3통째 내돈주고 쓰고 있는데 진짜 짱임.. 특히 피부 뻑뻑 거칠어 지고 우둘두둘할때 화장솜에 듬뿍젹셔 양 볼 이마 이케 얹어놓고있다 떼어내기 얼마간 하면 진짜 효과 좋아요. 저 진짜 로드샵서부터 수십만원하는 화장품까지 여러종류 써봤는데 스킨중에 이만한 효자 없어요.. 그리고 배송도 빨랐고 넘 만족합니다.
사진을 첨부하고 싶은데 사실 이 피부결 차이를 사진으로 보여드릴수도 없고 무슨 마법처럼 뿅바뀌어서 사진으로 차이를 알 수 있지도 않구..(만지면 달라지는거고 1번에 차이를 느끼는데 아니라 계속 써야 좋은거라ㅠㅠㅠ) 발색샷이 있는거도 라니어서 그냥 통만 찍었어요... 사실 통 사진 첨부가 리뷰에 도움될건 없는데ㅠㅠ",평점5,20.03.20.
23,"우선 제 피부는 민감/예민, 트러블 및 복합성 피부로 아주 난리 부르스에요
조금만 피곤하거나 스트레스 받으면 바로 피부에 올라와서 늘 스킨케어를 바꾸는 유목민 입니다
전에 한번 구매해두고 방치했었다가 밥 먹기 힘들정도로 트러블과 염증이 올라와서 입 벌리기 힘들정도로 얼굴이 부었었어요
당근팍도 만들어 쓰다가 이 에센스로 스킨팩을 매일 해줬더니 많이 가라앉더라고여
스킨팩 후 시원해서 너무 맘에 들고 매일 팩해줬더니 금방 다써서 이번엔 대용량으로 구매했습니다
요즘 마스크 때문에 또 난리라 다시 샀는데 그런지 눈에 띄게 가라앉질 않네여ㅜㅜ
몇일 안써봤으니 매일 쓰면서 지켜봐야할 듯 합니다ㅎㅎ",평점5,20.09.13.
24,다른제품들사용해봣는데 레알 효과없는데 이제품은 뾰루지 갈아앉고 붉은끼가 사라져요!! 다음날에 없어지고 그래서 이번에 대용량으로 구매햇어요!! 레알 추천템인듯~ 미스트로도 사용하기때문에 플라스틱식이라 쉽게 담아서 사용할수있어서 좋았어요!! 이것만 쓸거임ㅋㅋ,평점5,20.08.08.
25,"예민한 피부 , 속건성 티존지성인 피부 타입
피곤하거나 면연력 떨어지면 여드름이 올라오는 피부입니다
요새 마스크를 쓰니깐 급 턱선쪽이랑 볼쪽에 여드름이 너무 많이 올라와서
이제품으로 토너로 팩 처럼 붙히면서 케어하니 금방 가라앉아요
신기하네요 ^^ 다 쓰면 다시 구매하러 올게요!",평점5,20.11.29.
26,배송 빠르고 안전하게 잘 왔어요! 평소에 써보고 싶었던 제품이었는데 할인으로 저렴하게 잘 산 것 같습니다 :) 받자마자 후기 쓰는 거라 사용감은 아직 잘 모르겠지만 후기가 워낙 좋은 편이고 쑥 라인을 좋아해서 잘 맞을 거라고 생각하고 써보려구요!,평점5,20.09.26.
27,"저는 올리브영에서 처음 이 브랜드를 알게 됬고, 2년 정도 꾸준히 사용했습니다. 처음에는 듣지도 못해본 브랜드라서 기대 하나도 안했는데 완전 기대 이상이었습니다 과장 하나도 안하고 10병 이상 사용했습니다. 비싼 화장품도 써봤지만 이 제품을 사용하고 피부가 많이 매끄러워진거 같습니다. 진정도 되고 건조한 편인데 겨울에도 이거 쓰는데 괜찮습니다~ 대용량이 가격대비 조아서 또 구매합니다",평점5,20.11.10.
28,우선 성분이 마음에 들어서 구입했어요. 기존에 쓰던 토너 보단 촉촉한 감이 조금 덜하지만 세네번 발라주고 로션 발라주니 문제 없어요. 마스크 때문인지 그날이라 그런건지 트러블이 부쩍 들어 그 부분에 대해선 확실히 맞다 아니다 말하기 힘드네요.,평점5,20.09.03.
29,항상 애용하는 머그워트 에센스입니다. 항상 유리병에 담긴 것만 사다가 대용량은 처음 사봤어요. 사용기한은 살짝 짧은 감이 있지만 자주 사용하니 그 안에 충분히 다 사용할 수 있을 것 같습니다. 저렴한 가격에 잘 산 것 같아요~,평점5,20.09.24.
30,붉은기 진정에 엄청 탁월해요 동생이 계속 써서 동생에게도 사줬는데 수부지인 동생에게도 잘 맞았다고합니다! 수분 케어에는 조금 부족하지만 진정 하나는 진짜 잘해요 전 건성인데 이 제품 2겹 정도 바르고 다른 크림 발라주면 좋았어요!,평점5,20.10.07.
31,"머그워트 에센스 대용량은 처음인데 당황스럽네요. 우선 원래 용량짜리 3통을 비우고 처음으로 대용량으로 왔는데요, 향이 너무 다른 것 같아요. 아예 다른 제품인 것 처럼요... 살짝 매실 오래된 냄새같은,,, 머그워트 스토어에서 파는거니까 가품은 아닐거라 믿지만 원래 향이 다양하게 나는 건가요..? 그냥 사용하는데는 문제 없는거겠죠?",평점3,20.08.04.
32,팩은 촉촉하고 발림성도 좋고 팩 하는 도중에도 불편하지가 않아서 편하게 오래 할수있는게 가장 큰 장점이에요! 스킨은 하루 써봐서 아직 잘 모르겠지만 쑥항이 찐하게 나는게 뭔가 건강한느낌이 드네요! 진정효과 기대해보겠숨니당,평점5,20.11.25.
33,제품 좋은 건 알고 있어서 대용량 할인하길래 덜컥 결제했는데 찬찬히ㅜ보니 유통기한이 좀 촉박하네요 하루만에 취소했는데 발송해서 취소처리가 안되어서 그냥 쓸랍니다 팩으로도 쓰고 그냥 많이 써야겠네요 유통기한 참고들 허세요,평점3,20.10.20.
34,"마스크팩이 저한테는 더 잘맞는 것 같아요.
에센스는 제 피부의 경우 좀 두드려줘야 피부에 흡수되더라구요. 시간이 조금 걸리는게 유일한 단점입니다
기대했던 트럴 케어 효과는 사실 크게 나타나지 않아요. 에센스는 그냥 매일 기초로 쓰고 가끔씩 팩을 해줘야할 것 같아요.",평점4,20.08.07.
35,"지금 3통째 머그워트 에센스 사용하고 있는데, 이번에 산 머그워트 에센스를 사용하고 피부가 뒤집어졌어요ㅠㅠ 항상 같은 화장품만 사용하는터라 이유를 짐작을 못했는데 최근 얼굴에 닿는 걸 새로 구매한 건 머그워트 에센스 뿐이어서요. 유통기한이 얼마 안남은 제품이라 그런지 ㅠㅠ 트러블때문에 불안해서 혹시 교환이 가능할까 싶어 남겨요 ㅠㅠ 택배 받고 원래 쓰던 머그워트에센스가 남아서 사용하다가 새제품 사용한지는 3-4일정도 됐어요.",평점2,20.10.23.
36,생각보다 쑥향은 아예 안나는 것 같네요~ 솜에 덜어쓰기 아까워서 손에 덜어서 흡수시키는데 입구가 너무 불편해서 스포이드 공병하나 사서 덜어놓고 쓰고있어요~ 크게 진정되는 타입은 아닌것같고 꾸준히 사용하는게 좋겠네요:),평점4,20.03.31.
37,하도 입소문이 좋아서 구입해 보았어요. 대용량으로 저렴하게 구입할수있어서 좋네요. 일단 촉촉해서 좋구요~ 마스크때문에 얼굴에 트러블 올라와서 진정케어가 필요한데 엄청 드라마틱하게 좋아지는건 아직 잘 모르게지만 더 올라오진 않아요. 한통 다 써갈때쯤엔 눈에띄게 좋아졌으면하네요 ^^,평점5,20.09.07.
38,"너무나 마음에 들어용
냄새가 호불호가 갈린다고 하는데 할머니취향인저는 너무나도 극 호였어요
냄새때문에 더쓰고싶은느낌???
진정은 진짜 잘되요!제가 큰 트러블보다는 작은 트러블이 올라오기때문에 큰 트러블은 잘 모르겠네용",평점5,20.09.10.
39,웬만한 스킨은 다 안맞고 오일이 조금만 들어가도 트러블 나는 이상한 피부인데 아임프롬 스킨이랑 워시오프팩은 트러블이 하나도 안나더라구요..! 샤워하고 나와서 스킨팩해도 너무 시원하고 촉촉해서 몇병째 쓰는지 모르겠네.. 300짜리 3개 160짜리 4개였나.. 원래 300짜리 면세에서만 팔아서 아쉬웠는데 이렇게 사게 살 수 있어서 다행이에요!! 진짜 최고의 스킨,평점5,20.08.27.
40,환절기라 좁살이 많이올라와서 진정케어에 유명한 이 아임프롬 머그워트 에센스 대용량으로 할인해서 저렴하게 쟁였습니다 ! ㅎㅎ 이틀밖에 사용해보지않아서 아직 잘 모르겠지만 너무 촉촉하고 흡수력이 좋아서 좋아요 꾸준히 사용해보려고 합니다 ! 향이 조금 특이해서 놀랐어요 무향제품만 사용했었어서ㅜㅜ 스킨팩으로 하면 트러블케어에 효과가 좋다해서 화장솜에 스킨팩으로 사용하고있습니다,평점4,20.09.21.
41,얼굴 난리날때마다 비싸더라도 사고 있어요 ㅠㅠ 맨날쓰다보니 금방줄어요 ㅠㅠㅠ 그래서 대용량으로 구매하는게 더 이득인것 같아서 사이트에서 구매합니다! 팩해도 좋고 슥슥 닦아내도 좋아요. 잠 깐안쓰다가 다시 돌아왔어용..... 여드름 피부가 한번에 다 잠재워지고 트러블이 1도 안난다는 못하겠고 확실히 그 전보다 화농성이 덜해요 ㅠㅠ,평점4,20.11.03.
42,"너무 좋아요ㅠㅠ
근데 왜 사이즈 큰건 유리병이 아닌가요
작은건 유리병인데ㅠㅠ
그래도 특가판매해서 쟁여놓으랴고 구입합니다
요철에 확실히 효과있어요!
이거 말고도 워시오브 팩, ㅠㅠ
전제품 아임프롬꺼로 바꾸는 중이에요",평점5,20.09.06.
43,"마스트로만 쓰다가 에센스는 처음 써봐요! 워낙 마스크의 만족도가 높아 에센스는 첫구매인대도 대용량으로 샀어요! 요즘 마스크 때문에 피부가 너무 뒤집어졌는데, 저는 진정효과 본 것 같아요. 요즘 에센스로 화장솜팩 하고 허니세럼 바르고 자는데, 지금 날씨에 딱 좋은 것 같아요!",평점5,20.07.06.
44,"작년부터 열통 넘게 쓴 거 같아요.
피부에 좁쌀같이 났을 때나 햇빛에 많이 노출 된 날에는 화장솜에 묻혀서 팩 처럼 붙여놓으면 가라 앉고 그냥 세안 후에 화장솜에 묻혀 닦아주는데 끈적임 없이 촉촉한
느낌..세일할 때마다 무조건 쟁겨놓습니다.
비오템만 쓰다가 이걸로 갈아탔습니다. 가격대비 너무 좋아요.",평점5,20.08.25.
45,확실히 촉촉해요 기름지지도 않고 근데 트러블 케어가 드라마틱 하지는 않아요 물론 어느정도 효과가 있기는 한데 일시적이거나 트러블을 잡아주진 않는 것 같아요 그냥 피부 좋은 사람들이 트러블 생겼을때 진정해주는 용으로 쓰기 좋을 것 같고 피부가 뒤집어진 사람들은 좀 기간을 두고 효과를 기대해야할 것 같아요 저는 그래도 효과 보는중!! 작게라도 효과를 보고 있어요!,평점4,20.06.08.
46,"맨날 쓰던건데 대용량 있길래 구매했어요^^
평소에는 2번 정도 바르고 대자연때 턱에 트러블 올라오면 4,5번 나눠서 흡수시켜주는데 진짜 피부가 탄탄해지는 것 같고 트러블도 잘 안나요! 평생 이것만 쓸겁니다^^ 번창하시고 세일 자주해주세요",평점5,20.09.08.
47,"인스타에서 보고 올리브영에서
세일같이.없이 구매 하게 되었어요
일주일정도 써보니 턱주변 뽀루지 생기가 약해진듯 느꼈어요. . 올리브영보다.여기서 구매하니 용량도 크고 가격도 훨씬 저렴하고
제 피부가 지성피부인데 효과를 봤으면 좋겠어요",평점4,20.08.31.
48,적당한 점도와 즉각적인 흡수 무엇보다 트러블 진정과 자극 받은 피부 진정에 탁월합니다. 대용량 구매해서 스킨팩도 하고 스킨 대신 쓰기도 합니다. 활용도 높고 민감한 피부에 순하게 작용해서 만족도가 높은 제품입니다. 하지만 가벼운 에센스이기 때문에 크림같은 보습제를 꼭 발라주어야 합니다.,평점5,20.06.29.
49,갑자기 피부 뒤집어져서 뭘써도 예민하고 건조하고 10개월 고생했어요 이 에센스 쓰면서 좁쌀은 들어가고 큰 흉터만 남아있네요 시간 지나면 붉은기도 내려갈거같아요 아침에 진정된게 눈에 띄게 보입니다 예전피부로 곧 돌아갈듯요,평점5,20.07.17.
50,"사용하던 제품이예요.
160ml 짜리는 유리병이라 안정감있었는데 300ml짜리는 플라스틱이라 뭔가 격이 떨어지는 느낌이 들어서 아쉬워요.
플라스틱용기가 격떨어진다는게 아니라 이 병이 디자인이 전반적으로 잘 안나온것 같네요. 개인적 느낌이예요.",평점5,20.09.21.
51,배송이 빨라요 그런데 배송박스가 토니모리 박스에다가 테이프도 재사용한 느낌. 택배 딱 받았을 땐 내가 토니모리에서 시켰었나? 혹은 중고 상품을 시켰었나 싶은 .. 내용물은 새 제품 같아 씁니다만 뭔가 .. 띠용스러운 ..? 트러블케어는 두고 봐야겠고 쑥향은 강하지 않아요 흡수도 빠른 편 근데 솜에 덜어낼 때 좀 안 나와서 답답 손에 덜어내는게 더 빠름 일단 써보고 한 달 후기 남길게욥,평점3,19.11.14.
52,"드름에 효과있다고 해서 구매했는데 2주 정도 사용해봤는데 아직까진 효과가 있는지 모르겠어요
중건성이신분들은 이거 바르고 꼭 크림 바르셔야해요 하루 안바르고 출근했다가 피부가 건조해서 혼났네요
그래도 사용하고 특별한 이상없고, 막 좋은 효과를 보지는 못했지만 무난한 편인거 같아요",평점4,20.05.19.
53,"얼굴에 뭐 나는것들 케어에 좋다고 해서 샀어요!
엄청 묽어서 에센스보다는 토너나 스킨 같은 느낌이에요. 3스킨, 7스킨 이런거 하기 좋아요.
두통째 쓰고있긴한데 진짜 케어에 좋은지는 잘 모르겠어요.
에센스로 쓰긴 확실히 건조해서 이걸 스킨처럼 바르고 에센스는 따로 발라주고있어요.",평점4,20.03.09.
54,처음에 바르면 번들거리는것 같다가 바로 흡수되요 한번 써보고 좋아서 재구매 합니다. 다만 향이 너무 별로인것만 아쉬워요..뭔가 한방 냄새라기 보다 침 냄새 같아서요..그래도 트러블 올라온곳에 스킨솜 묻혀서 두면 바로 진정되는거 보고 효과는 믿음직 합니다.,평점5,19.12.19.
