,review,point,date
43,가성비좋은상품 번들거리지않아 좋아요,4,20.10.09.
44,재재재구매 했어요 놓치지 않을거에요,4,20.10.05.
45,이 가격에 이 양에 이 품질이면 재구매를 안할 이유가 아직은 없어요,5,20.09.16.
46,병으로 쓰다가 펌핑식 너무 좋네요~대용량에다가...몇년째 쓰는 제품이예요~,5,20.09.05.
47,무난하게쓰기좋아요 많이파세요,5,20.10.04.
48,작은 거 쓰다가 큰 걸로 바꿔봤어요.,4,20.09.04.
49,무엇보다도 믿고 사용합니다,5,20.09.20.
50,"애스톤네이쳐 상품을 쓰다가 바꾸어 봅니다.

기대만큼 깔끔한 에센스였으면 좋겠어요.",5,20.08.20.
51,항상사용하는제품이라  괜찮아요~,5,20.09.12.
52,"항상 쓰던제품이라 3번째 재구매했어요!
배송도 빠르고 포장도 꼼꼼히해주셨어요! 
트러블케어가 되는지는 잘 모르겠지만 
흡수력은 엄청 좋아요!",5,20.07.16.
53,재구매각입니다 좋네요,5,20.08.21.
54,"딸과 함께 잘쓰고있습니다
계속 구매해서 사용중으로 만족도가 높아요
주변 지인들에게도 좋은 상품이라 홍보도 한답니다",5,20.08.25.
55,늘쓰는 제품이라 만족합니다.,5,20.09.03.
56,처음 써 보는건데 기대해 볼게요!,5,20.09.03.
57,6개째 쓰고있어요 진짜 인생템,5,20.08.26.
58,가성비 아주 좋은 제품. 일본효모에센스 칠년 쓰다가 이걸로 바꿨는데 결 더 좋아짐,5,20.07.17.
59,날이 더워 이 에센스만 쓰는데 딱 좋습니다.,5,20.07.27.
60,재구매 입니다   가격도  마음에들고  촉촉해서  아주잘쓰고있어요  양이 넉넉 하니까   넘좋아요   잘쓸게요,4,20.07.31.
61,흡수력이 좋아 바르면 피부가 깔끔해지는 기분이에요. 피부가 건조한 편이라 꾸준하게 쓰니 좋아요.,4,20.07.04.
62,붉은 피부에 좋아요~~,4,20.08.15.
63,트러블없이 잘 사용하고 있어요,5,20.08.10.
64,항상재주문하는제품이에요 ~ 트러블도없고 괜찮아요,4,20.07.19.
65,"아주 좋아용 4통째 쓰는중 입니당
피부가 보들보들해 지는게 느껴져용",5,20.07.18.
66,잘 받았습니다. 아직 사용해보지는 않아서 효과는 모르겠네요. 상품평 믿고 주문했네요.,4,20.06.23.
67,꾸준히 쓰고 있어요,5,20.07.06.
68,배송도 빠르고 너무 좋습니다. 유통기한도 2022년 8월까지라 여유있게 사용 할 수 있어요.,5,20.06.18.
69,기존에 쓰던브랜드보다 끈적이지 않아서 좋아요,5,20.07.16.
70,싸게 잘 사서 잘 쓰고 있습니다 흡수력이 좋진 않아요,5,20.06.23.
71,오랫동안 사용하는 제품인데 최고에요~~,5,20.06.23.
72,그냥 스킨대용으로 사용하는데..아주 좋아요..,5,20.07.05.
73,항상쓰는 에이지인텐스 너무 좋아요,5,20.07.07.
74,"향도 졸고 좋아요
여기제품 알로에수딩젤을 계속쓰고 있는데 좋아서 이제품도 구매함
아직은 잘모르겠고 계속써봐야죠",3,20.06.17.
75,아주 좋아요 질 쓸게요,5,20.07.03.
76,아주 좋아요 질 쓸게요,5,20.07.03.
77,아주 좋아요 질 쓸게요,5,20.07.03.
78,"약간 수분 느낌보단 오일 느낌이 나는건 왜죠?
예전에 쓰다가 다시 써보려구샀어요
트러블 같은건 없어요 바로흡수되는 느낌은 없어요",4,20.05.18.
79,"배송 엄청 빨라요!

꾸준히 쓰는 제품이라서 계속 사서 쓰고있어요!
촉촉하고 좋네요ㅋㅋㅋ",5,20.05.07.
80,"저렴한 가격에 제품 만족감이 높아 재구매합니다
동생과 아는 지인들에게도 추천했답니다",5,20.06.08.
81,전에쓰던거라 다시써봅니다,4,20.05.25.
82,몇년째 쓰는 제품인데 정말 좋아요.마스크 팩도 주시고 감사합니다~,5,20.05.13.
83,순하고 가성비가 좋아요,5,20.06.11.
84,5통째 쓰고 있어유 아쥬 좋아유,5,20.06.13.
85,포장박스가 많이 찌그러져서 왓는데 내용물엔 이상 없구요 늘 쓰던거 싸게 구매해서 좋아용~,5,20.05.02.
86,뽁뽁이에 잘왔습니다. 크림은 트레이더스에서 산거랑은 향등 좀 다른거같은대 몇년전일이라 정확하지 않습니다.,4,20.04.23.
87,"흡수력과 보습력이 정말 좋아요.
건조한 날씨에 수분을 듬뿍 채우는 느낌
꾸준히 재구매해서 쓰고 있습니다.",5,20.05.04.
88,"늘 쓰던것이고 솔직히 아이*페,S*2 보다
가격대비 훨씬 좋고 두개다 써보고 
비교해봐도 이게 성분이랑 함량도 높아요.
늘 쟁겨두고 씁니당.",5,20.03.25.
89,"우연히 이마트트레이드에서 구입하여 사용하였는데요
두병째쯤부터 효과를 보았습니다
함께쓰는 딸아이도 아주 만족하여 주변 지인들에게도
추천을 한다네요
저도 추가로 구입하여동생에게 선물하였습니다",5,20.04.15.
90,양이많아서좋아요 원래 두달마다 스킨사야하는데 대용량이라 좋습니다. 그래서 몸에도 듬뿍듬뿍 발라주고잇어요,4,20.04.12.
91,"에센스 계속 쓰고 있는데요. 촉촉함이 달라요. 흡수력과 보습이 정말 좋네요.
비싼 SK와 견주어도 전혀 손색이 없어요.",5,20.04.12.
92,예전부터 사용하던건데 펌핑형은 처음 구매했네요. 펌핑이라 잘 못 누르면 사방에 튀는게 조금 불편합니다ㅠㅠ 그래도 제품은 촉촉하고 좋아요,5,20.03.15.
93,"촉촉하네여~~ 저렴하게 잘 샀어요!!
다음에 또 재구매 할게요 ㅎ",5,20.03.17.
94,앞으로도 계속 쓸 제품. 인생템이 될거같아요!,5,20.04.05.
95,이것만 씁니다  자극없고 좋아요,5,20.03.19.
96,좋아요 ~~~~~~,5,20.03.31.
97,애용하고잇습니다 세번째주문입니다,5,20.04.03.
98,친구 추천으로 샀는데 가격대비 이렇게 만족하는 화장품을 없었어요 ㅎㅎ 최고!,5,20.03.23.
99,매번쓰는제품  촉촉하게  쓰기 좋아요,4,20.04.02.
100,촉촉하니 좋아요.꾸준히 쓰는 중,5,20.03.26.
101,갠춘하네여 촉촉합니다,5,20.04.03.
102,촉촉하기보단 약간 기름진 느낌이예요. 지성인 분들은 비추고 건성인 분들껜 추천해요! 흡수가 빠른 편이 아니여서 저는 주로 밤에 사용해요. 특히 로션까지 사용하고 화장하면 화장이 떠서...밤에 바르고 자면 아침에 촉촉해져서 좋아요,5,20.03.05.
103,스킨 대신 사용중인데 이번엔 대용량으로 써보려구요.  촉촉하니 좋습니다.,5,20.03.14.
104,아직 잘 모르겠는데 괜찮아요,4,20.03.06.
105,벌써 6통은 넘게 쓴 것 같아요. 저렴하고 순하고 촉촉해서 이것만 쓰게 됩니다. 유리병인 것 또한 마음에 들고요.^^,5,20.02.17.
106,가격도좋고배송도좋고 가격도좋고배송도좋고,3,20.04.10.
107,일단 첫사용해보는데 효과가 좋은면 또 구매하고 후기남기겠습니다,5,20.03.09.
108,일본에서 유명한가봐요 일본인친구가 갖고싶다하여 사줫는데 엄청 조아함,5,20.03.02.
109,좋다고 일본까지 소문났어요.,3,20.03.11.
110,먼저 가격이 저렴해서 좋아용ㅋㅋ 챙겨주신 사은품도 감사합니다!! 아직 하루 써서 잘 모르겠지만 한달뒤에 다시와서 후기 남길게요!!,5,20.01.30.
111,꾸준히 쓰는 제품이네요^^ 계속 판매해주면 좋겠어요^^,5,20.03.02.
112,항상 쓰는 제품 너무 좋아요!!,5,20.03.09.
113,부드럽고 촉촉해서  좋아요   발림성이  아주 좋아요   가격대비  아주  마음에 들어요  재구매의사  있어요,5,20.02.12.
114,항상 쓰는 거에요.,5,20.02.18.
115,"지인분께서 사용중인데 좋다해서 구매했어요 
아직은 좋은지 모르겠네요
수고하세요!",4,20.02.21.
116,늘 사용하는 제품이에요~1+1이라 더 좋네요~,5,20.02.08.
117,늘 쓰던거라 대용량으로 구매해봤어요. 펌핑식은 처음이라 편할지는 잘 모르겠어요!,5,20.02.07.
118,후기들보고 구매햇어요 배송  빨랏어요  이거하나만 발라도 얼굴이 촉촉한게느껴졋어요  일단 계속 써볼려궁요,4,20.01.17.
119,"몇년째 항상 쓰는 제품이에요.  갈락토미세스 함유량이 높아 좋아요. 이정도 가격에 성분도 착한 화장품 찾기 힘든데, 앞으로 단종되지 않았으면 좋겠어요.",5,20.02.03.
120,꾸준히 쓰고있어요! 압축솜에 적셔서 팩처럼 쓸 때 정말 촉촉해요!,5,20.01.12.
121,항상쓰는제품 좋아요,5,20.02.12.
122,유명하죠 좋기로 ㅎㅎ,5,20.01.25.
123,너무 좋아서 자주 이용할게요,5,20.02.06.
124,평이 좋아서 구입했어요!,5,20.02.05.
125,아주 만족합니다 굳,5,20.01.16.
126,생각보다 피부에 잘 흡수되고 유분이 많이 안생겨서 좋았어요. 피부가 정돈되고 매끈해졌어요.,5,19.12.26.
127,맨날 쓰던거 에요 추천합니다,5,20.01.08.
128,피부에 색소침착이 많았는데 이거 2병쓰고 꾸준히 쓰고 많이 없어져서 또 구매합니당!!너무 좋아요 단종되면 안돼용!!😆,5,20.01.12.
129,배송이 매우 빨라요,5,20.01.28.
130,재구매 계속 사용중입니당,5,20.01.26.
131,항상 애용하고 잇어요,5,20.01.26.
132,저렴하게 잘 구매했네요,4,20.01.20.
133,몇번이나 재구매했습니다 아무리 좋은제품이 많지만 이건 못바꿔요,5,20.01.11.
134,DJSWPSK ALERH TKDYDGKSMS WPVNADLQSLEK.GKDTKD WKF TKDYDGKRPtTMQSLEK.,5,20.02.17.
135,항상쓰던제품이라 재구매해요,5,20.01.12.
136,"제가 쓰는거라 어머니께 선물해드렸어요
최고예요",5,19.12.30.
137,6개월이상 계속 쓰고 있는데 보습력이 진짜 좋아요. 타제품 비싼 에센스만큼 만족합니다.,5,19.12.23.
138,매일 쓰느 꿀템입당 넘 젛아여,5,19.12.14.
139,"주름완화 눈에 띄게 개선 됐어요
재구매의서 100퍼입니다",5,19.12.25.
140,몇년째 계속 쓰고 잇는 에센스 좋아요 그냥 안쓰면 허전한 느낌?,5,19.12.20.
141,항상 쓰는 제품이에요 가성비 대만족 제품입니다 마스크팩도 서비스주셨네요 감사합니다 잘쓸게요,5,19.11.27.
142,"씻고나서 바로 화장솜에 묻혀서 피부 정돈해주면 각질도 관리되고 좋은 것 같습니다.
10병 넘게 썼어요",5,19.12.15.
143,"글쎄 가격대로 편견을 가지고 싶진 않았으나 실제로는 그렇지 않잖아요 사람이라는게...이제품 쓰고나서 촉촉함이정말 많이 좋아졌고 각질도 잡혔어요
감히 제 인생템이라 생각들 정도!훌륭하네요",5,19.12.01.
144,"피부가 매끈해졌어요
악건성인데 이거쓰고 피부가 많이 촉촉해보여요",5,19.12.10.
145,좋아요 재구매한거에요 ㅋㅋ촉촉하고 좋아요,5,19.11.25.
146,좋아서 재구매했고 끈적이지 않아서 좋습키다,5,19.12.14.
147,"남 / 30 / 복합성
트러블 없고 3년째 요제품만 쓰고있습니다
매우 만족하구요
배송도 빨라서 좋네요!",5,19.12.12.
148,"정말 좋아요 
Sk2랑 별차이 못느끼겠어요
피테라sk2는 바르고 나서 막이 생기는데
이거는 그렇지 않고 보드라워진다는 차이 정도?",5,19.11.11.
149,제품은  아주 만족이요,5,19.12.12.
150,"계속 사용하는 재품입니다.
두개 셋트상품 너무 좋아요. 
겨울에는 오일 섞어서 촉촉히 발라줘요~ 
잘 쓰겠습니다.",5,19.11.24.
151,가성비도 너무 좋고 잘 받았어요!,5,19.12.09.
152,써보고 좋으면 또 구매하겠습니다,4,19.12.10.
153,일단 데일리로 매일 쓰기는 좀 그렇구요 특히 면도한날은 따겁 뜨라구요 근데 제 품 전체적으로 좋아요,5,19.11.13.
154,항상 쓰는 토너인데 검색해서 저렴한곳 잘 찼았네요 ㅎㅎㅎ,5,19.11.18.
155,항상 만족하는 라인입니다. 유리병이아닌 큰병이나와서  불러봣습니다,5,19.11.05.
156,에센스는 항상 여기꺼로 재구매하네영 크림은처음사보는데 써보고 좋으면 게속 여기꺼로만 쓰려구용ㅎ,4,19.10.30.
157,"늘 사용하는 제품이라 믿고 구매했습니다~~
펌핑이라 깔끔 하고, 사용하기도 편리해서 맘에 드네요~~
빠른배송도 감사합니다~~^^",5,19.10.19.
158,아주 촉촉해요~~~ 좋습니다,5,19.10.14.
159,프럼네이처 에센스쓴지 2년넘은거 같아요 항상 만족하고 재구매합니다,5,19.10.17.
160,"받아보구 놀랐어요.크기가 정말크네요 ㅋㅋ
생각보다 좋은것 같아요",4,19.09.27.
161,재구매했습니다 굿굿,5,19.10.25.
162,"늘 쓰던거라 주문했어요 
배송도 빠르고 챙겨주신 팩도 잘 썼습니당~",5,19.09.26.
163,"항상 쓰던 제품이고
트러블없이 순하고 촉촉해뇽",5,19.10.15.
164,"좋아요 좋아요 좋아요 좋아요 좋아요
좋아요 좋아요 좋아요
두번째 구매하는 화장품",5,19.10.15.
165,아주좋아요에스케이투안써도될듯가성비짱,5,19.10.09.
166,2번째구매입니다! 촉촉해서좋아요ㅎㅎ,5,19.10.09.
167,엄마가 사용하신다고 늘 주문해드립니다~ 좋습니당~,5,19.10.07.
168,상품에 만족하며 잘사용하고 있습니다,4,19.10.05.
169,배송빨라요 몇번째구매인지알수없음 그냥 다쓰면주문해야하는것임,5,19.09.26.
170,에센스라는데 트러블케어가 잘됐음 좋겠어요,4,19.10.03.
171,쓰던건데 싸게 사서 좋았오요,5,19.10.02.
172,미샤꺼 쎴다가 미스트단종되어서 이거쓰는데 펌핑이라 좋아요,3,19.09.25.
173,피부에  부담이  없어  좋습니다 ~ ^^,5,19.09.28.
174,너무너무 좋읍니다 항상 만족하며 사용중ㅎ,5,19.09.19.
175,안녕하세여 잘 받았습니다.,5,19.09.19.
176,촉촉하고 좋네요~~~,4,19.09.13.
177,2번재 재구매합니다~  제품 괜찮아요,4,19.08.16.
178,일단 촉촉해요 피부가 맑아지는 느낌이예요^^ 추천해요,5,19.07.15.
179,맘에  듭니다 항상이용할게요,3,19.08.11.
180,"저 항상 이제품 재구매 하는데
스킨형 에센스라 좋아요~",5,19.08.06.
181,재 재 재 재구매 했어요,4,19.08.27.
182,아 너무 좋아요 재구매,5,19.07.02.
183,예전에 병원제품을 썼습니다 병원 제품 도 딱히  잘 맞지 안았는데  친구 추천으로 사용하기  시작했어요 괜찮다고  하더라고요 사용해보니  우선 간지럽지않고 끈적임없고 빨리 건조해지지 않고  암튼  제피부에  맞더라고요 그래서  계속 사용하고있습니다  ~,5,19.06.17.
184,"전에 써다가 다른걸 사용했더니 좁쌀이 났어요.이제품 찾아서 주문하고 사용하니 얼마나 좋은제품인지 세삼 느껴요.촉촉하고, 발림성 좋고 트러블이 없이 넘 잘 맞아요.쭉 사용해야겠어요.성분도 박프로 좋은것만 있구요.",5,19.05.22.
185,큰용량 구입하고 사용중인데 일단 용기가 펌프라서 편해요 묽은 제형이고 스킨으로 쓰기 좋아요,5,19.05.16.
186,촉촉하고 좋아요~~,5,19.06.13.
187,"갈락토미세스 자체가 가진 힘이 있기에
브랜드별로 후기 살펴보고 샀는데
만족합니다
대용량에 일단 에센스 바르기 전 세수후 바로 바르기에 딱 좋은 스타일...원액포함율이 높아 그것도 맘에 들어요~",5,19.05.25.
188,촉촉하고..좋아요~~,5,19.06.13.
189,"쓰고나면 피부결이 부드러워지는게
느껴져요 배송 빨라여",5,19.05.17.
190,매번 사용하는 제품입니다. 역시 좋아요.,5,19.05.23.
191,싸게 잘 샀어요 ㅋ,5,19.05.23.
192,"완전 물토너는 아니고 다 흡수시키면 약간 겉에 실키한 막이 생기는듯한 느낌이에요
세수하고 이거 딱 바르면 일단 건조하지 않아요
발효제품이라 좀 더 사용해봐야 알겠지만 피테라에센스도 괜찮았으니 저렴한 가격에 사용해봐요!",5,19.04.07.
193,두번째구매입니다~피부가 예민한편인데 이제품은 너무좋아요~,5,19.05.05.
194,제품이 좋아서 꾸준히쓰고있습니다!,5,19.05.13.
195,개좋음;; 이거써보셍ㅎ 제발,5,19.05.16.
196,피부결 정돈하기 좋아요,5,19.05.10.
197,항상쓰는제품이예요~안쓰면 허전해서,4,19.05.10.
198,배송도 빠르고 같이 보내주신 마스크팩 사은품도 좋네요 예전에  타사의 제품을 써봐서 잘 아는데 여기것이 함량이 더 높아서 구매 했어요 잘 쓸께요,5,19.04.03.
199,촉촉한데요 건조하신 분한테는 좋을것같아요,3,19.05.09.
200,이 가격에 진짜 몇통째 쓰는지 몰라요 인생템이에요 할인할땐 무조건 쟁이세요!!,5,19.04.07.
201,"처음 사용해보는데, 친구 추천으로 믿고 써볼께요~^^",3,19.05.06.
202,펌프로 되어있어 쓰기 편하고 용량도 340미리라 좋아요,4,19.04.09.
203,쓰던거라서 재구매했어요,5,19.04.30.
204,이거 쓴지 이틀밖에 안되서 주름과 미백에 좋은건 아직 잘모르겠는데 바르고 나면 부드러움이 느껴지고 속당김은 전에 쓰던것보다 나은것같음.더 써봐야 알겠음,3,19.04.13.
205,다른제품에비해더촉촉해요,4,19.04.08.
206,촉촉하니 좋아요!!!,4,19.04.30.
207,"오랜만에 갈락토미세스 제품을 사용하네요.
끈적이지 않고 사용감 괜츈합니다
잘 슬게요",5,19.04.07.
208,저렴하게  트러블없ㅇ이  잘쓰고있어요,4,19.04.24.
209,사용 후 부드럽고 촉촉해요.,4,19.04.21.
210,아직 한번밖에써보지 않았지만 초크초크해요~트러블도 없었고!!!배송도빨랐고!!!굿!!,5,19.04.10.
211,순하구촉촉해서트러블없이잘사용해요 재구매의사있어요,4,19.04.05.
212,더 써봐야 알겠지만 첫 느낌은 촉촉하고 좋아요,5,19.03.16.
213,"한상 쓰던 제품~
에센스 스킨 짱이에요ㅎㅎ",5,19.04.08.
214,일본 친구가 신오쿠보에 화장품 가게에서 열통 넘게 사서 쓰고 있는 에센스에요. 덕분에 저도 한국와서 쓰고 있습니다. 좋아요,5,19.02.23.
215,좋아여 이거만 씀 굿,5,19.04.03.
216,"벌써 다섯통이상 쓴거같아요
최고예요~^^",5,19.03.30.
217,항상 쟁여두고 쓰는 제품이라 좋아요,4,19.03.27.
218,피부가 반짝반짝 촉촉해요~,5,19.03.29.
219,기존에 쓰고 있던 제품이라 고민없이 샀어요~ 피부 결이 달라요ㅠㅠ 없어서 못썼는대ㅠㅠ,5,19.03.10.
220,그냥 무난하게 세수후 사용하기 좋아요,4,19.03.12.
221,재재재 구매 했어요,4,19.03.13.
222,스킨팩중인데 다음날까지촉촉한느낌이고 겹바르기도 잘되는거같아요 만족하구 재구매의사있습니다~,5,19.02.24.
223,그냥 묽은 스킨같은데 바르고나면 크림을 안바르고도  촉촉하고 좋아요,5,19.02.28.
224,한달써보니 촉촉하고좋네요,5,19.03.04.
225,가격도 좋고 쓰면촉촉해요,5,19.03.04.
226,가볍게 쓰기 좋아요~,4,19.03.06.
227,세수하고 바로 인텐스트리트먼트로 얼굴을닦으면 좋아요~,5,19.02.26.
228,쓰던 제품이라 잘쓸게요! 좋아요,5,19.02.27.
229,마음에들어요 다쓰고 또 시킬게요,5,19.03.02.
230,늘 쓰는 제품 저렴하구 폭풍용량에 감사해욧,5,19.02.23.
231,굳굳 정말정말 좋아서 또 씁니다,5,19.03.02.
232,빠른배송감사합니다~ 잘쓸게요,5,19.02.24.
233,써보고 좋아서 재구매 했습니다.,4,19.02.24.
234,재구매의사100입니다!!,5,19.02.07.
235,후기가많아서샀어요 피부에맞았으면 좋겠네오,3,19.02.09.
236,설연휴임에도 불구하고 빠른배송 감사해요,5,19.02.13.
237,항상 쓰던 거에요~~~,5,19.02.14.
238,촉촉하고 꾸준히 바르면 피부가 투명해져요~~,4,19.02.01.
239,"잘쓰고 있어요~
만족해요~~~",5,19.02.02.
240,그냥 무난하게 세수후 사용하기 좋아요,4,19.03.12.
241,재재재 구매 했어요,4,19.03.13.
242,스킨팩중인데 다음날까지촉촉한느낌이고 겹바르기도 잘되는거같아요 만족하구 재구매의사있습니다~,5,19.02.24.
243,그냥 묽은 스킨같은데 바르고나면 크림을 안바르고도  촉촉하고 좋아요,5,19.02.28.
244,한달써보니 촉촉하고좋네요,5,19.03.04.
245,가격도 좋고 쓰면촉촉해요,5,19.03.04.
246,가볍게 쓰기 좋아요~,4,19.03.06.
247,세수하고 바로 인텐스트리트먼트로 얼굴을닦으면 좋아요~,5,19.02.26.
248,쓰던 제품이라 잘쓸게요! 좋아요,5,19.02.27.
249,마음에들어요 다쓰고 또 시킬게요,5,19.03.02.
250,늘 쓰는 제품 저렴하구 폭풍용량에 감사해욧,5,19.02.23.
251,굳굳 정말정말 좋아서 또 씁니다,5,19.03.02.
252,빠른배송감사합니다~ 잘쓸게요,5,19.02.24.
253,써보고 좋아서 재구매 했습니다.,4,19.02.24.
254,재구매의사100입니다!!,5,19.02.07.
255,후기가많아서샀어요 피부에맞았으면 좋겠네오,3,19.02.09.
256,설연휴임에도 불구하고 빠른배송 감사해요,5,19.02.13.
257,항상 쓰던 거에요~~~,5,19.02.14.
258,촉촉하고 꾸준히 바르면 피부가 투명해져요~~,4,19.02.01.
259,"잘쓰고 있어요~
만족해요~~~",5,19.02.02.
260,배송 빠르고 이번이 네번짼가 다섯번째 구매에요 좋아요~,5,19.01.23.
261,계속 쓰고있어요 이걸 사용할때와 사용하지않을때 피부컨디션이 달라요,5,19.01.14.
262,배송 빠르고 좋았어용 ㅎㅎ,5,19.01.07.
263,계속 쓰던거 재구매햇어용,4,19.01.24.
264,두병째 쓰는중이에여,4,19.01.23.
265,완전 좋고 진짜 촉촉하고 진정효과도 있는거 같아용,5,19.01.13.
266,배송빠르고 싸게 사서 좋았어요,5,19.01.16.
267,"늘쓰는제품이에요
매일스킨팩해주면 정말좋아요",5,19.01.14.
268,끈적임없이 촉촉합니다 강추 !!,5,19.01.12.
269,끈적임없이 촉촉합니다 강추 !!,5,19.01.12.
270,에센스 바르고 스킨로션 바르니까 촉촉하네요,5,19.01.07.
271,결정돈에 정말 좋아 지속구매하고 있어요!,5,19.01.06.
272,유명한 에센스라서 써봤는데 너무 좋아요 향도 약하고 수분감 있어요 많이 파세영~^^,4,18.12.03.
273,5통째 구매해서 사용하고 있습니다. 솜에 묻혀 사용할 때 펌프식이라도 튀지 않아 좋아요.,5,18.12.24.
274,만족합니다.선물로받아서썼더니가격대비 잘맞아요.,5,18.12.25.
275,배송도 빠르고 샘플도 넣어주시구 써보니 촉촉해요,5,18.12.26.
276,펌프형이 편리해요! 샘플도 사용해보고 다른 것도 갈아탈까 생각중에요,4,18.11.28.
277,제가 에센스를 바르고 바로 크림을 바르는 습관이 있는데 에이지 인텐스 에센스를 바르고나서 습관이 고쳐졌어요 ! 왜냐면 인텐스 에센스는 바로 흡수가 안되서 톡톡톡 두드려야 흡수가 되는 에센스라서 안두드리면 에센스를 안바른 느낌 ? 이 들어서 습관이 고쳐졌어요 ! 저처럼 흡수 안시키고 바로 다음단계로 넘어가시는 여성분들은 추천해용 ! 그리고 뚜껑을 열어서 사용하는것이 아니라 펌프로 사용하는것이라 좋아요 왜냐면 뚜껑을 열었다 닫았다 반복을 하지 않아서 시간이 단축되고 편리한 거 같아요 !,5,18.11.22.
278,배송은 약간 늦었지만 제품은항상좋아요,5,18.12.15.
279,항상쓰던제품이옝노 좋아요,4,18.12.15.
280,너무 좋아요 비싼 엣.케이투 안사도 될듯해요!! 이거 사서 팍팍 쓸래요!,5,18.12.03.
281,대용량두번째구매에요 평생쓸꺼임 넘좋음!,5,18.12.04.
282,용량도 많아 저렴하구 좋아요!펌프형식이라 사용하기 더편해요~,5,18.11.22.
