,0,date,ingre,point,review
10,,2021-03-02,갈락토미세스,5.0,#사전체험단 매일 마스크쓰면서 자극받은 피부가 항상 푸석푸석 메마르고 거칠고 건조한 느낌이었는데 이거 쓰고 좋아졌어요~바이옴 과학을 만나 수분장벽손상을 케어하여 수분체력을 키워 피부속까지 보습되고 튼튼해진 느낌이에요~산뜻한 향은 그대로 제형은 묽지않고 영양감가득하게 사용감은 더 촉촉하고 발림성도 더 부드럽고 붉은기는 잠재워서 피부가 편안해졌어요~리뉴얼 이전 제품도 꾸준히 써왔는데 확실히 더 좋아졌네요~세안후 첫단계로도 보습앰플처럼도 효과있어요~꾸준히 사용하면 매일 더 맑고 생기넘치는 건강한 피부로 만들어줄것같아요^^플라스틱 이중캡 없는점도 칭찬하고 싶어요~!!
11,,2021-03-02,갈락토미세스,5.0,#사전체험단 샘플로 받았는데 30ml나 받을수 있어서 너무 좋았습니다. 돌리면 열리고 잠글수 있어서 위생적으로 좋았던거 같습니다. 또한 피부에 발랐을때 끈적임 없이 흡수 된다는 점이 참 좋았던 것 같습니다!!! 리뉴얼 전 제품은 사용해본적이 없는데 이 제품은 참 좋은것 같아요!
12,,2021-03-02,갈락토미세스,5.0,#사전체험단 우선 저는 이 제품은 처음 사용해보는데 요즘따라 ph밸런스가 많이 무너졌는지 요즘 트러블도 많이 올라오고 하더라구요 그런데 이 제품을 사용해봤더니 확실히 수분감도 낭낭하게 올라오고 흡수도 빠르더라구요..! 사전체험단 신청해서 미리 사용해봤는데 진지하게 본품도 구매해볼까 하게되는 그런 제품이네요!! 앞으로도 이런 좋은 제품 많이 많이 만들어주세요!!역시 믿고쓰는 이니슾 사랑합니다💚
13,,2021-03-02,갈락토미세스,5.0,그린티 씨드 세럼 + 아이 앤 페이스 볼 얼리버드 특가로 저렴하게 구매했어요.그린티 씨드 세럼 사용해보고 재구해 했어요. 향도 순하고 에센스 형태가 너무 걸죽하지도 너무 묽지도 않아서 제 타입에 맞아 사용하기가 참 좋네요. 아이 앤 페이스 볼 사용하기 편하게 되있네요.
14,,2021-03-02,갈락토미세스,5.0,#사전체험단 피부가 많이 건조한 편인데 이거 하나만 발라도 좋을 정도로 건조함이 느껴지지 않을 만큼 촉촉했어요 그리고 마스크 때문에 피부가 붉어지는 것도 진정되어서 좋았어요 건조한 피부인 저한테는 좋아서 앞으로도 꾸준히 쓰게 될 것 같아요
15,,2021-03-02,갈락토미세스,4.0,#사전체험단 이니스프리에서 그린티세럼 좋다고는 알고있었는데 사용은 못해봤거든요 궁금하던차에 체험단 진행해서 얼른 신청했습니다ㅎㅎ 체험단으로 무료로 받았지만 용량도 30ml라 충분히 사용해보고 본품 구매할수있어서 너무 좋으네요
16,,2021-03-02,갈락토미세스,5.0,"#사전체험단 요즘 히터도 많이 틀고 바람도 많이 불어서 기초제품 꼼꼼히 발라도 건조해지는 느낌이었는데, 이 세럼이 그런 증상을 많이 완화시켜줘서 너무 좋았아요 다 쓰면 본품도 구매해서 쓰려구요"
17,,2021-03-02,갈락토미세스,4.0,출시기념이벤트라 추가구성품이 있어서 구매해서 좋아라했더니 3월에도 계속 하네요 서두르지 않아도 됐었네요 순한 제품이라 구매해둡니다
18,,2021-03-02,갈락토미세스,5.0,#사전체험단 그린티 세럼은 처음써보는데 세안후 세럼만 발라도 건조함이 덜하고 속건조도 줄어든것 같아요!!
19,,2021-03-02,갈락토미세스,5.0,샘플 먼저 써봤는데 확실히 이전 버전보다 발림성 잔향 흡수력 모두 뛰어난것 같아요. 바르고 흡수되는 시간도 빨라져서 다음 단계로 금방 넘어갈수 있네요.:)
20,,2021-03-02,갈락토미세스,5.0,이니스프리몰에서 뉴 그린티 씨드세럼 30미리 체험분을 구매했어요~~~~!!!!^^ㅎㅎㅎㅎ 리뉴얼전 제품도 사용했느ㄴ데 첫 단계에 사용하는제품인 만큼 사용후 촉촉하고 건조함도사라져서 좋았어요ㅎㅎㅎㅎ 리뉴얼된 제품도 기대되네요^^
21,,2021-03-02,갈락토미세스,5.0,#사전체험단 이니스프리 세럼유명하잖아요~바르고 착한 성분에 이용하는데 요렇게 샘플용량까지 ~^^ 묽은제형에 꾸덕임없이 촉촉한게 넘 맘에들어요!! 거기에다 자극적이지않은향까지 금상첨화♡♡
22,,2021-03-02,갈락토미세스,5.0,"#사전체험단 그린티 씨드 세럼 좋다는 얘기 많이 들었는데, 이렇게 체험해 볼 수 있어서 너무 좋아요.^^ 세안하고 바로 발랐는데 너무 촉촉하고 향기도 좋네요. 용량도 넉넉해요. 다 쓰면 본품도 구매해서 꾸준하게 써보고 싶어요~ 추천해요."
23,,2021-03-02,갈락토미세스,5.0,"#사전체험단 이니스프리 그린티 씨드 세럼 30ml를 사전세험단을 통해서 경험하게 되었습니다.저는 악건성피부라서 세안 후 즉각적인 피부당김이 있고, 요즘들어 무척 피부가 예민해져서 원래 잘 나지 않던 트러블도 약간 있는 상태입니다. 수분라인은 기본적으로 바르고 있지만 뭘 발라도 쉽게 좋아지지 않아서 이번에 체험하게 된 새로워진 그린티 씨드 세럼을 바로 사용해 보았어요.점성이 있는 텍스춰로 손끝으로 펴바르면 쉽게 흡수되어 산뜻하게 느껴집니다. 새로워진 세럼은 좀 더 농도감이 있는 듯 느껴지고 향도 무척 마음에 들어요. 착 흡수되어 끈적이지 않고, 다음 단계의 크림을 발라도 밀리지 않더군요."
24,,2021-03-02,갈락토미세스,5.0,#사전체험단 제형도 향도 마음에 들어요~ 제 피부에 잘 맞아서 좋아요
25,,2021-03-02,갈락토미세스,5.0,체험용량치고는 양이 꽤 많아서 오래 사용할수 있어요 시드세럼 유명하다고 해도 사용해본적은 이번이 처음인데 좋은기회에 써볼수 있어서 좋았습니다 지금 마스크때문에 트러블이 많이 났는데 잠잠하게 가라않혀주는 느낌이구요 다음날에도 피부가 깨끗해진느낌을 받았습니다 아침에 와장할때도 산뜻한 마무리감 때문인지 파운데이션이 더 차ㄱ착 잘 밀착되는 느낌을 받았습니다 재구매 의사 있습니당
26,,2021-03-02,갈락토미세스,5.0,#사전체험단 지금까지 세럼을 쭉 써왔지만 끈적이지않아 부담이 없어서 좋아요 세럼이 종류별로 있지만 이것만 쓰게되네요 가볍고 수분감이 있어서 촉촉하고 좋네요
27,,2021-03-02,갈락토미세스,5.0,#사전체험단 역시 그린티 씨드 세럼이네요~ 제 피부에도 잘 맞고 아주 졸습니다~
28,,2021-03-02,갈락토미세스,5.0,요즈음 마스크땜에 좁쌀여드름이 갑자기 올라왔는데 세안직후 열흘정도 사용해보니 여드름이 진정되고 붉은기가 완화되는것을 느꼈습니다 트러블피부에도 사용할 수있어 믿고 구매하는 이니스프리입니다.
29,,2021-03-02,갈락토미세스,4.0,#사전체험단 #사전체험단 피부가 민감해서 아무 화장품을 못 쓰는데 이니스프리 화장품은 잘맞아서 이번에 그린티 씨드 세럼이 새로 출시되었다해서 신청하고 발라 봤는데 기초 바르고 발랐는데 촉촉하고 보습력도 괜찮아요 특히 끈적임없이 흡수되어 피부에 수분을 채워주는 거같아요 마스크 쓰고 다니느라 손상된 피부에 좋을거같네요 다쓰고 재구매해야 겠어요
30,,2021-03-02,갈락토미세스,5.0,"며칠간 사용했더니 각질도 줄어들고 피부상태도 많이 좋아졌네요^,^"
31,,2021-03-02,갈락토미세스,4.0,#사전체험단 속당김이 심할때 두번씩 발라주면 다음날 세수를 하더라도 속당김없는것을 발견할 수 있었어요! 더불어 짜글해지던 내 얼굴도 좀더 탱글해졌어요
32,,2021-03-02,갈락토미세스,5.0,싱그런 향기가 너무 좋았고 약간 묽은제형이며 끈적임 없이 촉촉하고 보들보들하게 잘 스며듭니다~ 눈시림 증상도 없고 순한느낌 입니다 한겨울에는 크림이랑 함께 사용해야 건조함을 확실하게 잡아줄거 같습니다^^ 봄여름가을에 끈적이는 에센스 싫어하는 사용자에게 왕추천합니다^^
33,,2021-03-02,갈락토미세스,5.0,믿고 쓰는 그린티 씨드 세럼 아니겠습니까!!! 항상 쓰던 건데 리뉴얼되서 궁금해서 #사전체험단 바로 신청했습니다!! 그리고 샘플써버고 나서 바로 본품주문!! 저는 세안 직후 바르는데 사막에 비내린것처럼 촉촉해져서 좋습니당
34,,2021-03-02,갈락토미세스,5.0,역대급 초특가라서 놓질수가 없었지요 ㅎ 게다가 이니스프리 대표상품 그린티 씨도 세럼이니까요. 세럼은 체험다으로 쓰고 더 촉촉해져서 좋아요. 페이스 볼은 차가울 것 샅아서 좀 더 날씨가 따뜻해지면 쓰려고요. 마사지도 하고 시원하겠어요^^!
35,,2021-03-02,갈락토미세스,4.0,#사전체험단 체험용치고 용량도 많고 좋아요!! 이니스프리하면 그린티라인인데 리뉴얼되서 나왔다니 테스터해봤는데 무겁지 않고 유수분 밸런스 잘 잡아주는 거 같아요. 요즘 마스크를 오래써서 피부관리가 어렵고 트러블도 잘 생기는데 기초로 쓰기에 좋네요~~
36,,2021-03-02,갈락토미세스,4.0,#사전체험단 그린티 씨드 세럼이 새롭게 나왔다길래 샘플 체험으로 신청을 해봤습니다 매번 세럼은 그린티 씨드 세럼을 써왔는데 새로 나온것도 나쁘지 않은것 같네요 가격이 동일하다고 생각하면 새로운 제품을 구매할수도 있을꺼 같습니다 예전꺼도 나쁘지 않았으니 둘다 구매의향 있습니다
37,,2021-03-02,갈락토미세스,5.0,가볍고 촉촉해서좋아요. 이정도 용량으로 계속나왔으면!!
38,,2021-03-02,갈락토미세스,4.0,손톱에 영향 준다고 나와있는데 큰 비중은 없는거 같아요~! 네일은 깔끔하게 잘 지워 지네요~~ 굿굿
39,,2021-03-02,갈락토미세스,5.0,전형적인 수부지 피부라 민감한 피부인데 일주일 세안직후 듬뿍 발랐더니 속당김이 해소되고 붉은기가 가라앉았습니다. 흡수도 빠르고 민감한 피부에 사용할 수 있어 추천합니다
40,,2021-03-02,갈락토미세스,5.0,역시 씨드세럼. 좋아요 아이퍼이스볼도 좋네요
41,,2021-03-02,갈락토미세스,4.0,#사전체험단 그린티 씨드 세럼이 새롭게 나왔다길래 샘플 체험으로 신청을 해봤습니다 매번 세럼은 그린티 씨드 세럼을 써왔는데 새로 나온것도 나쁘지 않은것 같네요 가격이 동일하다고 생각하면 새로운 제품을 구매할수도 있을꺼 같습니다 예전꺼도 나쁘지 않았으니 둘다 구매의향 있습니다
42,,2021-03-02,갈락토미세스,5.0,수분감이 많아서 바르면 촉촉하니 아주 좋네요 무겁지 않고 흡수도 잘되니 요즘처럼 건조할때도 속당김이 덜한걸 느끼네요
43,,2021-03-02,갈락토미세스,5.0,#사전체험단 세안후 사용하기에 너무 좋아요^^ 지복합성 피부인데 땡김이 좀 덜해진 느낌이에요 펌핑이라 위생적으로 깨끗하게 사용할수 있어서 용량낭비가 덜한거 같아요 묽은제형이지만 효과는 최고^^ 본품도 이벤트즁이라 주문해서 사용하려구여
44,,2021-03-02,갈락토미세스,5.0,"매일 사용하는 제품이 리뉴얼 되었다고 해서 정말 궁금했어요. 뚜껑이 없어지면서 플라스틱 양도 줄고, 사용하기에 더욱 편리해져서 매우 만족합니다. 촉촉하면서도 가벼운 사용감이 최고예요. 쟁이려고 본품 구매 하러 갑니다 ^^"
45,,2021-03-02,갈락토미세스,5.0,#사전체험단 이니스프리 그린티 씨드 세럼은 제주그린티 성분과 히알루론산을 포함한 액티브 성분이 있어 산뜻하고 촉촉한 느낌을 줍니다 수분 손실로 인한 손상과 트러블을 케어해주는 그린 티 씨드 세럼은 수분장벽강화 효과가 좋은 것 같아요
46,,2021-03-02,갈락토미세스,5.0,#사전체험단 NEW 그린티 씨드세럼 워낙 유명해서 저도 예전부터 잘쓰고 있어요.이번에 좋은기회로 리뉴얼제품을 사전체험해보게 되었는데 역시나 좋네요. 리뉴얼전보다 수분감이 더 많아졌고 촉촉하고 바르면 즉각 피부에 수분감이 채워지는 느낌이 들어요. 지금처럼 건조하고 메마른시기에 뭘발라도 속은 늘 당김이 느껴졌는데 제형도 묽은 가벼운 젤타입이고 흡수도 빨라서 바르고나면 피부결도 정돈되고 속이 차오르는 느낌이들어 사용후 넘 만족스러워요
47,,2021-03-02,갈락토미세스,4.0,최애템~~~ 항상 이용하는 제품인데 가격저렴하고 선물로 주는 세럼 스킨 로션까지~^^
48,,2021-03-02,갈락토미세스,5.0,#사전체험단 수분 손실로 인한 손상과 트러블을 케어해주는 수분장벽강화 세럼 이네요 향기가 좋아요 진정효과도 좋은 것 같아요 산뜻하고 촉촉한 첫단계 수분진정 세럼으로 세안 후 무너진 발란 스퀘어에 도움을 주고 연약해진 피부에 풍부한 수분을 주어 편안한 느낌이 옵니다
49,,2021-03-02,갈락토미세스,5.0,세럼은 처음 써보는데 끈적임도 없고 촉촉해서 바르면 좋아요! 체험키트인데도 적당한 용량이고 너무 잘 쓰고 있습니다!
50,,2021-03-02,갈락토미세스,5.0,역시 씨드세럼. 좋아요 아이퍼이스볼도 좋네요
51,,2021-03-02,갈락토미세스,4.0,#사전체험단 그린티 씨드 세럼이 새롭게 나왔다길래 샘플 체험으로 신청을 해봤습니다 매번 세럼은 그린티 씨드 세럼을 써왔는데 새로 나온것도 나쁘지 않은것 같네요 가격이 동일하다고 생각하면 새로운 제품을 구매할수도 있을꺼 같습니다 예전꺼도 나쁘지 않았으니 둘다 구매의향 있습니다
52,,2021-03-02,갈락토미세스,5.0,수분감이 많아서 바르면 촉촉하니 아주 좋네요 무겁지 않고 흡수도 잘되니 요즘처럼 건조할때도 속당김이 덜한걸 느끼네요
53,,2021-03-02,갈락토미세스,5.0,#사전체험단 세안후 사용하기에 너무 좋아요^^ 지복합성 피부인데 땡김이 좀 덜해진 느낌이에요 펌핑이라 위생적으로 깨끗하게 사용할수 있어서 용량낭비가 덜한거 같아요 묽은제형이지만 효과는 최고^^ 본품도 이벤트즁이라 주문해서 사용하려구여
54,,2021-03-02,갈락토미세스,5.0,"매일 사용하는 제품이 리뉴얼 되었다고 해서 정말 궁금했어요. 뚜껑이 없어지면서 플라스틱 양도 줄고, 사용하기에 더욱 편리해져서 매우 만족합니다. 촉촉하면서도 가벼운 사용감이 최고예요. 쟁이려고 본품 구매 하러 갑니다 ^^"
55,,2021-03-02,갈락토미세스,5.0,#사전체험단 이니스프리 그린티 씨드 세럼은 제주그린티 성분과 히알루론산을 포함한 액티브 성분이 있어 산뜻하고 촉촉한 느낌을 줍니다 수분 손실로 인한 손상과 트러블을 케어해주는 그린 티 씨드 세럼은 수분장벽강화 효과가 좋은 것 같아요
56,,2021-03-02,갈락토미세스,5.0,#사전체험단 NEW 그린티 씨드세럼 워낙 유명해서 저도 예전부터 잘쓰고 있어요.이번에 좋은기회로 리뉴얼제품을 사전체험해보게 되었는데 역시나 좋네요. 리뉴얼전보다 수분감이 더 많아졌고 촉촉하고 바르면 즉각 피부에 수분감이 채워지는 느낌이 들어요. 지금처럼 건조하고 메마른시기에 뭘발라도 속은 늘 당김이 느껴졌는데 제형도 묽은 가벼운 젤타입이고 흡수도 빨라서 바르고나면 피부결도 정돈되고 속이 차오르는 느낌이들어 사용후 넘 만족스러워요
57,,2021-03-02,갈락토미세스,4.0,최애템~~~ 항상 이용하는 제품인데 가격저렴하고 선물로 주는 세럼 스킨 로션까지~^^
58,,2021-03-02,갈락토미세스,5.0,#사전체험단 수분 손실로 인한 손상과 트러블을 케어해주는 수분장벽강화 세럼 이네요 향기가 좋아요 진정효과도 좋은 것 같아요 산뜻하고 촉촉한 첫단계 수분진정 세럼으로 세안 후 무너진 발란 스퀘어에 도움을 주고 연약해진 피부에 풍부한 수분을 주어 편안한 느낌이 옵니다
59,,2021-03-02,갈락토미세스,5.0,세럼은 처음 써보는데 끈적임도 없고 촉촉해서 바르면 좋아요! 체험키트인데도 적당한 용량이고 너무 잘 쓰고 있습니다!
60,,2021-03-02,갈락토미세스,5.0,아~~~~ 너무좋아용~~~~~~~ 떨어지면 또살겁니도~~~~ 아~~~~ 너무좋아용~~~~~~~ 떨어지면 또살겁니도~~~~ 아~~~~ 너무좋아용~~~~~~~ 떨어지면 또살겁니도~~~~ 아~~~~ 너무좋아용~~~~~~~ 떨어지면 또살겁니도~~~~ 아~~~~ 너무좋아용~~~~~~~ 떨어지면 또살겁니도~~~~ 아~~~~ 너무좋아용~~~~~~~ 떨어지면 또살겁니도~~~~ 아~~~~ 너무좋아용~~~~~~~ 떨어지면 또살겁니도~~~~ 아~~~~ 너무좋아용~~~~~~~ 떨어지면 또살겁니도~~~~
61,,2021-03-02,갈락토미세스,5.0,"#사전체험단 그린티 씨드 세럼을 평소에도 사용하고 있었는데, 새로 리뉴얼되어 나왔다고 해서 궁금한 마음에 사용해보게 되었습니다. 30미리의 체험 용량이었지만 넉넉해서 한 달 정도는 사용할 수 있을 것 같아요. 세안 직후에 발라주면 보습감이 좋고 특히 수분이 부족한 겨울철에는 당김이 없어 만족스러웠습니다. 그린티 특유의 향이 나서 마음이 정화되는 느낌이어서 꾸준히 사용하기에 좋습니다."
62,,2021-03-02,갈락토미세스,5.0,"#사전체험단 이니스프리 NEW 브린티 씨드세럼 체험용 신청해서 받았어요, 좋아요 추천합니다 가볍고 향이 좋아 사용하기 좋아요 이전에도 수분감이 좋아 애용하던 제품인데 리뉴얼 된 제품은 가볍기도 가벼운데 수분감도 좋아요 추천합니다"
63,,2021-03-02,갈락토미세스,5.0,사전체험단 행사로 이 세럼을 처음 사용해봤는데요.. 복합성인 제 피부에도 딱 맞더라구요. 찐득거리지 않고 부드럽게 바로 흡수되면서 수분은 꽉 잡아주는 느낌이예요. 아침에 일어났을때도 번들거리지않고 촉촉함이 그대로 유지되요. 넘 만족해서 이번에 본품으로 구매했어요~
64,,2021-03-02,갈락토미세스,5.0,#사전체험단 예전부터 이니스프리 스테디셀러로 저도 자주 애용했던 제품인데요. 이번에 리뉴얼되어 사전체험단신청이라는 좋은기회로 다시 써보게 되었어요. 체험용량이 너무 귀엽고 앙증맞아요. 써보니 예전보다 더 촉촉하고 쫀쫀한 느낌이예요. 수분기가 충만하고 바르고나니 피부결이 매끄럽고 부들부들해지고 흡수도 금방되지만 속당김은 없고 저같은 속까지 매마른 피부에 정말 좋은것같아요. 진정효과도 있는것같고 향도 적당히 자극없고 이니스프리제품 특유의 은은하고 기분조은 향이여서 향에 민감한 분들도 편하게 쓰실수 있을것같아요. 이제곧 따뜻해지는데 쓰기 딱조은 제품입니다
65,,2021-03-02,갈락토미세스,5.0,"#사전체험단 세럼 하나로 진정 뿐만 아니라 충분한 보습도 가능한게 큰 장점입니다! 원래 세럼류는 사용 안했는데, 그린티 씨드 세럼은 이니스프리 유명한 라인이라서 믿고 써봤습니다! 어제 비가 와서 그런지 바람이 찬 날씨였는데 세안 후 써 보니 피부에 편안한 사용감이 너무 만족스러웠습니다!"
66,,2021-03-02,갈락토미세스,5.0,#사전체험단 부드럽고 보습력이 최고였어요^^ 체험해보고 본품도 구매해야겠어요
67,,2021-03-02,갈락토미세스,5.0,#사전체험단 체험분으로 받아서 써봤는데 너무 촉촉하고 좋아요 속건조가 심했는데 잡아주는거 같아용 ㅎㅎ 꾸준히 써보고 구매하려구용
68,,2021-03-02,갈락토미세스,5.0,씨드세럼 좋다는 소문 듣고 다시 써보려고 샀어요 근데 이번에 리뉴얼한거 알고 있었는데도 이런 실수를 했어요 🤣🤣🤣 다른분은 저같은 실수 안하시길 😅
69,,2021-03-02,갈락토미세스,5.0,이거 없이는 못사는 1인. 흡수가 더 빠른 느낌. 촉촉해서 여러번 덧바르지 않아도 충분하고 좋습니다.
70,,2021-03-02,갈락토미세스,5.0,"새로운 그린 씨드 세럼이 나온다고 해서 기대하고 있는 중이었는데, 이벤트로 미리 체험 할 수 있는 30미리 용량의 세럼을 주셔서 잘 사용하고 있습니다. 기존의 그린티 씨드 세럼보다 더 촉촉하고 피부에 흡수가 잘 되도록 리뉴얼된 것 같아 기분이 좋네요. 앞으로도 꾸준하게 사용할 것 같습니다."
71,,2021-03-02,갈락토미세스,5.0,#사전체험단 NEW 그린티 씨드 세럼 끈쩍임 없는 발림성에 은은향과 자극적이지 않은 촉촉한 수분감으로 사용후 산뜻한 느낌이 좋습니다. 특히 용기펌프가 돌려서 개폐할 수 있는 기능이 있어 휴대시 내용물이 나오는등의 불편함이 해소되서 좋습니다.
72,,2021-03-02,갈락토미세스,5.0,#사전체험단 기존 제품도 만족하면서 쓰고있었는데 이번 제품도 굉장히 좋아요. 더 촉촉한데도 스며든뒤에는 산뜻함이ㅠ 느껴져서 여름철에 더 좋을거같아요. 촉촉함으로 그대로 산뜻함은 추가!! 굿!!^^
73,,2021-03-02,갈락토미세스,5.0,#사전체험단 속건조도 해결될정도로 촉촉하고 좋아요 그린티라인은 스킨 로션 크림 다 써 봤는데 세럼도 좋네요 용기도 위생적이어서 쓰기 좋구요 촉촉함이 유지되어서 좋아요 용량도 한달정도 되고 다 쓰고 나면 새로 나온거 구매할 의향도 있어요ㅎ
74,,2021-03-02,갈락토미세스,5.0,#사전체험단 기존 씨드세럼보다 더 촉촉하니 피부결이 조아지는 느낌이라 앞으로 계속 구매해 쓸거같아요~
75,,2021-03-02,갈락토미세스,5.0,이번에 운좋게 체험용을 사용할수 있게 되었어요 . 전제품보다 훤씬 촉촉하고 점성도 있어서 바르기 훨씬더 편한거 같아요 ^^ 뚜껑이 없어져서 오히려 편한거 같아요 체험분을 다 사용하면 본품을 구매하려고 했는데 다사용하기 전에 미리 구매해두려구요 ^^
76,,2021-03-02,갈락토미세스,5.0,산산뜻하면서 촉촉하네요 피부가 가벼워요 수시로 덧바르기 좋네요
77,,2021-03-02,갈락토미세스,4.0,"#사전체험단 체험분이 넉넉한 용량이라 얼굴 전체 꼼꼼히 듬뿍 바르고 있습니다. 되직한 콧물 제형이라 흡수성이 어떨까 했는데 발림성이 좋고, 흡수력도 우수하네요. 약간 민감성인 수분지인데 평소 아침에 일어나면 건조함을 많이 느껴요. 근데 그린티 씨드 세럼 바르고 잔 다음날은 수분이 꽤 남아 있음이 느껴집니다. 아쉬운 점은 인공향이에요. 향이 좋게 느껴지는 건 사실이지만 다소 예민한 피부 때문에 기초 제품은 무향으로 사용 중이라 상대적으로 강하게 느껴졌어요. 그래도 지속력 높은 수분감에 점수 후하게 줄 수 있는 제품입니다."
78,,2021-03-02,갈락토미세스,5.0,#사전체험단 기존에 것도 좋았지만 더 촉촉해지고 업그레이드 된것 같아요 속건조 심하고 피부가 붉은편인데 홍조기가 가라앉는 느낌이에요 한달정도 분량된다던데 다쓰고 지금 정도의 만족감 유지되면 구매할 의향이 있어요ㅋㅋ좋은 기회에 이렇게 써볼수 있어서 더 좋아요ㅎ케이스도 위생적으로 사용 가능해서 좋아요
