,content,date,like,place,tags
10,"봄맞이깜짝 증정 이벤트🌸#미백맛집 베리홉8일 미백 앰플 구매 시모공결 세럼을 증정해 드립니다✌🏻미백 시너지 효과✨환한 피부 미소 베리홉과 함께해요!기간 : 한정 수량 소진 시, 이벤트 종료 구성 : 8일미백앰플 2개 구매 시, 모공결세럼 1개 무료 증정",2021-03-08,7,,['#미백맛집']
11,"@heiley_lite에뉴뷰 홀릭 7EGF 피부 유산균 에센스 세럼 앰플❣️일곱 가지 EGF 줄기세포 성장인자 및18가지 안티에이징 펩타이드,다섯 가지 락토바실러스 피부 유산균 성분이 들어있어피부 깊은 속까지 침투하여피부 세포 스스로의 재생력을 높여주는 세럼이예요 🥰피부에 쫀쫀하게 감기면서 촉촉하게 마무리되고무엇보다 끈적임, 미끈거림이 없어서 좋더라고요.​건조감도 많이 완화되고꾸준히 쓰다 보니 점점 탱탱해진 느낌이 들어서앞으로 더 열심히 쓰면 피부 컨디션이 얼마나 더 좋아질까엄청 기대하고 있답니다 😘ㅎㅎ#에뉴뷰#뷰티 #뷰티스타그램#피부재생 #주름완화 #흉터재생 #재생에센스#화장품 #코스메틱 #화장품그램 #화장품추천#피부과화장품 #병원화장품 #성형외과화장품#에센스 #에센스추천 #수분에센스#앰플 #앰플추천 #미백앰플 #수분앰플 #탄력앰플 #보습앰플 #고농축앰플 #콜라겐앰플 #주름앰플#세럼 #세럼추천 #수분세럼 #인생세럼",2021-03-08,6,,"['#에뉴뷰', '#뷰티', '#뷰티스타그램', '#피부재생', '#주름완화', '#흉터재생', '#재생에센스', '#화장품', '#코스메틱', '#화장품그램', '#화장품추천', '#피부과화장품', '#병원화장품', '#성형외과화장품', '#에센스', '#에센스추천', '#수분에센스', '#앰플', '#앰플추천', '#미백앰플', '#수분앰플', '#탄력앰플', '#보습앰플', '#고농축앰플', '#콜라겐앰플', '#주름앰플', '#세럼', '#세럼추천', '#수분세럼', '#인생세럼']"
12,#제품협찬 이지만 일주일동안 써보고 적는 후기 (•̀ᴗ•́)و  ATVT 나펩9앰플은 ✅💡피부의 생기를 도와주는 고농축 나이아신아마이드가 10%나 함유되어 있다고 해요! 9가지 고함량 펩타이드가 함유되어 있어 피부의 영양공급에 도움을 준다고 합니다 ◡̈ 💡한 번 바르면 촉촉하게 스며글고 두 번 레이어드해서 바르면 쫀쫀하게 달라붙는 앰플 ꒦ິ^꒦ິ 꼭 화장 하기 전에 발라주고 이써요 ॱଳ͘ ෆ,2021-03-08,198,,['#제품협찬']
13,"앰플명가 히스토랩의  앰플 사용법#1데일리로 아줄렌 앰플로 피부를 진정시켜주고,나이트 케어로 비타씨 앰플을 발라주어화사하고 맑은 피부톤으로 가꾸어 보세요.🌿히스토랩 아줄렌 컴플렉스 앰플 72식물성 진정성분인 아줄렌 컴플렉스를 72%함유하여 빠른 진정과 유수분 밸런스를 케어해주는 앰플.🍋히스토랩 비타씨 컴플렉스 앰플  47식약처 고시성분인 알부틴을 함유하여 칙칙한 피부를 맑게 케어해주는 미백앰플.*히스토랩은 가까운 피부과, 성형외과등 병원에서 만나실 수 있습니다. #히스토랩 #histolab #메디안스 #medians #아줄렌앰플 #피부진정앰플 #앰플추천 #아줄렌 #히스토랩앰플 #skincare #피부과화장품#피부관리 #미백앰플 #비타씨앰플 #kbeauty",2021-03-08,17,,"['#1데일리로', '#히스토랩', '#histolab', '#메디안스', '#medians', '#아줄렌앰플', '#피부진정앰플', '#앰플추천', '#아줄렌', '#히스토랩앰플', '#skincare', '#피부과화장품', '#피부관리', '#미백앰플', '#비타씨앰플', '#kbeauty']"
14,#점자디자인 #Braille.이퀄베리의 모든 제품은 #점자 제품명이 한글과 영문으로 적용되어 있습니다. 화장품의 피부개선 유효성과 안전성은 당연한 가치이며 여기서 좀 더 다양한 소비자분들께 당연한 접근성을 제공하기 위해 작은 노력을 더했습니다. 점자뿐 아니라 직관적인 구분을 위해 모든 제품 용기의 형태와 캡을 판이하게 다르도록 채택하였습니다.#유니버셜디자인 #점자화장품 #이퀄베리 #수영장토너 #시카램프에센스...이퀄베리는 피부와 일상을 함께 바꾸는 라이프코스메틱입니다,2021-03-08,9,,"['#점자디자인', '#Braille.이퀄베리의', '#점자', '#유니버셜디자인', '#점자화장품', '#이퀄베리', '#수영장토너', '#시카램프에센스...이퀄베리는']"
15,"⠀가볍게 톡톡! 솔루션은 쏙쏙!독보적 니들과 솔루션의 에텔랑 슈텀프피부 타입별, 고민별 맞춤 솔루션과1회용 멸균 처리와 24K 금도금으로 이루어진마이크로 니들이 솔루션을 빠르게피부에 침투시켜줍니다.⠀💧수분/보습/물광 라인 [슈텀프 모이스처 베리어 솔루션]✨탄력/보습/노화방지 [슈텀프 콜라겐 필 업 솔루션]🍓트러블/모공/피지과다분비조절 [슈텀프 안티 씨범 이펙트 솔루션]⠀⠀⠀🚫에텔랑에서 자체적으로 제작되는 인쇄물,SNS이미지, 동영상, 교육자료, 제품원고 등2차적 무단 수정 및 사용, 유포를 금지합니다.⠀문의 : 에텔랑 김헌준 010-3133-3536로 연락주세요^^📲 인스타 다이렉트 👌 / 카톡 thyme9905☀ 피부관리실 오픈, 마케팅, 교육 전문☀ 에스테틱 브랜드, 미용기기, 부자재, 소모품 취급⠀⠀#에텔랑 #앰플추천 #수분앰플 #미백앰플 #앰플 #피부관리 #에스테틱 #에스테틱화장품 #에센스 #에센스추천 #세럼 #세럼추천 #스킨케어 #피부관리실 #홈케어",2021-03-08,112,,"['#에텔랑', '#앰플추천', '#수분앰플', '#미백앰플', '#앰플', '#피부관리', '#에스테틱', '#에스테틱화장품', '#에센스', '#에센스추천', '#세럼', '#세럼추천', '#스킨케어', '#피부관리실', '#홈케어']"
16,⠀잡티 없이 맑고 투명한 피부😍화사하게 빛나는 피부를 완성시켜 줄찐 비타민 앰플의 등장!⠀피부를 칙칙해 보이게 하는 잡티😱⠀10가지 비타민을 한 병에 담은맥스클리닉 비타-10 바이탈 앰플로홈케어하세요!⠀⠀✅ Wholesale Order & Inquiry✅ Overseas Sales Team✅ Email. maxclinic1@gmail.com⠀⠀⠀⠀⠀,2021-03-08,18,,[]
17,-THE SNOW SOLUTION 사용 리뷰 깨끗하고 맑은 쌩얼 피부 고기능성 슈퍼 미백 관리 #디아라베라 #dealavera,2021-03-08,60,,"['#디아라베라', '#dealavera']"
18,"-디아라베라 로즈피치 톤업크림 + 한방울의 강력한 피부톤 보정 + 웜톤, 쿨톤에 모두 맞는 로즈+피치 컬러 + 윤기와 맑은 피부는 덤 ✔️9종 콜라겐 + 4종비타민 +병풀추출물🔜영양 , 진정 , 보습 성분의 메디컬 톤업. #디아라베라 #dealavera",2021-03-08,0,,"['#디아라베라', '#dealavera']"
19,"🤍Huxley 헉슬리 브라이트닝 트리오🤍화사한 수분 광채를 선사해주는 브라이트닝 루틴 3종 세트에요! 트리오로 구매 시 정가 110,000원에 만나보실 수 있어요!💎에센스 브라이틀리 에버 애프터- 단품 4,3000원, 30ml- 브라이트닝에 탁월한 글루타치온이 함유되어 미백에 좋아요- 사용한지 2주가 되었는데 아직 완전한 미백 효과는 보지 못했으나 피부를 생기있게 가꿔주는 효과는 느껴져요- 트리오로 출시되긴 했으나 크림 대신 이 에센스 하나만 사용해도 무리 없을 정도로 보습력이 탁월해요- 악건성임에도 아주 약간 점성 있고 물보단 로션 같은 에센스라 즉각적인 흡수보다는 피부 표면에 남아 있다는 느낌을 받았어요-단점은 가격대비 용량이 너무 적어요ㅠ 3주면 한 통 다 쓰는 것 같네요!#huxley #헉슬리 #브라이트닝트리오 #에센스브라이틀리에버애프터",2021-03-08,32,Huxley 헉슬리,"['#huxley', '#헉슬리', '#브라이트닝트리오', '#에센스브라이틀리에버애프터']"
20,"⠀이 두가지를 하지 않습니다.⠀쿨링기, 쿨링팩등으로 피부 자체 온도를 낮추지 않습니다.일시적인 효과에 불가하며 더 심한 열감을 가져올 수있습니다.열감을 내릴 수있는 것 또한 기술이기도 합니다.정통에스테틱을 추구하는 함께하는지혜만의 테크닉으로관리하여 드립니다.⠀⠀피부 진정을 위해 초음파를 사용하지 않습니다.초음파는 피부조직의 균열을 발생시키기도 합니다.건강한피부를 위해 정통에스테틱을 추구하며전문적인 기술로 관리합니다.⠀⠀#에텔랑 #앰플추천 #수분앰플 #미백앰플 #앰플 #피부관리 #에스테틱 #에스테틱화장품 #에센스 #에센스추천 #세럼 #세럼추천 #스킨케어 #피부관리실 #홈케어",2021-03-08,119,,"['#에텔랑', '#앰플추천', '#수분앰플', '#미백앰플', '#앰플', '#피부관리', '#에스테틱', '#에스테틱화장품', '#에센스', '#에센스추천', '#세럼', '#세럼추천', '#스킨케어', '#피부관리실', '#홈케어']"
21,".안녕하세요 보나셀라입니다 ∙̑◡∙̑ 오늘은 보기만 해도 꿀 🍯 떨어질 것만 같은 소식을 들고 왔습니다 !!바로바로 보나셀라 화이트데이 #event °◡°♡💗 보나셀라 제품 구매 시, 스타벅스 2021 오로라 파우치 증정 💗파우치 안에 귀여운 젤리들, 또 DIY 스티커들도 함께 증정된다고 하니 여자친구한테 사랑 받을 수 있는 절호의 기회 ,, 👩‍❤️‍👨 🍭 자세한 사항은 📍바로 오늘, 12:30 PM 📍에 진행되는 쇼핑라이브에서 확인하실 수 있습니다 ଘ(੭ˊᵕˋ)੭** 화이트데이 쇼핑라이브 링크는 프로필에 있습니다 ** 본 행사는 제품 소진 시, 조기 마감될 수 있습니다 *",2021-03-08,8,,['#event']
22,"𖤐협찬 받았어요𖤐이프너리 비타드림 미백앰플🌸🌸▪️수분, 미백, 보습 충전, 주름개선▪️영국 DSM사의 순수 비타민 C17% (170,000ppm) 함유▪️비타민C 2중 안정화 기술▪️눈부신 미백효과를 위해 엄선한 성분",2021-03-08,1,,[]
23,-더 스노우 솔루션 사용 고객님의 리얼 리뷰 @pilates_k.hyeon 피드 발췌 #디아라베라 #dealavera,2021-03-08,59,,"['#디아라베라', '#dealavera']"
24,🌟광채뿜뿜🌟#빛타민 결정체가 가득 들어있는#VC샷앰플 의 눈부신 미백효과🧡보기 싫은 잡티를 꼼꼼하게 케어해주니피부가 화사하게 톤.업. 💫💫,2021-03-08,61,,"['#빛타민', '#VC샷앰플']"
25,-더 스노우 솔루션 사용 고객님의 리얼 리뷰 @pilates_k.hyeon 피드 발췌 #디아라베라 #dealavera,2021-03-08,59,,"['#디아라베라', '#dealavera']"
26,"#1주년이벤트 더베스트셀럽 1주년 기념으로 크게 쏩니다~~!!판매하는 모든채널 어디에서든 SRP13볼륨필에센스를 구매하시는 모든 분들에게 드리는 혜택!! ✔ 하나사면 하나 더드립니다! ✔ 선용물 고급쇼핑백 증정! 미녀개그우먼 안소미앰플, 모델앰플로 유명한 SRP13볼륨필에센스❤#더베스트셀럽 #srp13 #연예인앰플 #안소미앰플 #모델앰플 #안티에이징앰플 #미백앰플 #할인이벤트 #앰플특가",2021-03-08,40,,"['#1주년이벤트', '#더베스트셀럽', '#srp13', '#연예인앰플', '#안소미앰플', '#모델앰플', '#안티에이징앰플', '#미백앰플', '#할인이벤트', '#앰플특가']"
27,#화이트데이 #EVENT✔️UP TO ~67% OFF프리미엄 앰플+톤업크림 SET26만원 > 7만원대✔️50% 할인 쿠폰 증정3월 14일까지 스페셜 가격으로 만나보세요!,2021-03-08,45,,"['#화이트데이', '#EVENT✔️UP']"
28,"#올가휴 #수분앰플피부는 외부 환경적 요인과 다양한 원인으로 인해자극을 받게 됩니다. 지속적으로 자극을 받게 되면,피부 장벽이 무너지면서 피부 재생 주기가 늦어지고피부 노화 진행 속도가 가속화 되기 시작합니다.건강하고 아름다운 피부를 위해 평소 습관도 개선 되어야 되지만,피부관리도 꾸준히 진행 되어야 됩니다.프로페셔널 에스테틱 브랜드 #올가휴무너진 피부 장벽을 개선해주는 #알지셀앰플알지셀앰플은 무너진 피부 장벽 회복을 도와주고풍부한 영양을 공급하여 노화를 예방 합니다.또한, 피부 재생이 원활하게 이뤄질수 있도록 도움을 주어필링,MTS 관리 후 에 탁월한 효과를 느낄 수 있습니다.#프로페셔널#에스테틱브랜드#알지셀앰플5ml올가휴는 분명 다릅니다.직접 경험하고 느껴보세요.놀라운 효과를 볼 수 있습니다!제품 문의/데모/교육☎️ 010.5568.0230📩 Instagram DM",2021-03-07,15,,"['#올가휴', '#수분앰플피부는', '#올가휴무너진', '#알지셀앰플알지셀앰플은', '#프로페셔널', '#에스테틱브랜드', '#알지셀앰플5ml올가휴는']"
