,review,point,date,ingre
48,촉촉하고 촉촉함이 오래 유지됩니다. 속까지 채워진 느낌? 세안 후 요거 하나만 발라도 당기는 느낌이 거의 없답니다. 좋아요~~,5,2021-03-01,나이아신아마이드
49,샘플이 좋아서 써보고 행사할때 구매했습니다 기대되는 재품,5,2021-03-01,나이아신아마이드
50,처음에 이벤트할때 샘플로써봤눈데 넘 촉촉해서 샀어요 수분감 쩝니다,5,2021-03-01,나이아신아마이드
51,샘플 써보고 좋아서 본품 구매했는데 너무나 만족이요. 피부결도 매끄러워지고 환해졌어요!,5,2021-03-01,나이아신아마이드
52,체험이벤트로 구매했습니다. 용량은 체험용이라 작고 아주 귀여워요. 스포이드 형태라 사용하기 편하고 위생적이고 너무 주르륵 흐르지 않아서 좋더라구요. 발라보니 촉촉하고 순한게 느껴지네요. 체험분 다 사용하고 나면 재구매의사 있어요.,5,2021-03-01,나이아신아마이드
53,블랙티 앰플 사용하고 만족스러워 스페셜 세트 1차 때 구입하고 명절 때 2차 구입해서 선물하고 또다시 3차에 구입했습니다. 이니스프리 내에선 가격대가 좀 있지만 타 제품에 비하면 품질이 좋아요. 스페셜 세트로 구입해서 사용하면 좋을 것 같아요.,5,2021-03-01,나이아신아마이드
54,겨울에 마스크에 피부가 넘 안좋아져서 고민이었는데 넘 좋은 제품을 만났어요 쫀득하니 겨울에 피부지키기에 딱이에요 겨울내내 쓰면 완전 좋을 것 같아요!!!,5,2021-03-01,나이아신아마이드
55,앰플을 사용해본적이 없어서 기대를 많이 했습니다. 역시나 이니스프리ㅋ 향도 좋고 잘 스며들어서. 체험 이벤트 통해서 쓴게 양이 적어 너무 아쉬웠습니다. 다음 세일 기간를 기다렸다가 구입 노려봐야겠어요. 좋은 제품 많이 만들어주셔서 감사해요,4,2021-03-01,나이아신아마이드
56,좋아요 쫀쫀하면서 부담스럽지 않아서 넘 좋아요,5,2021-03-01,나이아신아마이드
57,"글로우 틴트 립밤 3호 복숭아 보습은 물론이거니와, 색이 더하니, 립스틱을 바르지 않아서 너무 좋네요~~ 입술에 생명을 더하니, 얼굴에 생기도 생기고, 지인분들이 어디꺼 쓰냐고 자꾸 물어보네요~ 보습력 지속력 더할꺼 없이 가성비 갑 제품입니다~ 굿굿굿",5,2021-03-01,나이아신아마이드
58,촉촉하고 촉촉함이 오래 유지됩니다. 속까지 채워진 느낌? 세안 후 요거 하나만 발라도 당기는 느낌이 거의 없답니다. 좋아요~~,5,2021-03-01,나이아신아마이드
59,샘플이 좋아서 써보고 행사할때 구매했습니다 기대되는 재품,5,2021-03-01,나이아신아마이드
60,건조가 심해 찢어지고 가려운 피부. 기능성 화장품을 바르면 성분때문인지 더 심하게 일어나서 몇년간 베이비 로션만 발랐는데ㅠㅠ 이번에 혹해서 속는 셈 치고 한 번 사봤더니 너무 좋네요!! 성분도 괜찮고 향도 좋고 가려움도 많이 없어지고 피부가 정말 좋아졌어요ㅠ,5,2021-03-01,나이아신아마이드
61,신제품 출시 이벤트 너무 좋아요! 신청하면서 본품도 그냥 샀는데 다행히 잘 맞았어요. 처음엔 좀 무거운 느낌이었는데 밤 전용으로 쓸 생각하니 오히려 만족스러웠어요. 오일리하다기보다 진한 느낌! 밤엔 이거 낮엔 그린티 사용해요.,5,2021-03-01,나이아신아마이드
62,샘플주문하면서 같이 주문했어요. 잘 안맞으면 어쩌나 걱정했는데 쓰다보니 잘 맞아서 만족했어요. 제형도 흡수도 마음에 들어요. 확실히 진한 느낌이라 낮보다 밤에 맞을 것 같아서 밤전용으로 쓰고있어요. 만족스러워요!!,5,2021-03-01,나이아신아마이드
63,사용 설명이 좋았네요.. 근데..약간의 끈적거림이 있어 크게 만족 스럽지는 않네요..,4,2021-03-01,나이아신아마이드
64,블랙티유스 인핸싱 앰플 엄지척입니다. 한개 쓰고 있는데 너무 좋아서 하나 더 착한 가격에 하나 더 구매 했어요.ㅎ 써보고 너무 좋아서 세일을 안해도 사고 싶다는요 ㅎ 그래도 세일 자주 하면 좋겠네요 . 앞으로도 쭈욱 쓰고 싶어요 .이거 쓰고 탄력이랑 톤 개선 되길 희망해봐요 ㅎ,5,2021-03-01,나이아신아마이드
65,수분감과 유분감을 동시에 잡아주는 점이 너무 좋아요,5,2021-03-01,나이아신아마이드
66,촉촉!! 꾸준히 사용해서 탄력피부로 거듭나고 싶어요^^,5,2021-03-01,나이아신아마이드
67,체험분 써보고 본품 구매했어요. 밤이 바르고 자면 아침에 푹 잔 피부를 만날 수 있음. 진짜 신기해요.,5,2021-03-01,나이아신아마이드
68,블랙티 유스 인핸싱 앰플 맘에 들어요 ㅎㅎ제형도 맘에 들고 피부가 쫀득쫀득 해지고 화장도 잘먹네요~~엄마도 항산화효과있어서 좋아하시네요 수분이랑 영양 동시에 잘채워주고 너무 무겁지도않고 괜찮네요ㅎㅎ 재구매 할께요 ㅎㅎ,5,2021-03-01,나이아신아마이드
69,피부에 금방흡수되고 저녁에바르고 나면 아침에 보들보들 해져서 메이크업이 잘먹어요,5,2021-03-01,나이아신아마이드
70,한편으로 걱정되는 마음이 컸는데 실제로 사용해보니 피부에 딱 맞네요. ^^. 그것보다 지금 세트로 구매한 제품인데 이거는 언제 다 써야하나 모르겠어요~ ㅎㅎㅎ 사은품은 항상 넉넉하게 채워주는 이니스프리!! 항상 고마워요~~,4,2021-03-01,나이아신아마이드
71,샘플 받아서 써보고 괜찮은거 같아서 구매했어요~~~ 그린티세럼만 계속 써왔는데 같이 쓰면 더 효과가 좋다길래 믿고 사용하고 있습니다~~ 스포이드 패키지라 편리하고 패기지도 고급져요 악건성인데 속당김없이 잘 사용중입니다~,5,2021-03-01,나이아신아마이드
72,정품 써보기전에 체험해볼수 있어 좋았어요. 바로 흡수되고 다음날까지 좋아서 정품구입했습니다.,5,2021-03-01,나이아신아마이드
73,바르자마자 흡수되고 피부가 편안해져요.,5,2021-03-01,나이아신아마이드
74,피부가 점점 좋아지는게 느껴졌어요 아침 저녁으로 바르긴 했지만 특히나 저녁에 바르고 자고 일어나서 아침에 세안할 때 느껴지는 피부의 감촉이 다르더라구요,5,2021-03-01,나이아신아마이드
75,저는 지성피부라 크림느낌나는 화장품은 오래 못쓰겠더라구요 그래서 밤에 잘 바를게 없었는데 블랙티 유스 인헨싱 앰플은 적당히 촉촉하고 찐득해서 잘 바르고 있어요 스포이드라 쓰기도 깔끔하고 대용량 나올때 사면 더 경제적이에요 좋은 제품입니다,5,2021-03-01,나이아신아마이드
76,요즘 환절기라 피부가 많이 뒤집어지고 푸석푸석해서 앰플을 구매해서 써볼까 하고 마침 체험 이벤트를 하길래 사용해보았는데 블랙티 앰플 사용하고 나서 부터 파운데이션 바르면 뜨는것도 사라지고 시간이 지나면 피부가 건조해서 당기는 현상도 없어졌어요!,5,2021-03-01,나이아신아마이드
77,"대박 이제껏 이런 앰플은 없었습니다.촉촉하니 싹 스며들며 파부결, 건조함까지 너무 맘에들어 선물 할려고 재구매 했습니다.",5,2021-03-01,나이아신아마이드
78,구성이 정말 좋네요. 몇 개 더 사고싶었지만 사용해보고 구매하려고 한 개만 구매했어요. 여행갈 때 챙겨갈 수 있는 크기라서 좋네요. 이런 구성이 자주자주 나왔으면 좋겠어요. 촉촉하고 팽팽하게 당겨주는 기분탓?느낌이 들어서 꾸준히 사용해보고 싶네요.,5,2021-03-01,나이아신아마이드
79,끈적이지 않고 촉촉하고 수분이 잘 유지되어 좋았습니다.,5,2021-03-01,나이아신아마이드
80,제형이 다 쫀쫀한 느낌이어서 피부에 발랐을때도 느낌 좋네요 지친 피부의 컨디션을 빠르게 회복시켜 주어 숙면한 듯 건강한 피부로 만들어주는 나이트 집중케어 래요! 브라이트닝 탄력 진정 건조 윤기 활력을 빠르게 해결! 좋은피부로 만들어준다는 얘기 뿐이긴 하네요 사용한지 얼마 안되서 브라이트닝까지는 잘 모르겠고 탄력하고 건조한 피부는 잘 잡아주는것 같아요 요새 정말 피곤해서 다크서클이랑 장난 아닌데 이걸로 계속 관리 해 봐야 겠어요,5,2021-03-01,나이아신아마이드
81,이니스프리 블랙티 인핸싱 앰플 받았어요 갈색병이 고급스럽구요 지친 피부의 컨디션을 빠르게 회복시켜 주어 숙면한듯 건강한 피부로 만들어 주는 나이트 집중 케어 앰플입니다 워낙 건조하고 예민한 피부라 앰플은 여러가지 사용해봤는데 가격만 비싸고 그다지 별로였는데 이제품은 마음에 듭니다,5,2021-03-01,나이아신아마이드
82,이니스프리 블랙티 인핸싱 앰플 받았어요 갈색병이 고급스럽구요 지친 피부의 컨디션을 빠르게 회복시켜 주어 숙면한듯 건강한 피부로 만들어 주는 나이트 집중 케어 앰플입니다 워낙 건조하고 예민한 피부라 앰플은 여러가지 사용해봤는데 가격만 비싸고 그다지 별로였는데 이제품은 마음에 듭니다,5,2021-03-01,나이아신아마이드
83,신제품이라 구매핫는데 스포이드 끝까지 안되네요,3,2021-03-01,나이아신아마이드
84,사용하기도 편하고 얼굴이 반짝반짝 해집니다. ㅎㅎ 완전 반햇습니다.,5,2021-03-01,나이아신아마이드
85,원래 앰플 안썼는데 요즘 모공도 많이 늘어나고 탄력도 없어서 사봤어요 눈에 띄는 효과는 잘 모르겠지만 그래도 쫀쫀함ㅇㅣ 느껴지는 기분이랄까.. 피부 속에서는 효과가 일어나고 있겠죠?.. 가을겨울 앰플류 좋아요 투천합니다,5,2021-03-01,나이아신아마이드
86,앰플이 떨어져서 구매했어요~~ 새로나온 것 사용해보고싶어서 구매했는데 쫀쫀하게 흡수되면서 피부를 싸아악 감싸주는 느낌이 너무 좋더라구요 건성에민감성피부인데 저녁에 발라주기 너무 좋았답니다~~,5,2021-03-01,나이아신아마이드
87,이 제품 처음에 샀을때 엄마한테 뺏겼는데 그 만큼 좋다고 느끼는것 같아서 이왕 좋은거 큰거 사서 듬뿍듬뿍 바르시라구 주문했어용! 20대 50대 불문하고 최고에용:) P.s. 다음날 애기 피부 같다는 엄마의 말씀 인용하면 인정 해주실까용~!?,5,2021-03-01,나이아신아마이드
88,앰플은 유분기가 약간 있고 피부타입이 지성이라 밤에 두방울 정도만 바르는데 다음 날 아침 피부결이 너무 좋아져요 이니스프리 기초제품은 그린티 세럼이랑 한란 인리치드 크림만 사용하고 있는데 이번 체험 이벤트 덕에 꾸준히 사용할 수 있는 좋은 기초템을 찾은 거 같아 너무 좋습니당,5,2021-03-01,나이아신아마이드
89,0원 체험때 써보고 좋아서 계속 쓰고 있어요 겨울이라 건조해서 힘들었는데 촉촉함이 오래가서 좋아요,5,2021-03-01,나이아신아마이드
90,블랙티 유스 인핸싱 앰플 10ml 체험용으로 써보고 좋아서 본품 구매합니다 잠자기 전 세안 후 바르고 자면 아침에 피부결이 너무 좋아져서 만족해요 피부타입은 지성이고 이 앰플의 유분기는 적당한 편이라 밤에는 얼굴전체 아침에는 티존 제외한 부분에 바르면 좋을 거 같아요,5,2021-03-01,나이아신아마이드
91,단골매장앞이 버스 정류장인데 아주큰 모니터 화면에 광고가 항상켜져있었어요. 상품평이 너무 좋고 후기도 너무좋고해서 구성품 또한 너무좋고요....... 나이트 전용이라고 되어있는데 아침 기초에 소량 써도 좋응거 같아요....,5,2021-03-01,나이아신아마이드
92,재구매 입니다 꾸준히 사용해볼께요^^,5,2021-03-01,나이아신아마이드
93,대량 사이즈가 나와서 사봤네요 가격대비 넘 좋아요,4,2021-03-01,나이아신아마이드
94,쫀쫀함과 밀착감 zzang!!!! 미백은 서서히 느끼고있어요~~~^^;;;,5,2021-03-01,나이아신아마이드
95,가을/겨울에 사용하기 좋은 제품이에요!,5,2021-03-01,나이아신아마이드
96,바로 피부에 흡수되는 느낌이며 일반적인 물같은 느낌이 아니고 약간 쫀쫀한 제형이며~ 제피부타입은 민감성+트러블성인데 앰플을 사용하면 피부가 다시 건강해지는 느낌이에요~ 아침에는 그린띠 씨드세럼을 사용하고 저녁에 블랙티 인핸싱 앰플을 사용해요~ 저녁에 사용하고 아침에 일어나면 피부가 많이 회복된 느낌이에요~,5,2021-03-01,나이아신아마이드
97,"블랙티 라인, 좋다는 말은 들었지만 이렇게 좋을 줄을...!! 나이도 들고, 뭘 써도 탱탱함이 느껴지진 않고... 그렇다고 솔직히 마구비싼 화장품 쓰긴 싫고... (굳이...? 라는 느낌입니다 저는..;;; 그렇다고 없는건 아니고 뭐.. 안써본 것도 아니지만... ㅎㅎ) 여튼, 다른거 사면서 신청해서 받고 써 봤는데.. 우헝~ 아주 촉촉하고 속땡김도 없애주고... 막 땡글하다는 아니지만 탱글함도 있고~ 좋았습니다~ 그래서 큰 통도 구입했습니다~^^",5,2021-03-01,나이아신아마이드
98,완전 극건성인 저에게 정말 한번 사용으로 수분 쫙~ 광채 쫙~ 보들보들한 피부에 깜짝 놀랬어요~ 넘넘 좋아요^^,5,2021-03-01,나이아신아마이드
99,앰플써보고 너무 맘에들어서 산거에요! 남편도 따라샀어요ㅎㅎ,5,2021-03-01,나이아신아마이드
100,후기도 많고 체험할 수 있어서 좋았어요~ 잘 사용했습니다.,5,2021-03-01,나이아신아마이드
101,스포이드가 내용물을 잘 못빨아들여 불편함이 있네요 하지만 사용감은 부들부들하니 좋습니다,5,2021-03-01,나이아신아마이드
102,너무좋다고하니 할인할때 한번사봐야지하고 그냥 사봣는데 진짜 너무 좋아요~ 세수할때마다 피부가 부들부들 마치 무슨관리받은거마냥 도자기피부가되어가는거같더라구요ㅋㅋㅋ영양감도느껴져서 꾸준히써서 어린피부로 돌아가고싶어요,5,2021-03-01,나이아신아마이드
103,좋아요 아주 만족합니다 세트라서 다른 샘플도 써보러구요,5,2021-03-01,나이아신아마이드
104,평이 좋아서 구매했어요.할인해서 저렴하게 구입했어요.,5,2021-03-01,나이아신아마이드
105,속건조가 너무 심해서 피부가 너무 간지러워 자주 긁곤 했는데 이거 세트로 발라주고 많이 좋아졌어요!!,5,2021-03-01,나이아신아마이드
106,항산화 성분이 좋다고 하는데 세트로 체험해 볼 수 있어서 좋네요,5,2021-03-01,나이아신아마이드
107,리뷰만 보다가 반신반의로 썻은데 확실히 써보면 얼굴이 부드럽고 화장도 잘 스며드네요! 지속적으로 쓸 예정입니다^^,5,2021-03-01,나이아신아마이드
108,첨써보고 넘 맘에들어서 선물세트도 사서 선물하고 대용량듀 사고 완전 대만족요,5,2021-03-01,나이아신아마이드
109,항산화 앰플로 유명해서 구매했는데 제형이 엄청 가볍지않아서 밤에 바르기 좋고 탄력이 생기는 느낌이고 사용후에는 촉촉하고 쫀쫀해요!,5,2021-03-01,나이아신아마이드
110,리뷰 중복 아닙니다 엄마와 제가 쓰는 제품들 여러개 재주문하면서 리뷰를 몰아서 쓰다 보니 이런 상황이 되네요ㅎㅎ이 제품과 더마크림 링클스팟에센스만 꾸준히 구매 했는데 그린티등급이예요,5,2021-03-01,나이아신아마이드
111,블랙티 라인 전부 궁금해집니다. 써보니 역시 가격도 합리적이고 좋아요. 사용감 우수하고 성분이 착합니다. 앞으로도 향료 방부제 등 최소화해주시고 최신 제조날짜를 알 수 있도록 상세페이지에 업뎃 부탁드립니다ㅋ,5,2021-03-01,나이아신아마이드
112,블랙티앰플 이벤트로 받아 잘 사용했습니다,4,2021-03-01,나이아신아마이드
113,"이보다 더 좋을 수 없는 최고의 구성으로 나온 제품! 추가 앰플에 크림, 아이세럼 까지 제품도 엄청 좋아서 보습, 트러블 완화도 되는데 구성까지도 말도 안되게 좋아서 계속 더 안쓸수가 없는 것 같아요. 확실히 리뉴얼 되니 진짜 최고가 된 제품.",5,2021-03-01,나이아신아마이드
114,향도 좋고 제품력이 특히나 좋아요. 한창 지금처럼 건조한 시기에 너무 촉촉해서 진짜 만족합니다. 블랙티 특유의 향도 진짜 좋고 트러블 완화에도 좋고 요즘같이 마스크 써서 피부가 지치는데 블랙티 앰플 덕분에 효과직방인 것 같아요.,5,2021-03-01,나이아신아마이드
