,reviews,starpoint,date
22,엄마가 항상써서 떨어지면 사고 떨어지면 사고 하는 제품이에요 끈적이지않고 촉촉하게 잘 흡수된다고 좋아하시더라구요,100점,2019.10.14
23,지난 십일절에 한번 써봤는데 피부 너무 촉촉해지고 마음에 들어서 이번에 1+1로 재구매했어요 추천합니다,100점,2019.12.14
24,주문을 잘못해서 앰플이 왔네요ㅠ전에 앰플쓰고 트러블이 심하게 생겨 쓰지도 못하는데 반품하기도 번거롭고. 미스트를 주문한다는게.,60점,2019.03.10
25,에센스랑 앰플써보고 만족해서 구매했어요효모90%라 확실히 좋습니다저렴하니 팍팍 사용해서 더 좋구요,100점,2020.01.15
26,재구매 100%아토피에 워낙 속건조라 뭘 발라도 땡기는데요건 수분 팡팡 채워지는 느낌! ？？？,100점,2019.07.11
27,ㄱㅕ울에 써보고 너무 좋아서 재구매합니다여름에도 쓰면 더위에 지친 피부 진정효과 있을 것 같아여,100점,2019.05.30
28,소량 분할 포장 돼있어 쓰기에 편합니다지성 피부인데도 흡수 잘되고 번들거리지 않아 좋아요,100점,2019.10.03
29,퍼스트에센스보다 효모가 8배라고 해서 열심이 사용중입니다. 파우치 한개당 양이 살짝 부족한거 같기는 해요.,100점,2019.07.26
30,늘 사용하고있구 안쓰면 티나는 그런 제품이에요 3월 제조일자로 된 상품이 왔고 샘플은 안왔어요 배송은 빠릅니다,100점,2019.05.15
31,항상 믿고쓰는 싸이닉..이거 없으면 이제 못살아요ㅋㅋㅋㅋ매번 서비스도 챙겨주셔서 고맙습니다.번창하세요~,100점,2019.05.16
32,몇년째 쓰고있어요.큰 효과는 모르겠지만 안쓰면 뭔가 허전한ㅋ세안 직후나 메이크업 후에 뿌리기 좋아요,100점,2019.03.14
33,앰플 꾸준히 쓰는데 속건조가 많이 좋아졌어요그런데 예전만큼 자주 행사를 안하시는것 같네요,100점,2020.01.23
34,"늘 에센스대용으로써요성분좋구 발림성좋구,여행용으로 가지고다니기 좋아요",100점,2019.09.12
35,가지고 다니기 좋아서 종종 구매합니다.촉촉하고 발힘성도 좋고 잘 쓰고 있습니다~,80점,2020.03.11
36,인기있다고?연예인광고 했다고?잘팔린다고?그런이유로 가격 안올렸셨으면 바람입니다제발요.,60점,2020.03.06
37,사용하기편해여.. 향강하지안아여.. 마니 자극적이지안아여... 28일꾸준히 사용해바야게써여..,60점,2020.05.07
38,미스트는 역시 싸이닉ㅋㅋ 신랑도 저도 수시로 칙칙~ 항상 쟁여두고 쓰고 있어요ㅎㅎ,100점,2019.05.17
39,앰플만 꾸준히 일주일정도 써봤는데 눈가 색소침착 이 연해지는거 같아요 강추,100점,2019.04.06
40,에센스라 해서 점성있는 제형인줄 알았는데 아니네요그래도 써보려해요~,80점,2019.04.16
41,배송이야 요즘 다들 빠르니 넘어가고 좋은제품 저렴하게 잘 샀습니다.,100점,2019.04.12
42,계속 쓰고 있어요. 바르고 다음날 얼굴 빛이 환해집니다. 좋아요.,100점,2019.12.07
43,가격대비 괜찮아 재 구매 했네요.. 잘 사용해야죠.. ㅎㅎ,80점,2019.04.23
44,퍼스트앰플 꾸준이 계속 사용중인 제품이에요. 쿠폰써서 잘샀어요.,100점,2019.12.04
45,저녁때 늘 사용합니다저렴하게 사서 좋구요배송도 빠릅니다,100점,2019.05.13
46,사용해보고 좋아서 재구매했네요. 뒷날 얼굴 환해지는 느낌있어요,100점,2019.09.27
47,예전에 한달 썼는데 얼굴톤이 밝아져서 이번에 다시 구매합니다~,80점,2020.02.02
48,끈적임 없이 쏙 스며들어요. 오랜만에 만족스런 제품 만났어요.,100점,2019.08.21
49,써보고 너무 좋아 필수템이 되어서... 두박스 쟁이려고 샀습니다,100점,2019.09.23
50,가성비 최고에요 배송빠르고 좋아쇼,100점,2019.04.20
51,향이 없어서 좋은데 개인적으로 건조한 느낌,80점,2019.05.14
52,바르고 일주일얼굴이 좀 환해지는 느낌 있어요,80점,2019.06.12
53,배송도 빠르고 저렴하지만 좋아요.. ㅎㅎ,80점,2019.08.08
54,할인해서싸게구매했어요.스킨로션도같이구매했는데아직미도착,80점,2019.04.15
55,정말좋아요 가격대비 최고입니다,100점,2019.04.17
56,항상 저녁에 사용하고 있어요~,100점,2020.02.22
57,효과는 질 모르겠어요.,60점,2019.04.09
58,왜 미스트 없어요?,40점,2019.03.06
59,향도 좋고팍팍 뿌리기 좋습니다!,100점,2019.03.14
60,앰플 써보니 너무 좋아서 이번엔 앰플 1+1으로 구매했어요!,100점,2019.05.01
61,good,100점,2019.05.03
62,좋아요.,80점,2019.05.14
63,매번 구매하는 겁니다 싸게 앰플 사용해서 좋아요 ㅎㅎ 굳,100점,2019.07.23
64,항상구매하는 겁니다 너무 좋아용~,100점,2019.11.06
65,한동안 1+1없어서 기다리다생겨서 결제하니 다음날 특가로 7000원 싸게파는 상황 뭐죠 그래도 바르면 피부결이 에센스만 쓸때보다 더 정리되고 촉촉해서 꾸준히 씁니다 아니 행사하실거면 주기적으로 날을 정해서 하세요 그래야 기존 고객들이 그날 맞춰서 사죠!!!!!!!!,100점,2019.12.19
66,항상믿고씁니다감사해요,80점,2020.02.01
67,"요거 쓰고나서는 잡다하게 화장품 많이 바르지않아요.퍼스트 에센스로 토너처럼 닦아주고,앰플 하나 쭉 짜서 발라주면 기초 끝ㅋㅋㅋ저녁에 하나씩 발랐는데 요즘은 날씨가 너무 건조한거같아 아침 저녁으로 하나씩 발라줘요.확실히 피부가 촉촉하네요ㅋㅋ그리고 무엇보다 앰플을 이렇게 막 쓸수있다는건 그만큼 가격이 저렴해서 좋다는것도 ㅋㅋㅋ꾸준히 바르니 피부결 좋아진거랑 밝아진거는 당연 나도 느끼고, 이런거 완전 모르는 둔탱이 신랑이 요즘 피부좋아졌다며 밝아졌다고 하네요~퍼스트 에센스랑 앰플이랑 사니 그린티 크림도 하나 사은품 따라오네요ㅋ",100점,2018.11.12
68,"저는 여름에 손으로 바르는 스킨을 안좋아해서스프레이타입을 주로 쓰는편이라스킨대용으로 쓰려고 구매했습니다.(배송 진짜 빨라요. 결제하자마자 바로 배송 준비중 뜨고 어제 시켰는데 오늘 왔어요ㅋ 성실하신 판매자님)이름이 트리트먼트에센스 미스트라고 써있으니까뭔가 겨울에 쓰는 오일들어간 미스트인가 해서 써보고 리뷰 쓰기로 하고써봤는데, 전혀 오일리한 느낌 없고 냄새없고 세수하고나자마자안개분사는 아니지만 풍성한 고운입자로 잘 나오고뿌리는 순간 너무 시원함요.산뜻하고 순한 느낌.쿠폰있어서 더 저렴한 가격까지.올여름엔 바로 너.",100점,2018.07.11
69,"늘 쓰고 있는 상품입니다. 눈에 띄는 효과는 잘 모르겠지만 좋을거라 생각하고 쓰고 있어요. 이거 쓰면서 안 좋다는 느낌은 없었으니 좋다고 생각합니다. 7월 9일 새벽에 주문했고 당일 발송되어 다음날인 7월 10일에 도착했어요. 발송과 배송이 빠릅니다. CJ대한통운 택배입니다. 저희동네 CJ대한통운택배기사님은 정말 좋으셔서 항상 감사하고 있어요. 상품제조일은 2018 05 28이에요. 제조일 좋습니다. 이건 닦아내거나 스킨처럼 바르는거라 보습력 같은건 별로 없습니다. 속당김을 완화시켜주는거 같긴 해요. 에어캡을 한 번 둘러서 상품의 훼손이 전혀 없이 안전하게 왔습니다. 상품평이 늦어서 죄송하고요, 앞으로도 계속 사용할겁니다.",100점,2018.07.12
70,이 제품 초창기때부터 꾸준히 사용중이에요 sk2피테라 ？㎱뻑㎢？ 안맞아서 몇번쓰고 줘버렸는데퍼스트에센스는 주위에 강추할정도로 넘넘 좋아요 전 30대 후반 민감성피부인데 퍼스트에센스 쓴 후로 매끈 촉촉한 피부를유지하고 있구요 40대 언니에게 선물했는데 언니는 피부가 맑아진다며 언니도 퍼스트에센스 덕후 됐어요 퍼스트에센스 맞는 분이면 완전 강추! 전 닥토/2스킨/팩 두루두루 사용중이구요 헤프게 써도 아깝지 않는 착한 가격이라서더 좋아요~ 특히 퍼스트에센스 쓸때는 우루우루 화장솜으로사용하심 효과가 배가 되는듯!,100점,2018.06.19
71,"저번에 구입해서 쓰고 두번째 구매에여~공병이랑 같이 찍었어여~ 열심히 쓴 흔적!!디렉터파이님이 한달안으로 쓰는게 좋다그래서ㅋ완전 물이라 닦토로 팩으로 썼어여^^효과있나?했는데 결이 좋아졌어여~이마랑 볼에 광이나여~ 신기하네여ㅋ한달써서 갑자기 하애지거나 그런건 아니에여!트러블없이 순하게 결이 좋아지는 효과!미스트도 다 써서 구매해야하구~ 세트로 같이쓰면 더 효과 좋아질까해서 퍼스트3종세트 구매했네여.역한 냄새없이 미끌거리지 않아 좋습니다.제조일자 18년도 1월,2월이네여^^ 굿이에여!같이 온 프리랩은 제조일이 16년도 6월 3일이네여^^;;공짜이긴하지만ㅋㅋ기한이! 암튼 잘 쓸께여~",80점,2018.03.07
72,처음 구입 사용했습니다. 저녁에 세안하고 바르는데요.. 퍼스트트리트먼트에센스 - 스킨 - 아이크림 - 에멀전 - 앰플 - 크림 이순으로 바르고 있어요.. 워낙에 퍼스트트리트먼트에센스가 성분이 좋다고 알려져있기도 하고 제경우에는 바를때랑 바르지 않을때랑 얼굴피부의 환함정도가 달라서 꼭 발라주고 있는데요. 8배로 농축했다고 해서 더욱더 기대하고 있어요. 1주일째 매일 밤마다 발라주는데 뭔가 피부가 탱탱해진(??)느낌이 들기도 하구요. 확실히 조금씩 건강해지고 있는것 같긴해요.. 속당김도 덜하구요. 재구매 의사 있습니다.,100점,2017.12.10
73,처음 구입 사용했습니다. 아침저녁으로 세안후에 퍼스트에센스를 솜에 적혀서 먼저 닦아준후에 얼굴에 마구 뿌려 흡수시켜주고 있어요. 퍼스트트리트먼트에센스-미스트 - 스킨 - 아이크림 - 에멀전 - 크림 이순으로 바르고 있어요.. 워낙에 퍼스트트리트먼트에센스가 성분이 좋다고 알려져있기도 하고 개인적으로도 효과를 보는 제품이라 미스트도 의심없이 바로 구입했습니다. 건성에 피부에 힘이 없는편인데요. 확실히 조금씩 건강해지고 있는것 같긴해요.. 속당김도 덜하구요. 재구매 의사 있습니다.,100점,2017.12.10
74,여태껏 써본 화장품 중 가성비 최고입니다!싸이닉 자체가 저렴하고 기능좋은 화장품이 참 많은데그 중 최고는 이거 퍼스트 에센스 이 계열인거같아요!백화점에 비싼 그 아이랑ㅋㅋ 기능은 같고 가격은 엄청싸고정말 최고의 화장품이네요.토너처럼 쓰는데 가격이 저렴하다보니 아껴서 바를필요도 없고 화장솜에 넉넉히 적셨다싶음 잠깐 얼굴에 올려놓고 그래있어요ㅋ확실히 피부톤이 밝아지고 결이 정리되는 느낌이에요.세일할때 마다 쟁여 놓고 꾸준히 계속 발라줘야겠어요ㅎㅅㅎ,100점,2018.11.12
75,퍼스트에센스랑 앰플만 이번에 몇통짼지 헷갈립니다좋다는 명품화장품부터 고가화장품 달팡 꼴랑 까지 다 써봤지만본인한테 맞는게 가장 중요하고 눈에 띄게 효과가 있는게 너무 좋아요피부톤 맑아지구요 퍼스트에센스 쓰고 깜짝놀랐는데사실은 앰플이 물건이네요!!앰플바른거랑 안바른거랑 자고일어나면 피부톤이 눈에띄게 달라요잡티도 많이 들어가네요 붉은홍조가 있어서 몇일만 안써도 확 다릅니다화장품 가격 거품알고난 다음 성분 순하고 효과좋은제품으로 쓰는편인데 평생 애장템입니다,100점,2018.06.30
76,앰플 1개 뜯으니 한번에 쓸 양 정도예요~따라서 홍보멘트대로 28일간 쓰려면 1일 1앰플인데 아침저녁으로 쓰는 건 아닌가봐요 ㅎ제품설명에도 읽어보니 하루에 한번사용이라고 써있어요~에센스 2~3겹바르고 앰플발랐어요~지성피부는 한여름에 요거 쓰고 크림 안써도 될 거 같고요~사용감은 제가 좋아하는타입이라 다쓰도록 트러블만 없다면 재구매 할 예정입니다~역시 싸이닉 발효라인 순하고 촉촉하고 가격저렴해 맘편히 넉넉히 바를 수 있어 굿입니다,100점,2018.04.25
77,싸이닉은~~정말 좋은거같아요 ㅋㅋ비싼 sk2사용자에서 싸이닉으로 완전 갈아탔어요디렉터파이님이 성분비교를 안해줬다면 모르고 넘어갔겠죠그동안 싸이닉 탄산폼을 좋아해서 그것만 ？㎢쨉？ 싸이닉의 베스트가 여기있었네요 ㅋ옆집언니까지 꼬셔서퍼스트에센스2세트 미스트 1세트 카밍크림까지줄줄이 구매했어요크림은 한개씩 미스트1+1이라서 나눠쓰고 퍼스트에센스는 물토로 쓰려고 1+1하는 2개를 다챙겼네요이젠 비싼고 성분 별로인 sk2에서 싸고 가성비갑 싸이닉으로 갈아탑니다,100점,2018.08.02
78,"행사 많이 할 때 단골 쿠폰과 함께 저렴하게 구입했습니다. 앰플 하나 분량이 꽤 많아서 목까지 충분히 바를 수 있는 양인데 잔뜩 올리고 손으로 톡톡 흡수시키고나면 살짝 광이 돌면서 피부가 쫀득해져요. 진득거리지도 않고 속당김도 없고요. 지성피부라서 제 피부와 유수분 밸런스 어느 정도 맞는 토너 하나, 수분크림 하나 정도만 바르는 편인데 수분크림 대신 사용해도 될 것 같아요. 사용하고 하루만에 인생템되었습니다.",100점,2018.04.08
79,몇번째 재구매 인지 모르겟어여 ㅎㅎㅎㅎ한번 쓰고나서뷰터 지금까지 몇년째 사용 중입니당 ㅎㅎ바르고나면 촉촉해지면서 사라락 흡수되는 느낌이 너무조아여 ㅎㅎ자극적이지 않고 향도 순~ 하고 ㅎㅎㅎ끈적이지 않고 그렇다고 넘 물도 아닌 느낌 ?!써봐야 알아여~ 피부가 보습도 되면서 기분나쁘게 끈적이는 느낌이 아니니까 촉촉해져여~트러블 잘생기는 타입인데 그런거 없고 진정되는 거 같아 만족 스럽게 사용중입니당 ㅎㅎ,100점,2018.07.01
80,"싸이닉 퍼스트 에센스 쓰다가 너무 물 같은 제형이라서 함께 써보려고 구입했어요. 가격 저렴하고, 같이 온 미스트가 정말 마음에 듭니다. 건조해서 볼에 각질이랑 화장이 떴는데 뿌리고 나중에 봤더니 많이 진정되었어요. 근데 앰플은 아직 잘 모르겠네요... 평소 바르던 거+앰플인데 바른 순간만 촉촉하고 지나면 더 건조한 느낌을 받고 있어요. 좀 더 써보고 다시 상품평 남기는 걸로...",80점,2018.03.10
81,앰플궁금해서 구매했어요. 색도 연한베이지색류 흡수도 잘되고 촉촉함이 느껴지긴 하지만 크림류하나는 가볍게 발라야 할 것 같은 느낌은 들어요 건성은 아니지만..용기는 여행용으로 좋겠다는분도 계시던데 전 개인적으로 유리용기류로 바꿨으면 좋겠어요. 일반 필름지나 리리** 수분앰플(일명 똑딱이 앰플)보다 짜기가 불편합니다. 은근 못짜고 버리는게 좀 될 것 같아요. 펌핑되면 쓰기좋고 양조절되고 더 좋을것 같은데요.,100점,2017.12.07
82,에센스는 아직 못써보고 엠플부터 먼저 개봉해서 써요 리뷰중에 양이 많다고 하시는 분들고 계시던데 저는 흡수가 좋아서 많다고는 못느꼈어요 아끼지 않고 뜸북 발라서 써요 3일정도 저녁에만 발랐는데 트러블없네요 제가 피부가 얇은 편이라 홍조도 있고 잘못하면 여드름도 올라오거든요 드라마틱한 효과는 못봤지만 에센스로 착한가격에 무난한거같아요 비싼거 써봐도 거기서 거기더라구요~ 재구매 의사 있어요.,100점,2017.12.06
83,두번째 구매입니다. 싸이닉 우선 배송은 짱 빠르구요~ 저번엔 퍼스트앰플이랑 퍼스트에센스랑 40%쿠폰+단골쿠폰+OK캐쉬백해서 만원에 구매했거든요.. 에센스의 사은품격으로 생각했는데 몇일 써보니 피부결이 좋아지더라구요~ 그래서 이번엔 쫌 비싸도 단품으로 구매하게 되었습니다. 한개 짜면 쪼금 많은 듯하지만 목에 같이 바르면 딱 맞아요. 한번에 한개씩 쓰니 왠지 신선한 느낌도 들고 만족해요~ 잘 사용하겠습니다.,100점,2018.01.02
84,배송빠르게잘왔습니다 쿠폰받아서 좋은 가격에 구매한 것도 좋았고요 메인이앰플이다보니 앰플은 최신제조가 맞는데 딸려온 크림이 2016년제조네요 개봉안되서 상관은 없지만 여름에 쓰려고 생각해서 문의해봐야겟어요 개봉안하고 얼마나 괜찮은지도 세라크림 후기들을 찾아？f는데 다 너무 건조하다고해서요 여튼 피부턴오버주기에 맞춰서 피부가 개선되길 기대합니다 감사합니당,80점,2017.11.30
85,"정말 수분감과 윤기가 좋네요. 사용 후 피부에서 광채가 납니다. 얼굴에 보호막이 생긴 듯 쫀쫀한 느낌이예요. 건조한 피부인데 앰플 바르고 크림 바르니 딱 좋네요. 파우치 하나 뜯어서 쓰니 얼굴에 바르고 남을 정도고, 아침 저녁 나눠서 써도 될 것 같아요. 벌써 피부가 건강해진거 같은 느낌 ㅋ 한달 뒤 좋으면 재구매할께요",100점,2017.12.01
86,피부가촉촉해지고 좋아요저는퍼스트에센스를 기존에 스킨대용으로 쓰다가 겨울되니 넘건조하여 고농축에센스를 추가로구입하여바르고있어요거기다가 수분크림(고보습용)바르는데 화장도잘먹고 사용하자마자 사람들이 피부가좋아진것같다고해서 좋으네요ㅋ이제껏 싸이닉제품중 젤만족해요,100점,2018.01.03
87,"사용감이 부담스럽지 않아요. 전 트러블성, 복합성 피부인데.촉촉하면서. 흡수가 잘되네요. 수분감도 있구요. 순해요. 피부가 민감성이라서.. 기능성이나, 앰플, 에센스는. 신중하게 구매하는데,, 사용해보니 민감성 피부도 안심하고 사용할수 있을것 같습니다. 사은품으로 시트팩 3개도 왔어요 ㅎ 배송은 초고속.. 빨라요.",100점,2018.04.25
88,원래도 발효에센스에 민감하게 반응하진 않지만고농축이라 초큼 걱정햇는데 괜찮은듯해요아직 한번만 써봐서 그른가ㅋㅋ효과는 28개 다 써야 알 수 있을 듯ㅋㅋ발림성은 퍼스트에센스로 3~4스킨법 할때의 그 느낌바르면 피부에 쫙 흡수되긴 하는데약간 오일감이라고 해야할까...암튼 마무리감이 그런느낌이 잇음 그치만 크림 발랏을때처럼 머리카락이 막 붙고 그러진 않음,100점,2017.12.05
89,"발효 에센스를 계속 썼는데 눈에 띄게 좋아진다기 보단 에센스를 바르고 자면 다음날 좀 부드러운 것 같다 정도인데 화해 어플을 통해서보니 나쁜 성분이 들어있지 않고, 평상시에 바르기 무난한 가격과 텍스쳐를 가지고 있어서 빠지지 않고 발랐는데~ 이번에 앰플이 새로 나왔길래 같이 주문해봤네요 전성분도 괜찮고 에센스보다는 좀더 효과가 있었으면 좋겠네요",80점,2017.11.30
90,싸이닉의 빠른배송에는 항상 놀라고 있습니다. 신상나왔다길래 얼렁 구매해봤는데. 퍼스트에센스의 농축? 콧물 에센스 같은 제형이 만족 대만족입니다. 적정량이 각각 포장되어있어 사용하기도 편하고 이거하나만으로도 촉촉하지만 저는 필링하고 이거 하나 바르고 흡수후에 마스크 팩하나 얹어주니까 초크초크 투명 피부로 변하는 게 보이네요..,100점,2017.12.18
91,"할인쿠폰이 있어서 저렴하다고 구매한건데 25천원 하던게 198백원이 되었네요. 이거 뭔가 싶어요.ㅋㅋ배송은 빠르구요, 1회용으로 포장되어서 사용하기에 편할 것 같습니다. 대신 사용감은 아직 잘모르겠어요.피부가 예민할 때 사용해서 그런지 다음날 물집이 생겼더라구요. 처음 있는 일이라 너무 놀랐네요ㅠㅠ다시 한번 사용해볼까 싶은데 손이 잘안가네요.잘맞는 분들은 좋다고 하니 저랑 안맞는거겠죠ㅠㅠ",60점,2018.07.24
92,생각지도 못한 사은품이 같이왔네요미스트제품은 다쓰면 에센스 넣어서 써볼까 했는데열리는 구조가 아니네요ㅋ상품평에 8배농축엠플 미스트에 넣어서쓰고있다는 분은 뭐지?허언증이신가ㅎㅎ상품평 도우미이신가?ㅎㅅㄴ8배농축엠플과 에센스는 쭉 쓰던거라 순하고 트러블 없어서 좋고미스트는 처음인데 병이 안 열려서 아쉽네요놀러갈때 에센스 대용으로 들고다니려고 구입한거거든요ㅎㅎ,100점,2018.08.18
93,싸이닉~^_^ 가성비가 정말 좋아서 제가 개인적으로 너무 좋아하고 자주 구매하는 브랜드 입니다~^_^ 이번 퍼스트앰플하고 에센스도 역시 기존에 썼던 화장품들처럼 만족스럽네요~^_^ 배송이야 당연히 정말 빠르구요~ 제 기억으로는 이때까지 했던 모든 주문 후 다음날 받은 것으로 기억하고 있어요~^_^ 이거 다 쓰고 나면 또 구매하려구요~^_^,100점,2018.01.24
94,미스트증정이랬는데 왜 필링세럼 유통기한 지난걸 사은품으로 넣어서 주시나요? 이런 사은품은 고객들 주는게 아니라 업체에서 소각처리하세요!! 저희가 쓰레기통입니까? 얼마나 오래됐으면 스포이드 입구에 들어있는 세럼이 굳어서 젤리처럼 되어 있는데 그건 다른 분들이 찍어서 올려놓은 사진 참고하시면 되겠네요. 거품 1도 없는 사실 그대로 제조기한 2년 넘은 쓰레기를 사은품으로 2개나 보내주시다니.. 참 대단하시네요.,20점,2018.11.30
95,"싸이닉 제품을 평소에 다양하게 사용하고 있습니다.~ 특히 기초제품 위주로요.~ 발효에센스는 4~5병째 사용하고 있고, 마유스킨.로션. 폼클렌징.마스크팩... 등등요... 퍼스트앰플을 언제부터 구매하고 싶었는데 이번에 구입하게 되었어요. 1+1구매하면 미스트도 준다고 해서 구매했는데, 미스트 대신에 화이트닝 제품이 왔네요. 전 이게 더 좋은것 같아요, 잘쓸께요~",80점,2018.03.12
96,에센스는 집에 몇개 쟁겨놓긴했는데 ㅎㅎ새러나온 앰플 궁금해서 샀어요 ㅎ에센스는 너무 잘 사용중이고 ㅎㅎ왠지 28일치인데 ㅋㅋㅋㅋ 하루에 한개 다 쓰려나 ㅋㅋ 아까워서3일씩 쓸것같은 쪼잔한 나...ㅋㅋ요즘 날씨도 싸늘하고 얼굴 갈라지면서도 기름지고...한달한번 트러블도 많이 올라오고하서 스트레슨데 ㅎㅎㅎㅎ꾸준히 써보고 효과좋음 또 살게용 ㅎㅎ,100점,2017.11.27
97,에센스가 유명해서 사용해봤는데 성분은 착한데 효과나 사용감은 무난하길래 앰플이 나온걸 보고 크게 기대감 없이 사용해봤는데 ~개인적으로는 에센스보다 좋은거 같아요 에센스는 그냥 무난하다 정도인데 앰플은 피부도 부드럽고 결 정리도 되고 트러블을 좀 잠재워 주는 효과도 있는거 같아요 여튼 농축되있어서 그런지 효과가 에센스보다는 좋아요,80점,2017.12.27
