,review,point,date,ingre,token_review
13,너무너무조아요 짱 이요너모좋아요,5,2018-08-14,히알루론산,"['너무', '너', '무조', '아', '요', '짱', '이', '요', '너', '모', '좋아요']"
14,오늘 처음 써보는거라 효과는 아직 모르겠고흡수가 빠릅니다...바로 스며들어요...,4,2018-08-18,히알루론산,"['오늘', '처음', '써', '보는거라', '효과', '는', '아직', '모르겠고', '흡수', '가', '빠릅니다', '바로', '스며들어요']"
15,관리샾에서. 하는거랑 같은것같아여 ㅋㅋㅋ좋아여ㅋㅋㅋ,5,2018-08-18,히알루론산,"['관리', '샾', '에서', '하는거랑', '같은것', '같아여', '좋아여']"
16,두번째 주문넘 좋아유,5,2018-08-22,히알루론산,"['두번째', '주문', '넘', '좋', '아유']"
17,배송은느렸지만좋은듯,4,2018-08-24,히알루론산,"['배송', '은', '느렸지만', '좋은', '듯']"
18,바르면 얼굴에 열이 올라서 뜨끈해지면서 필링이 되는것 같은데 여름보다는 겨울에 쓰기 더 좋을것같아요,4,2018-08-25,히알루론산,"['바르면', '얼굴', '에', '열', '이', '올라서', '뜨끈해지면서', '필링', '이', '되는것', '같은데', '여름', '보다는', '겨울', '에', '쓰기', '더', '좋을것', '같아요']"
19,민감한 지성피부입니다써보니 자극도 없고 흡수도 잘되고 촉촉합니다다른 앰플도 써보고싶어요,4,2018-08-25,히알루론산,"['민감한', '지성', '피부', '입니다', '써', '보니', '자극', '도', '없고', '흡수', '도', '잘되', '고', '촉촉합니다', '다른', '앰', '플', '도', '써', '보고', '싶어요']"
20,케이블 방송과 유투브에서 변선생의 화장품 전문적인 설명과 제품 선택을 추천받고 써보려고 합니다핍피부 트러블 없이 피부에 잘 맞았으면 하고요 써보고 후기 남길게요~,3,2018-08-26,히알루론산,"['케이블', '방송', '과', '유투브', '에서', '변', '선생', '의', '화장품', '전문', '적', '인', '설명', '과', '제품', '선택', '을', '추천', '받고', '써', '보려', '고합', '니', '다', '핍', '피부', '트러블', '없이', '피부', '에', '잘맞았으면', '하고요', '써', '보고', '후기', '남길게요']"
21,발림성이 좋아요 배송은 좀 느리지만 좋아요,5,2018-08-26,히알루론산,"['발림', '성', '이', '좋아요', '배송', '은', '좀', '느리지만', '좋아요']"
22,깔끔하게 싹 스며들어요. 촉촉해요.,5,2018-08-26,히알루론산,"['깔끔하게', '싹', '스며들어요', '촉촉해요']"
23,배송빠르고 만족스럽습니다1,5,2018-08-28,히알루론산,"['배송', '빠르고', '만족스럽습니다']"
24,써보고괜찮음쭉써볼생각배송빠르고좋아요,5,2018-08-28,히알루론산,"['써', '보고', '괜찮음', '쭉', '써', '볼', '생각', '배송', '빠르고', '좋아요']"
25,뷰라벨 1등 보자마자 두병 구입했네요. 수분감이 참 좋습니다. 이건하나만 바르고 있는데 촉촉함이 오래 유지되고 있어요.,5,2018-08-28,히알루론산,"['뷰', '라', '벨', '등', '보자마자', '두', '병', '구입', '했네요', '수분', '감', '이참', '좋습니다', '이건하', '나', '만', '바르고있는데', '촉촉함이오래', '유지', '되고있어요']"
26,촉촉하니 좋습니다~,4,2018-08-28,히알루론산,"['촉촉하니', '좋습니다']"
27,배송도 빠르고 좋네요 괜찮으면 쭉써볼생각,5,2018-08-28,히알루론산,"['배송', '도', '빠르고', '좋네요', '괜찮으면', '쭉', '써', '볼', '생각']"
28,좋아요더써봐야알듯좋아요,5,2018-08-28,히알루론산,"['좋아요', '더', '써', '봐야', '알듯', '좋아요']"
29,쿠폰 써서 저렴하게 샀는데..거기다 팩 까지 5장 보내주셨네요..상자 뜯다가 하나 찢어 먹었지만ㅋㅋ 잘쓸께요,5,2018-08-28,히알루론산,"['쿠폰', '써서', '저렴하게', '샀는데', '거기', '다', '팩', '까지', '장보', '내주셨네요', '상자', '뜯다가하나', '찢어', '먹었지만', '잘쓸께요']"
30,감사합니다. 많이 파세요~^^,5,2018-08-29,히알루론산,"['감사합니다', '많이', '파세요']"
31,This is great!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!I will buy this again and again.I share thise with my mother and she loves it as well. Im going to buy this again in couple of months.Thank you for the great product.,5,2018-08-29,히알루론산,[]
32,This is great!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!I will buy this again and again.I share thise with my mother and she loves it as well. Im going to buy this again in couple of months.Thank you for the great product.,5,2018-08-29,히알루론산,[]
33,This is great!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!I will buy this again and again.I share thise with my mother and she loves it as well. Im going to buy this again in couple of months.Thank you for the great product.,5,2018-08-29,히알루론산,[]
34,배송 진짜 빠릅니다 팩도 넣어주셔서 잘 쓰겠습니다,4,2018-08-29,히알루론산,"['배송', '진짜', '빠릅니다', '팩', '도', '넣어주셔서', '잘쓰겠습니다']"
35,잘받았습니다잘받았습니다,5,2018-08-29,히알루론산,"['잘', '받았습니다', '잘', '받았습니다']"
36,사은품도 많이주시고 잘스며드네요,4,2018-08-29,히알루론산,"['사은', '품도', '많이', '주시', '고', '잘', '스며', '드', '네', '요']"
37,This is great!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!I will buy this again and again.I share thise with my mother and she loves it as well. Im going to buy this again in couple of months.Thank you for the great product.,5,2018-08-29,히알루론산,[]
38,This is great!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!I will buy this again and again.I share thise with my mother and she loves it as well. Im going to buy this again in couple of months.Thank you for the great product.,5,2018-08-29,히알루론산,[]
39,"1+1 행사해서 구매했는데사은품으로 마스크팩 5개랑, 선블록샘플도 왔네요~~잘쓸게요^^",5,2018-08-29,히알루론산,"['행사', '해서', '구매', '했는데', '사은', '품', '으로', '마스크', '팩', '개', '랑선', '블록', '샘플', '도', '왔네요', '잘쓸게요']"
40,배송도 빠른편이구요~~저렴하게 좋은 제품 사용해볼수 있어서 좋네요^^ 사은품도 감사합니다,5,2018-08-29,히알루론산,"['배송', '도', '빠른', '편이구요', '저렴하게', '좋은', '제품', '사용', '해볼수있어서', '좋네요', '사은', '품도', '감사합니다']"
41,용량도 크고 사은품도 아주 많아요 또 주문하려고 보니 세일 끝나서 아쉬어요,5,2018-08-29,히알루론산,"['용량', '도크', '고', '사은', '품도아주', '많아요', '또', '주문', '하', '려고', '보니세', '일', '끝나서', '아쉬어요']"
42,배송도 빠른편이구요~좋은 제품 사용해볼수 있어서 만족합니다^^사은품도 감사합니다~,5,2018-08-29,히알루론산,"['배송', '도', '빠른', '편이구요', '좋은', '제품', '사용', '해볼수있어서', '만족합니다', '사은', '품도', '감사합니다']"
43,This is great!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!I will buy this again and again.I share thise with my mother and she loves it as well. Im going to buy this again in couple of months.Thank you for the great product.,5,2018-08-29,히알루론산,[]
44,대용량 행사하길래 얼른 구매했어요피부가 환해졌어요,5,2018-08-29,히알루론산,"['대', '용량', '행사', '하길래', '얼른', '구매', '했어요', '피부', '가', '환해졌어요']"
45,앰플 매일쓰기때문에 저렴하게딜뜨면 바로구매합니다,4,2018-08-29,히알루론산,"['앰', '플', '매일', '쓰기', '때문', '에', '저렴하게', '딜', '뜨면', '바로', '구매', '합니다']"
46,스킨대용으로 쓰려고 산건데 좋기를 바랍니다,5,2018-08-29,히알루론산,"['스킨', '대용', '으로', '쓰려', '고산', '건데', '좋', '기를', '바랍니다']"
47,샘플도 많이 주고제얼굴이 민감성인데 잘 맞았으면 좋겠어요~,3,2018-08-29,히알루론산,"['샘플', '도', '많이', '주', '고', '제', '얼굴', '이', '민감', '성', '인데', '잘맞았으면', '좋겠어요']"
48,가을에 건조한 날씨엔 딱 이예요싸게 잘 구매 햇네요샘플도 감사해요,4,2018-08-29,히알루론산,"['가을', '에', '건조한', '날씨', '엔', '딱이예요', '싸게잘', '구매', '햇', '네', '요', '샘플', '도', '감사해요']"
49,피부야 언능언능 맑아지쟈~~~~ 마스크팩두감사욥^^,5,2018-08-29,히알루론산,"['피부', '야', '언능', '언능', '맑아지', '쟈', '마스크', '팩', '두', '감사', '욥']"
50,사용 첫날 ~효과 있길 바래여,5,2018-08-30,히알루론산,"['사용', '첫날', '효과', '있길', '바', '래', '여']"
51,사용 첫날 ~효과 있길 바래여,4,2018-08-30,히알루론산,"['사용', '첫날', '효과', '있길', '바', '래', '여']"
52,엠플샀는데 사은품이 많아 좋아요,5,2018-08-30,히알루론산,"['엠', '플', '샀는데', '사은', '품', '이', '많아', '좋아요']"
53,배송은 빠른편이고 사은품도 넣어주시고 좋으네요,5,2018-08-30,히알루론산,"['배송', '은', '빠른', '편이', '고', '사은', '품도', '넣어주시고', '좋으네요']"
54,여러모로좋아요..?? 기대했던것보다좋아요,5,2018-08-30,히알루론산,"['여러', '모로', '좋아요', '기대했던것보다', '좋아요']"
55,항상 쓰는거라 좋은건 알고 있었는데팩을 5장이나 주셔서 감사합니다,5,2018-08-30,히알루론산,"['항상', '쓰는거라', '좋은', '건', '알고있었는데', '팩', '을', '장', '이나', '주셔서', '감사합니다']"
56,양많고 고급스럽긴한데 앰플이원래이렇게기름기가많은건지 좀기대이하네요 싹흡수되기보다 겉도는거같네요,5,2018-08-30,히알루론산,"['양', '많고', '고급스럽', '긴한데', '앰', '플', '이', '원래', '이렇게', '기름기', '가', '많은', '건지', '좀', '기대이하네요', '싹', '흡수', '되', '기보', '다', '겉', '도', '는거', '같네요']"
57,좋아요넘좋아요양많아좋음,5,2018-08-30,히알루론산,"['좋아요', '넘', '좋아', '요양', '많아', '좋음']"
58,저령하고 좋아요~~~/,5,2018-08-30,히알루론산,"['저', '령', '하고', '좋아요']"
59,가격대비 완전 좋아요 적극추천합니다,4,2018-08-30,히알루론산,"['가격', '대비', '완전', '좋아요', '적극', '추천', '합니다']"
60,주문한게 안오고 딴게 왔네요. 바꿀려니 번거로워써 그냥 쓸려고요.,4,2018-08-30,히알루론산,"['주', '문', '한', '게', '안', '오고', '딴게', '왔네요', '바꿀려니', '번거로워', '써', '그냥', '쓸려고요']"
61,사용감도 좋아서 잘 쓸거 같아요,5,2018-08-30,히알루론산,"['사', '용감', '도', '좋아서', '잘쓸거', '같아요']"
62,스킨대용으로 샀는데 좋아요,5,2018-08-30,히알루론산,"['스킨', '대용', '으로', '샀는데', '좋아요']"
63,저렴하고 좋아요~~~~,5,2018-08-30,히알루론산,"['저렴하고', '좋아요']"
64,착한가격에 좋은 상품 잘구매 한것같아요 마스크팩도 챙겨주셨네요 감사합니다,5,2018-08-30,히알루론산,"['착한', '가격', '에', '좋은', '상품', '잘', '구매', '한', '것', '같아요', '마스크', '팩', '도', '챙겨주셨네요', '감사합니다']"
65,사용 첫날 ~효과 있길 바래여,5,2018-08-30,히알루론산,"['사용', '첫날', '효과', '있길', '바', '래', '여']"
66,저렴하고 좋아요~~~~~,5,2018-08-30,히알루론산,"['저렴하고', '좋아요']"
67,사은품도 주시고 가격도 저렴하게잘사네요 꾸준히 잘 발라 볼게요,5,2018-08-30,히알루론산,"['사은', '품도주시고', '가격', '도', '저렴하게잘', '사네요', '꾸준히잘', '발라', '볼게요']"
68,여름 지나서 얼굴 관리 좀 할려고요요 비타민C 잘 발라볼게요,5,2018-08-30,히알루론산,"['여름', '지나서', '얼굴', '관리', '좀', '할려고', '요요', '비타민', '잘', '발라', '볼게요']"
69,가격대비 완전 만족입니다,4,2018-08-30,히알루론산,"['가격', '대비', '완전', '만족', '입니다']"
70,넘좋네요사용감굿..용량도만ㅅ아요,5,2018-08-30,히알루론산,"['넘', '좋', '네', '요사', '용감', '굿', '용량', '도', '만아요']"
71,싼가격에 샘플도 챙겨주시고 너무 좋아요 꾸준히 써보고 또구매할께요,5,2018-08-30,히알루론산,"['싼', '가격', '에', '샘플', '도', '챙겨주시고', '너무', '좋아요', '꾸준히', '써', '보고', '또', '구매', '할께요']"
72,배송도 빠르고 잘도착햇어요,4,2018-08-30,히알루론산,"['배송', '도', '빠르고잘', '도착', '햇', '어', '요']"
73,잘받았습니다 잘받았습니다,5,2018-08-30,히알루론산,"['잘', '받았습니다', '잘', '받았습니다']"
74,양많은데 더렴히 사서 에센스쓰듯이 아낌없이 마구쓸수있을거같아요,5,2018-08-30,히알루론산,"['양', '많은데', '더렴', '히', '사서', '에센스', '쓰듯이', '아낌없이', '마구', '쓸수있을거', '같아요']"
75,처음써보는데 블로그 글들처럼 바르자마자 쫀쫀해지는 느낌 뭐 그런건 잘 모르겠고 꾸준히 발라보려구요. 히알은 아침에 펩타는 저녁에 바르려구요,5,2018-08-30,히알루론산,"['처음', '써', '보는데', '블로그', '글', '들', '처럼', '바르자마자', '쫀쫀', '해지', '는', '느낌', '뭐', '그런건', '잘', '모르겠고', '꾸준히', '발라', '보려구요', '히', '알', '은', '아침', '에', '펩', '타는', '저녁', '에', '바르려', '구', '요']"
76,용량도 크고 좋아요ㅎ사은품 마스크팩도 대박인거같아요ㅎ,5,2018-08-30,히알루론산,"['용량', '도크', '고', '좋아요', '사은', '품', '마스크', '팩', '도', '대박', '인거', '같아요']"
77,피부 예민한편아니라 크게 부담 없이 사용할수 있을듯마스크팩 사은품 감사합니다,4,2018-08-31,히알루론산,"['피부', '예민한', '편아니라', '크게', '부담', '없이사', '용할수있을듯', '마스크', '팩', '사은', '품', '감사합니다']"
78,흡수되는 느낌이 부드럽고 스며드는것이 너무좋아요,4,2018-08-31,히알루론산,"['흡수', '되는', '느낌', '이', '부드럽고', '스며드는것이', '너무', '좋아요']"
79,"지난번 행사할때 사서 다 쓰고 없없는데, 다시 행시 하길래 넉넉하게 주문했어요. 지인들과 나눠 쓰려고요.",5,2018-08-31,히알루론산,"['지난번', '행사', '할', '때', '사서', '다', '쓰고', '없', '없는데다', '시행', '시', '하길래', '넉넉하게', '주문', '했어요', '지인', '들', '과', '나눠', '쓰려고요']"
80,부담없는 가격이라 자기전이나 아침 세안후에 넉넉넉하게 발라주면 촉촉하고 피부가 좋아 보여요.,5,2018-08-31,히알루론산,"['부담', '없는', '가격', '이라', '자기전이나', '아침', '세안', '후', '에', '넉', '넉넉하게', '발라주면', '촉촉하고', '피부', '가', '좋아', '보여요']"
81,배송 느려요,1,2018-08-31,히알루론산,"['배송', '느려요']"
82,산소필!!! 한번쓰면 계속 쓰게 되는 마성의 필링젤 입니다.한포씩 되어 있어서 위생적이라 좋아요,5,2018-08-31,히알루론산,"['산소', '필', '한번', '쓰면', '계속', '쓰게', '되는마', '성의', '필링', '젤', '입니다한', '포', '씩', '되어있어서', '위생', '적', '이라', '좋아요']"
83,에센스가 다되서. 지마켓 구매하게 되었슥니다써봐야 알겠습니다만가격이 일단저렴해서요,4,2018-08-31,히알루론산,"['에센스', '가다되', '서', '지마켓', '구매', '하', '게', '되었', '슥', '니', '다', '써', '봐야', '알겠습니다만', '가격', '이', '일단', '저렴해서요']"
84,"40대 접어들고 보니 피부에 신경많이 쓰게되네요.갠적으로 무알콜, 무향료 선호하지만 싼가격에 혹해서 샀어요.",4,2018-09-01,히알루론산,"['대접', '어', '들고', '보니', '피부', '에', '신경', '많이', '쓰게', '되네요', '갠', '적', '으로', '무', '알콜', '무', '향료', '선호', '하', '지만', '싼', '가격', '에', '혹', '해서', '샀어요']"
85,후기가 좋아서 구매했어요~ 방금 사용해봤는데 아주 쫀득하니 흡수가 잘되고 엑기스만 들어있는 느낌이예요ㆍ 저렴하게 구매했지만 사은품으로 다른종류의 에센스샘플도 좀 보내주셨으면 더 구매할수도 있었을텐데 아쉽군요ㅎ 아무튼 좋은제품 빨리보내주셔서 감사합니다~ 그리고 강추합니다,5,2018-09-01,히알루론산,"['후기', '가', '좋아서', '구매', '했어요', '방금', '사용', '해봤는데', '아주', '쫀득', '하', '니', '흡수', '가', '잘되', '고', '엑기스', '만들어있는', '느낌', '이예', '요', '저렴하게', '구매', '했지만', '사은', '품', '으로', '다른', '종류', '의', '에센스', '샘플', '도', '좀', '보내주셨으면', '더', '구매', '할수도', '있었을텐데', '아쉽군요', '아무튼', '좋은', '제품', '빨리', '보내주셔서', '감사합니다', '그리고', '강', '추합니다']"
86,잘 받았어요 잘 받았어요,5,2018-09-01,히알루론산,"['잘', '받았어요', '잘', '받았어요']"
87,펩타이드 조아요ㅋㅋㅋㅋㅋ,5,2018-09-01,히알루론산,"['펩타이드', '조아요']"
88,묽은젤 타임의 제형으로 끈적임은 별로 없어요 수분앰플로 수분감은 5점에 3점정도 재구매는 안할것 같아요,4,2018-09-02,히알루론산,"['묽은', '젤', '타임', '의제', '형', '으로', '끈', '적', '임은별', '로', '없어요', '수분', '앰', '플로', '수분', '감은', '점', '에', '점', '정도', '재구', '매는안', '할것', '같아요']"
89,저렴한가격에 엠플 두개라니 굿 발림성도 좋고 촉촉하네요,4,2018-09-02,히알루론산,"['저렴한', '가격', '에', '엠', '플', '두', '개', '라니', '굿', '발림', '성', '도', '좋고', '촉촉하네요']"
90,끈적임도 없고 피부흡수도 잘되고 좋은것 같아요,5,2018-09-02,히알루론산,"['끈', '적임', '도', '없고', '피부', '흡수', '도', '잘', '되고', '좋은', '것', '같아요']"
91,처음 써보는 거지만 좋아요! 1+1으로 구매 해서 잘 쓰고 있습니다^^,5,2018-09-03,히알루론산,"['처음', '써', '보는거지만', '좋아요', '으로', '구매', '해서', '잘쓰고있습니다']"
92,기대 이상의 화장품 입니다 마이 파세요,5,2018-09-03,히알루론산,"['기', '대', '이상', '의', '화장품', '입니다', '마이', '파세요']"
93,참 좋네요 첨엔 속에있는 하얀 내용물이 징그럽고 지렁이같은 느낌으로 이상해서 그랬는데 발림성은 너무 좋구요 촉촉하고 흡수빨라요 정말 저렴사게 잘산것같아 너무 좋네요 사은뿜도 너무 많이 주셔서 감동요 코리아나 홧팅요,5,2018-09-03,히알루론산,"['참', '좋네요', '첨', '엔', '속', '에', '있는', '하얀', '내용물', '이', '징그럽고', '지렁이', '같은', '느낌', '으로', '이상해서', '그랬는데', '발림', '성', '은', '너무', '좋구요', '촉촉하고', '흡수', '빨라요', '정말', '저렴', '사게', '잘산것', '같아', '너무', '좋네요', '사은', '뿜', '도', '너무', '많이', '주셔서', '감동', '요', '코리아나', '홧팅', '요']"
94,저렴한뎌 사은품까지 넘좋아요,5,2018-09-03,히알루론산,"['저렴한', '뎌', '사은', '품', '까지', '넘', '좋아요']"
95,양이 적긴 하지만~ 써보니 촉촉하고 좋네여,5,2018-09-03,히알루론산,"['양', '이적', '긴하지만', '써', '보니', '촉촉하고', '좋네', '여']"
96,써보기전이지만 편하게 쓰려구요사은품이 풍성해요,4,2018-09-03,히알루론산,"['써', '보기전이지만', '편하게', '쓰려구요', '사은', '품', '이풍', '성해', '요']"
97,앰플이라는 이름과는 안맞는듯요. 그냥 로션같아요. 그리고 안에 떠있는 하얀색이 비쥬얼상으로 좀 그래요. 포장을 뜯어서 반품은 못하고 그냥 안쓸거 같네요.,1,2018-09-03,히알루론산,"['앰플', '이라는', '이름', '과는', '안', '맞는듯', '요', '그냥', '로션', '같아요', '그리고안에', '떠있는', '하얀색', '이비', '쥬얼', '상', '으로', '좀', '그래요', '포장', '을', '뜯어서', '반품', '은', '못', '하고', '그냥', '안', '쓸거', '같네요']"
98,열씸 발라야죠. 노화로 모공이 늘어져 사용하려 구매.,4,2018-09-03,히알루론산,"['열', '씸', '발라야죠', '노화', '로', '모공', '이', '늘어져사', '용하려', '구매']"
99,저렴한데 사이즈까지 좋네요 맘에들어요,5,2018-09-03,히알루론산,"['저렴한데', '사이즈', '까지', '좋네요', '맘', '에', '들어요']"
100,촉촉촉 수분이 부족한 피부에 물주는 느낌~,4,2018-09-04,히알루론산,"['촉', '촉촉수', '분', '이', '부족한', '피부', '에', '물주', '는', '느낌']"
101,화장이 밀려서 거의 스킨도 못바르는 타입이라 쿠션이나 팩트만 바르고 살았는데 피부가 완전 영양결핍엠플은 빠르게 흡수되고 영양이 많아서 하루한 두번으로도 피부가 확~살아나요거기다 가격이 너무 좋아요 대박!,4,2018-09-04,히알루론산,"['화장', '이', '밀려', '서거', '의', '스킨', '도', '못', '바르는', '타입', '이라', '쿠션', '이나', '팩트', '만', '바르', '고살', '았', '는데', '피부', '가', '완전', '영양', '결핍', '엠', '플', '은', '빠르게', '흡수', '되고', '영양', '이', '많아서', '하루', '한두', '번', '으로도', '피부', '가', '확', '살아나요', '거기', '다', '가격', '이', '너무', '좋아요', '대박']"
102,티비에서 보고 구매하게 되었는데 확실히 기존에 썼던 세럼보다 쫀쫀하고 촉촉해서 만족스럽습니다.,4,2018-09-05,히알루론산,"['티비', '에서', '보고', '구매', '하', '게', '되었는데', '확실히', '기존', '에', '썼던세', '럼', '보다', '쫀쫀', '하고', '촉촉해서', '만족스럽습니다']"
103,발림성은 괜찮고 몇일 사용해보니까 트러블은 없네요.건성인데 바르고 나면 당김이 없어서 괜찮은것 ？？아요,4,2018-09-05,히알루론산,"['발림', '성', '은', '괜찮고', '몇', '일', '사용', '해보니까', '트러블', '은', '없네', '요건', '성', '인데', '바르고나면', '당김이', '없어서', '괜찮은', '것', '아', '요']"
104,가격도 저렴하고 좋아요,4,2018-09-06,히알루론산,"['가격', '도', '저렴하고', '좋아요']"
105,발림성은 좋은나 바른뒤 너무 끈적이네요..특히 갈색병..그나마 밤에 바르는 연두색은 덜 끈적입니다..여러병 샀는데 제기준에선 그냥 그러네요..,4,2018-09-06,히알루론산,"['발림', '성', '은', '좋은', '나', '바른', '뒤', '너무', '끈', '적', '이네', '요', '특히', '갈색', '병', '그나마', '밤', '에', '바르는', '연두색', '은', '덜끈', '적', '입니다', '여러', '병', '샀는데', '제', '기준', '에선', '그냥', '그러네요']"
106,배송 하루만에 총알배송왔네요.한번써봐서 아직모르겠는데좋다생각하고 써보려구요배송은최고에요.,5,2018-09-07,히알루론산,"['배송', '하루', '만에', '총알', '배송', '왔네요', '한번', '써', '봐서', '아직', '모르겠는데', '좋다', '생각', '하고', '써', '보려구요', '배송', '은', '최고', '에요']"
107,가장 많이 본 뉴스 연말정산,5,2018-09-07,히알루론산,"['가장', '많이', '본', '뉴스', '연말정산']"
108,건조한편이라 그런가 쫙쫙 스며드네여잘쓸께요~~,4,2018-09-07,히알루론산,"['건조', '한편', '이라', '그', '런가', '쫙쫙', '스며', '드', '네', '여', '잘쓸께요']"
109,가장 많이 본 뉴스 연말정산,5,2018-09-07,히알루론산,"['가장', '많이', '본', '뉴스', '연말정산']"
110,"히알루론산은 겨울에 쓰려고 아직 안 써 봤는데묘, 펩타이트는 보습이나 발림성이 좋네요. 가격도 저렴해서 만족해요.",4,2018-09-07,히알루론산,"['히알루론산', '은', '겨울', '에', '쓰려고', '아직', '안', '써', '봤는데', '묘펩', '타이', '트는', '보습', '이나', '발림', '성', '이', '좋네요', '가격', '도', '저렴해서', '만족해요']"
111,지인이 추천해서 2개 구입헸네요 2개 사길 잘했어요 ^^,5,2018-09-07,히알루론산,"['지인', '이', '추천', '해서', '개', '구입', '헸', '네', '요', '개사', '길잘', '했어요']"
112,"아직 안써봤는데, 뷰라벨 추천템이라해서 사봤어요~",5,2018-09-11,히알루론산,"['아직', '안', '써', '봤는', '데뷰', '라벨', '추천', '템', '이라', '해서', '사봤어요']"
113,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5,2018-09-11,히알루론산,[]
114,"받자마자손등에발라봤는데두가지다끈적임이없고바로촉촉하네요,히알루론은향이없고펩타이드는향도좋고실같은게바르고문지르니바로녹아없어지네요저렴하게잘산거같아요",5,2018-09-12,히알루론산,"['받자마자', '손등', '에', '발라', '봤는데', '두', '가지', '다', '끈', '적임', '이', '없고', '바로', '촉촉하네요', '히', '알루론', '은', '향', '이', '없고', '펩타이드', '는', '향', '도', '좋고실', '같은게', '바르고', '문지르니', '바로', '녹아', '없어지네요', '저렴하게', '잘산거', '같아요']"
115,뷰라벨 보고.주문했는데 기존에 쓰던 수분크림보다 훨씬 못하네여앰플만 써보니 전혀 촉촉한 느낌이 없어서할수없이 앰플쓰고 수분크림 바르는중피부에 잘 안맞는지 계속 가려움,3,2018-09-12,히알루론산,"['뷰', '라', '벨', '보고', '주문', '했는데', '기존', '에', '쓰던', '수분크림', '보다', '훨씬', '못', '하네여', '앰플', '만', '써', '보니전혀', '촉촉한', '느낌', '이', '없어서', '할', '수없이', '앰', '플', '쓰고', '수분크림', '바르는', '중', '피부', '에', '잘안', '맞는지', '계속', '가려움']"
116,택배잘받았어요ㅎ ㅎ ㅎ ㅎ,4,2018-09-12,히알루론산,"['택배', '잘', '받았어요']"
117,몇번사용해봐는데 효과좋은건 잘모르겟어요~~!!,4,2018-09-12,히알루론산,"['몇번', '사용', '해봐는데', '효과', '좋은', '건', '잘', '모르겟어요']"
118,환절기 수분공급에 아주 좋은 것 같아요. 흡수도 잘되고 끈적거리지 않아요. 아침저녁으로 잘쓰고있습니다.,5,2018-09-13,히알루론산,"['환절기', '수분', '공급', '에', '아주', '좋은', '것', '같아요', '흡수', '도', '잘되', '고끈', '적', '거리', '지', '않아요', '아침', '저녁', '으로', '잘쓰고있습니다']"
119,좋아요!!!가격도 자주 이용할거예요,5,2018-09-14,히알루론산,"['좋아요', '가격', '도', '자주', '이', '용할거예요']"
