,review,point,date,ingre,token_review
49,늘쓰고 있어요대용량이라서 좋아요 !!,5,2017-03-21,갈락토미세스,"['늘', '쓰고있어요', '대', '용량', '이라서', '좋아요']"
50,잘쓰고있어요,3,2017-03-22,갈락토미세스,['잘쓰고있어요']
51,친구에서 선물 주었더니 좋아하네요. 생각보다 해외배송도 빨랐습니다. 감사합니다.,5,2017-03-22,갈락토미세스,"['친구', '에서', '선물', '주었더니', '좋아하네요', '생각', '보다', '해외', '배송', '도', '빨랐습니다', '감사합니다']"
52,17일구매하고 22일받았어요 주말꼈는데도 빨리왔네요 싸게 잘산것같아요,5,2017-03-23,갈락토미세스,"['일', '구매', '하고', '일', '받았어요', '주말', '꼈는데도', '빨리', '왔네요', '싸게', '잘산것', '같아요']"
53,싸게 잘 구입했습니다.구지 백화점에서 비싸게 구입할 필요없을것 같아요.,4,2017-03-25,갈락토미세스,"['싸게잘', '구입', '했습니다', '구', '지', '백화점', '에서', '비싸게', '구입', '할', '필요없을것', '같아요']"
54,피부좀 조아지기위해 샀는데 아직은 효고ㅏ 잘 모르겠지만 열심히 써볼게요~><,5,2017-03-27,갈락토미세스,"['피부', '좀', '조', '아', '지기', '위해', '샀는데', '아직', '은', '효고', '잘', '모르겠지만', '열심히', '써', '볼게요']"
55,너무 좋구 갠찮아요,5,2017-03-27,갈락토미세스,"['너무', '좋구', '갠', '찮아요']"
56,"너무 너무 마으에 듭니다, 다음에 이용하게 되면 다시 재주문할게요~~~ .",5,2017-03-28,갈락토미세스,"['너무', '너', '무마', '으', '에', '듭', '니', '다다', '음', '에이', '용하게되', '면', '다시', '재', '주문', '할게요']"
57,정말싸게잘삿어요ㅎ 배송도총알배송이고 피테라에센스야 워낙유명한거다보니ㅎ 후기는필요없네요ㅎ 정품일거라믿고구매했어요ㅎ 극넌데 이용량에 이금액 너무 잘산거같네요ㅎ 앞으로도 싸게 좋은상품 많이 올려주세요ㅎ,5,2017-04-09,갈락토미세스,"['정말', '싸게잘', '삿', '어', '요', '배송', '도', '총알', '배송', '이고', '피테라', '에센스', '야', '워낙', '유명한거다', '보니', '후기', '는', '필요없네', '요정', '품일', '거', '라', '믿고', '구매', '했어요', '극', '넌', '데이', '용량', '에이', '금액', '너무', '잘산거', '같네요', '앞', '으로도', '싸게', '좋은', '상품', '많이', '올려주세요']"
58,3월27일날 주문해서 4월 10일날 받았으니거의 보름만에 받았네요..클리어 로션은 4일인가 5일만에 받았었는데 오래 걸리긴 했네요..머 쓰던게 좀 남아 있어서 급한건 아니었기에느긋하게 기다렸어요..계속 sk 썼었는데 몇년째 백화점꺼만쓸려니 똑같은데 싶어 돈 부담도 장난 아니라서진작에 온라인으로 갈아탔네요..첨엔 혹시 가짠가!그런 불신의 맘도 들었었는데 못믿기 시작하면한도 끝도 없고 온라인으로 못사겠죠~ㅋ그래서 믿고 구매했어요~더 저렴하게 구매하고넘 조아요~피테라 특유의 향도 나고 괜찮은것같아요~^^,3,2017-04-10,갈락토미세스,"['월', '일', '날', '주', '문해', '서', '월', '일', '날', '받았으니', '거의', '보름', '만에', '받았네요', '클리어', '로션', '은', '일인', '가일', '만에', '받았었는데', '오래', '걸리긴', '했네요', '머', '쓰던게', '좀', '남아', '있어서', '급한건', '아니었기에', '느긋하게', '기다렸어요', '계속', '썼었는데', '몇년', '째', '백화점', '꺼', '만', '쓸려니', '똑같은데', '싶어', '돈', '부담', '도', '장난', '아니라서', '진작', '에', '온라인', '으로', '갈아탔네요', '첨', '엔', '혹시', '가', '짠가', '그런', '불신', '의', '맘', '도', '들었었는데', '못', '믿기', '시작', '하', '면', '한도', '끝', '도', '없고', '온라인', '으로', '못', '사겠죠', '그래서', '믿고', '구매', '했어요', '더', '저렴하게', '구매', '하고', '넘', '조아', '요피', '테라', '특유', '의향', '도나', '고', '괜찮은', '것', '같아요']"
59,자주사용하는제품인데 구매고객에한해 쿠폰발행등 조금만더싸면좋겠네요 많이파세요,4,2017-04-11,갈락토미세스,"['자주', '사용', '하', '는', '제품', '인데', '구매', '고객', '에', '한해', '쿠폰', '발행', '등', '조금', '만', '더', '싸면', '좋겠네요', '많이', '파세요']"
60,배송도 빠릅니다 잘 쓸께요,4,2017-04-12,갈락토미세스,"['배송', '도', '빠릅니다', '잘쓸께요']"
61,저렴하게 잘샀어요~^^,5,2017-04-13,갈락토미세스,"['저렴하게잘', '샀어요']"
62,백화점에서안사도될듯 가격도싸고배송도생각보다빨랐어요,5,2017-04-13,갈락토미세스,"['백화점', '에서', '안', '사도', '될듯', '가격', '도', '싸고', '배송', '도', '생각', '보다', '빨랐어요']"
63,좋아요 배송도 빠르고 가격도 싸고,5,2017-04-14,갈락토미세스,"['좋아요', '배송', '도', '빠르고', '가격', '도', '싸고']"
64,배송도 빠르고 사이즈도 맞아서 딱이예요,4,2017-04-15,갈락토미세스,"['배송', '도', '빠르고', '사이즈', '도', '맞아서', '딱이예요']"
65,냄새나 색깔이 제가 아는 그 향기네요.해외배송인데도 그주에 왔고 제조일 검색하니 16년 6월로 되어있어서 유통기한도 괜찮아요,4,2017-04-16,갈락토미세스,"['냄새', '나', '색깔', '이제', '가', '아는', '그', '향기', '네', '요', '해외', '배송', '인데', '도', '그', '주', '에', '왔', '고제', '조일', '검색', '하', '니', '년월', '로', '되어있어서', '유통', '기한', '도', '괜찮아요']"
66,빠르고 좋습니다 재구매의사가 새록새록 들어요!!,5,2017-04-18,갈락토미세스,"['빠르고', '좋습니다', '재구매', '의사', '가', '새록새록', '들어요']"
67,촉촉합니다,4,2017-04-18,갈락토미세스,['촉촉합니다']
68,좋네요~~~,5,2017-04-20,갈락토미세스,['좋네요']
69,잘받았습니다. 좋네요.. 와이프가 또 사달라고 하네요ㅠㅠ,5,2017-04-22,갈락토미세스,"['잘', '받았습니다', '좋네요', '와이프', '가', '또사', '달라', '고', '하네요']"
70,다른 판매처에서 말도 없이 구매 취소를 하는 바람에 여기에서 구매했습니다. 좋은 화장품 쓰고 잘 관리해서 우리 모두 건강한 피부 가꾸고 꼭 투표합시다.,4,2017-04-25,갈락토미세스,"['다른', '판매', '처', '에서', '말', '도', '없이', '구매', '취소', '를', '하는', '바람', '에여', '기', '에서', '구매', '했습니다', '좋은', '화장품', '쓰고잘', '관리', '해서우', '리모', '두', '건강한', '피부', '가꾸고', '꼭', '투표', '합시다']"
71,해외배송이라 일주일 거뜬히 넘기고 도착따로 관리 받지 않아 큰 맘 먹고 가격비교후 구매 했네요 피부 좋아지길 기대하며...,5,2017-04-26,갈락토미세스,"['해외', '배송', '이라', '일주일', '거뜬히', '넘기고', '도착', '따로', '관리', '받지', '않아', '큰', '맘', '먹고', '가격', '비교', '후', '구매', '했네요', '피부', '좋아지길', '기대하며']"
72,가격이 많이 나가지만 따로 피부관리를 받으러 가지 않으니 모처럼 좋은거 쓰자하고 질렀네요 피부 좋아지길 기대하며 해외배송인지라 보름 가까이 걸린듯 합니다,5,2017-04-26,갈락토미세스,"['가격', '이', '많이', '나가지만', '따로', '피부관리', '를', '받으러', '가지', '않으니', '모처럼', '좋은', '거', '쓰', '자하', '고', '질렀네요', '피부', '좋아지길', '기대하며', '해외', '배송', '인', '지라', '보름', '가까이', '걸린듯', '합', '니', '다']"
73,"일주일써봤는데 효과라기보다는 진품이겠지 하는 마음으로 쓰고 있습니다.특유의 꼬리꼬리한 향은 나지만, 알콜향도 나네요.오래전에 써봤던터라 원래 알콜향이 이정도로 났었는지는 모르겠지만 꾸준히 써봐야지만 알겠네요.",4,2017-04-26,갈락토미세스,"['일주일', '써', '봤는데', '효과', '라기보다는', '진품', '이', '겠지하는', '마음', '으로', '쓰고있습니다', '특', '유의', '꼬리', '꼬리', '한', '향', '은', '나', '지만', '알콜', '향', '도나', '네', '요', '오래전', '에', '써', '봤던', '터', '라', '원래', '알콜', '향', '이', '이정', '도로', '났었는지는', '모르겠지만', '꾸준히', '써', '봐야지만', '알겠네요']"
74,싸게 잘샀습니다 잘쓸게요,5,2017-04-27,갈락토미세스,"['싸게잘', '샀습니다', '잘쓸게요']"
75,배송도 빨랐고 저렴한 가격에 구입했네요 감사합니다 예전에 써보고 효과가 괜찮아서 간만에 다시 구입했네요 얼굴빛이 넘 칙칙해서 고민이시면 함 써보세여,5,2017-04-27,갈락토미세스,"['배송', '도', '빨랐고', '저렴한', '가격', '에', '구입', '했네요', '감사합니다', '예전', '에', '써', '보고', '효과', '가', '괜찮아서', '간만', '에다', '시', '구입', '했네요', '얼굴빛', '이', '넘', '칙칙해서', '고민', '이', '시', '면', '함', '써', '보세여']"
76,피부 트러블이 싸악 가라앉았어요. 역시 SKll 피테라 에센스네요,5,2017-04-27,갈락토미세스,"['피부', '트러블', '이', '싸', '악', '가라앉았어요', '역', '시피', '테라', '에센스', '네', '요']"
77,배송 빠르고 와이프가 좋아하네요백화점 반값에삿다고,5,2017-04-27,갈락토미세스,"['배송', '빠르고', '와이프', '가', '좋아하네요', '백화점', '반값', '에', '삿다', '고']"
78,말이 필요있나요 ㅎㅎ 싸게 잘샀습니다,5,2017-04-28,갈락토미세스,"['말', '이필', '요', '있나요', '싸게잘', '샀습니다']"
79,해외 배송이라서 그런지 배송은 엄청 느렸어요 근데 싸게 삿어요 ㅋㅋ,5,2017-04-28,갈락토미세스,"['해외', '배송', '이라서', '그런', '지', '배송', '은', '엄청', '느렸어요', '근데', '싸게', '삿', '어', '요']"
80,잘받았습니다,4,2017-04-29,갈락토미세스,"['잘', '받았습니다']"
81,잘 받았어요~~~~근데 냄새가 원래 안 좋나요? 첨 써봐서 잘 모르겠네요~~~~~~~~~~~~~~,4,2017-05-03,갈락토미세스,"['잘', '받았어요', '근데', '냄새', '가원', '래', '안좋나요', '첨', '써', '봐서', '잘', '모르겠네요']"
82,상품 품질이 좋습니다. 마음에 들어요!,5,2017-05-04,갈락토미세스,"['상품', '품질', '이', '좋습니다', '마음', '에', '들어요']"
83,너무 마음에 들어요! 추천합니다.,5,2017-05-07,갈락토미세스,"['너무', '마음', '에', '들어', '요추', '천합니다']"
84,너무 마음에 들어요! 추천합니다.,5,2017-05-07,갈락토미세스,"['너무', '마음', '에', '들어', '요추', '천합니다']"
85,너무좋아요 저렴한 가격에 잘 산거 같아요,5,2017-05-09,갈락토미세스,"['너무', '좋아요', '저렴한', '가격', '에', '잘산거', '같아요']"
86,피테라 에센스를 사다니 너무 기뻐요! 배송도 빠르고 좋아요~~^^,5,2017-05-10,갈락토미세스,"['피테라', '에센스', '를', '사다니', '너무', '기뻐요', '배송', '도', '빠르고', '좋아요']"
87,간절기에 피부가 뒤집어지는 경우가 많아 각질이 일기도 하는데,4,2017-05-10,갈락토미세스,"['간절', '기', '에피', '부가', '뒤집어지는', '경우', '가', '많아', '각질', '이', '일기도', '하는데']"
88,잘 받았습니다. 이번엔 리미트 병으로 왔네요..사업 번창하세용~~,5,2017-05-10,갈락토미세스,"['잘', '받았습니다', '이번', '엔', '리미트', '병', '으로', '왔네요', '사업', '번창', '하', '세용']"
89,ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,4,2017-05-10,갈락토미세스,[]
90,아내에게 29주년 결혼기념일 선물 너무 괜찮아요. 이쁨 받을겁니다 ^^ 다음에 또 살 거예요.,5,2017-05-11,갈락토미세스,"['아내', '에게', '주년', '결혼기념일', '선물', '너무', '괜찮아요', '이쁨', '받을', '겁니다', '다음', '에', '또', '살거예요']"
91,감사합니다ㆍ생각보다 빨리 왔어요,4,2017-05-11,갈락토미세스,"['감사합니다', '생각', '보다', '빨리', '왔어요']"
92,매우만족합니다,5,2017-05-12,갈락토미세스,"['매우', '만족합니다']"
93,너무 괜찮아요. 다음에 또 살 거예요.,5,2017-05-12,갈락토미세스,"['너무', '괜찮아요', '다음', '에', '또', '살거예요']"
94,잘받았습니다,4,2017-05-12,갈락토미세스,"['잘', '받았습니다']"
95,기획셋트라 더 좋습니다,5,2017-05-12,갈락토미세스,"['기획', '셋트', '라', '더', '좋습니다']"
96,엄마 선물해?어용ㅎㅎ,4,2017-05-12,갈락토미세스,"['엄마', '선물', '해어용']"
97,저렴하게 잘 샀어요.,5,2017-05-12,갈락토미세스,"['저렴하게잘', '샀어요']"
98,무사히 배송되어서 왔습니다,5,2017-05-12,갈락토미세스,"['무사히', '배송', '되어서', '왔습니다']"
99,"평소에도 늘- 즐겨 사용하지만... 요즘처럼 까칠어지고~ 건조해질 때 --; 듬뿍"" 사용하면 건조함과 예민함을 가라앉혀주는 스킨 타입 에센스예요 ^^ 세트 구성 상품도 맘에 들고~ 쿠폰 & 카드 청구 할인 받으니까 저렴하고~ 적립금까지 주니까~ 더-더욱 기분 좋네요 ㅋㅋ",5,2017-05-12,갈락토미세스,"['평소', '에도', '늘', '즐겨', '사용', '하', '지만', '요즘', '처럼', '까', '칠어지고', '건조해질', '때', '듬뿍', '사용', '하', '면', '건조함과', '예민함을', '가라앉혀주는', '스킨', '타입', '에센스', '예요', '세트', '구성', '상품', '도', '맘', '에', '들고', '쿠폰', '카드', '청구', '할인', '받으니까', '저렴하고', '적립금', '까지', '주', '니까', '더', '더욱', '기분', '좋네요']"
100,상품 좋아요~!!!!,4,2017-05-13,갈락토미세스,"['상품', '좋아요']"
101,사은품까지 잘왔습니다~ 포인트 행사때 구입했는데 적립금까지 받으면 저렴하게 구입한것 같아요,5,2017-05-13,갈락토미세스,"['사은', '품', '까지', '잘', '왔습니다', '포인트', '행사', '때', '구입', '했는데', '적립금', '까지', '받으면', '저렴하게', '구입', '한', '것', '같아요']"
102,선물로 산건데 쇼핑백도 이쁘고 구성도 좋은듯 하네요효과좋으면 앞으로도 계속 사서 쓸게요,5,2017-05-13,갈락토미세스,"['선물', '로', '산건데', '쇼핑', '백', '도', '이쁘고', '구성', '도', '좋은', '듯', '하', '네', '요', '효과', '좋으면', '앞', '으로도', '계속', '사서', '쓸게요']"
103,마음에 쏙 들어요.,5,2017-05-13,갈락토미세스,"['마음', '에', '쏙', '들어요']"
104,너무 괜찮아요. 다음에 또 살 거예요.,5,2017-05-13,갈락토미세스,"['너무', '괜찮아요', '다음', '에', '또', '살거예요']"
105,여러가지 에센스를 많이 써봤는데 요거 요물이네요 여름으로가는 이계절에도 끈적임없이 좋으네요ㅎ근데 배송이... 택배 기사님 연락도없이 경비실에 맡겨놓고요 경비아저씨껜 수취인이 전화안받는다고 거짓말까지하고 전 상품 경비실에 맡겨진지 이틀후에나 찾았네요 경비실에서 눈총을 받아가면서요ㅠㅠ,3,2017-05-14,갈락토미세스,"['여러가지', '에센스', '를', '많이', '써', '봤는데요', '거', '요물', '이네', '요', '여름', '으로가', '는이', '계절', '에도', '끈', '적임', '없이', '좋으네요', '근데', '배송', '이', '택배', '기사', '님', '연락', '도', '없이', '경비실', '에', '맡겨놓고요', '경비', '아저씨', '껜', '수취', '인', '이', '전화', '안', '받는다고', '거짓말', '까지', '하고전', '상품', '경비실', '에', '맡겨진지', '이틀', '후', '에나', '찾았네요', '경비실', '에서', '눈총', '을', '받아가면서요']"
106,이가격에 이제품을! 감사합니다 감사합니다 x100,5,2017-05-14,갈락토미세스,"['이', '가격', '에', '이', '제품', '을', '감사합니다', '감사합니다']"
107,늘 사용하던거라서 믿고구입했어요,5,2017-05-14,갈락토미세스,"['늘사', '용하던거라서', '믿고', '구입', '했어요']"
108,작년 겨울에 속건조때문에 고민하다가 쓰게됐어요!!ㅎ잘 모르겠었는뎅~쓰다보니까 계속 찾게 되더라구요!이번에 두병째입니다~ 병디자인이 달러서 정품이 맞나 순간 움찔했는뎅~홈페이지 사진보니까 맞더라구요!!ㅎ역시나 피테라에센스 좋아요!!ㅎ앞으로도 계속 쓰게 될거같아요!,5,2017-05-15,갈락토미세스,"['작년', '겨울', '에', '속', '건조', '때문', '에', '고민', '하', '다가', '쓰게', '됐어요', '잘', '모르겠었는', '뎅', '쓰다', '보', '니까', '계속', '찾게되', '더라구요', '이번', '에', '두', '병', '째', '입니다', '병', '디자인', '이', '달러', '서정', '품', '이', '맞나', '순간', '움찔', '했는', '뎅', '홈페이지', '사진', '보', '니까', '맞더라구요', '역시', '나', '피테라', '에센스', '좋아요', '앞', '으로도', '계속', '쓰게', '될거', '같아요']"
109,선물용으로 구성이 좋고 빠른배송도 감사합니다 ~~,5,2017-05-15,갈락토미세스,"['선물', '용', '으로', '구성', '이', '좋고', '빠른', '배송', '도', '감사합니다']"
110,어머니가 자주 이용하는 화장품입니다,5,2017-05-15,갈락토미세스,"['어머니', '가자주이', '용하는', '화장품', '입니다']"
111,마음에 쏙 들어요.,5,2017-05-15,갈락토미세스,"['마음', '에', '쏙', '들어요']"
112,늘구매하던제품인데..직구인데도 배송빠르고 만족합니다..,4,2017-05-15,갈락토미세스,"['늘', '구매', '하던', '제품', '인데', '직구', '인데', '도', '배송', '빠르고', '만족합니다']"
113,"(주의) 배송, 상품교환 등의 민원사항은 고객센터 1:1문의하기를 이용해주세요. 이 곳에 작성하시면, 답변을 받지 못합니다.",4,2017-05-15,갈락토미세스,"['주의', '배송', '상품', '교환', '등', '의', '민원', '사항', '은', '고객', '센터', '문의', '하', '기를이용', '해주세요', '이', '곳', '에', '작성', '하시면', '답변', '을', '받지못', '합니다']"
114,마음에 쏙 들어요.,5,2017-05-15,갈락토미세스,"['마음', '에', '쏙', '들어요']"
115,마음에 쏙 들어요.,5,2017-05-16,갈락토미세스,"['마음', '에', '쏙', '들어요']"
116,빠른 배송 감사합니다.,5,2017-05-16,갈락토미세스,"['빠른', '배송', '감사합니다']"
117,두번째 여기서 구입했습니다 싸게 샀어요,4,2017-05-16,갈락토미세스,"['두번째', '여기', '서', '구입', '했습니다', '싸게', '샀어요']"
118,몇일동안 인터넷쇼핑다뒤지다 가장저렴해 구입했어요~!! 넘넘 맞족합니다~^^,5,2017-05-16,갈락토미세스,"['몇', '일', '동안', '인터넷', '쇼핑', '다', '뒤지', '다가', '장', '저렴해', '구입', '했어요', '넘', '넘', '맞', '족', '합니다']"
119,소문대로 사용해 보니 역시 브랜드 이름값하네요믿고 사용하겠습니다.,5,2017-05-17,갈락토미세스,"['소문', '대로', '사용', '해보니', '역시', '브랜드', '이름', '값', '하', '네', '요', '믿고사', '용하겠습니다']"
120,주름때문에샀어요,4,2017-05-17,갈락토미세스,"['주름', '때문', '에', '샀어요']"
121,면세점갈 일이없어 옥션에서 주문했는데 잘 산거같아요,5,2017-05-17,갈락토미세스,"['면세점', '갈', '일이', '없어', '옥션', '에서', '주문', '했는데', '잘산거', '같아요']"
