,0
25,주근깨는 물론이고 30대중반되니까 기미도 생겨서 시켰어요 웹서핑하다가 평생 미백제품달고 살았다는 혹자의 글에 이 제품이 직빵이라는 후기보고 사러왔는데 꾸준히 사용하고 효과보고 다시 사러올게요!ㅎㅎ
26,배송이 넘나 빨라욧
27,배송빨랐구요 안끈적여서 좋았어요 민감성인데도 자극 없었구요 오래 써봐야 효과가 나타나는 제품이라 꾸준히 구매해서 사용할 예정입니다
28,"트러블도 없고 흡수력도 괜찮아요.
눈에 띄는 효과가 있는 건 아니지만 나쁘지도 않아요."
29,배송은 조금 느렸지만 흡수 잘되고 촉촉하네요
30,자극도 없이 좋아요
31,처음엔 나이아신 함량이 너무 쎄서 따가웠는데 적응한ㅣ 피부결도 엄청좋아지고 인생템 됐어요!!!!
32,좋습니다 매번쓰고있어요
33,묽어진것이 아쉽네요ㅠㅠ
34,얼굴이 환해지는 것 같아요
35,트러블없이 잘 쓰고 있습니다.
36,리즈너뷰티 최고입니다
37,이번이두번째구매사용인데 저번보다 쫌물같아요 성분이바뀐건가요;;
38,"처음 써보는 성분이라 혹시나 피부에 괜찮
을지 걱정도 되었는데 좋네요~^^

저는 피부가 건성이라 알코올이 들어가지
않은 화장품을 선호하는데 딱 좋아요ㅎ
 나이아신아마이드 이 제품하고 오일 딱 두개 쓰는데 저한테는 최고의 궁합이네요~
다 쓸때쯤에 또 구매할께요!!"
39,큰효과는 모르겠지만 꾸준히 쓰는중입니다
40,이 가격대에 너무 좋은 나이아신앰플인듯
41,배송도 빠르고 진짜 좋아요 동일 제품 중  젤 싸요 !!!!!~~~~!~!~!~!!~!~
42,2개 샀었는데 거의 다 썼네요. 잘쓰고 있습니다~
43,아직 뚜렷한 효과를 보진 못 했습니다.
44,계속 쓰고 있습니다
45,합리적인 가격이라 구매했고 만족합니다. 지성이 쓰기 좋습니다.
46,처음에 자극적이라서 해서 걱정했는데 앰플미스트 뿌리고 그냥 발라도 갠찮았습니다. 제형은 앰플이라길래 그래도 점성 약간은 있을줄 알았는데 완전 물제형이네요. 이건 약간 겨울엔 건조할거 같아서 조금 아쉬웠습니다. 며칠 써보고 피부밝아지길 기대하며 한달후기 남기려 오겠습니다.
47,자극도 없고 잘 바르고 있습니다
48,소문듣고 구매했어요 기대중 ㅠㅠ
49,진짜 좋아요 피부도 밝아지고 피부결도 좋아지고 붉은기도 가라앉고 진짜 최고입니다 6통샀는데 후회없고 지금 2통 더 사러가요
50,아주 좋습니다 추천해요
51,배송도 빠르고 좋았습니다!
52,솔직히 효과가 있는지는 확실히 모르겠지만 날마다 쓰고있고 촉촉한 기분이 좋습니다. 저렴도 하구요.
53,아빠가 한번써보더니 괜찮다고 쭉 이걸로 쓰신대요 ㅎㅎ
54,깜짝놀랐어요. 앰플이나 로션에 섞는데 확실히 결개선이 되네요. 이거쓰고 피지가 좀 덜나오고 결이 매끈해져서 주변에서 요새 얼굴에서 광이 난다고 합니다 대신 좀 건조한 것도 있는 것 같아용 그래도 전 피지개선된것만으로도 만족 ㅜㅜ 여기서파는 수분크림에도 같은성분 들어서 그런지 수분크림은 자극적이라 한 번 쓰고 안썼습니다.
55,가성비앰플 넘 좋아요
56,꽤 오래 쓰다 이제 리뷰 쓰네요! 좋습니다 용기도 깔끔하고 위생적입니다!
57,"전에 썼을때랑 점도가 달라졌는데, 이런 물같은 점도도 좋아요!"
58,재재구매인데 항상 만족합니다. 다 쓰고 또 구매할 생각이예요.
59,"늘 쓰는 거예요.
스킨은 밸런스를 잡아주고,
나이아신은 트러블,미백 효과도 있어요"
60,좋은제품인것같아요 만족이요
61,좋아요 만족합니다!
62,용기도 편하고 사용감도 좋아요 몇통째사용해요
63,항상 쓰고있어요 감사합니다
64,"묽지만 바르면 촉촉해서 좋아요
아직 트러블 케어는 잘모르겠어요"
65,여름에 햇빛을 많이 받아서 그런지 피부가 좀 어두워져서 되돌리려고 사용했는데 지금 많이 밝아졌어요ㅎㅎ 트러블도 없고 적당히 촉촉한데다가 한 방울씩 나오기 좋은 형태로 되어 있어서 잘 사용중입니다 ㅎㅎ
66,조금 물처럼 발리는거같아서 더 써봐야 알거같스빈다~~
67,한달만 써서 잘은 모르겠고 더써봐야 알듯하네요. 향은 무향이어서 바를때 거부감없습니다
68,맨날 이거만 써요 ^^ 좋습니다.
69,맨날 이거만 써요 ^^ 좋습니다.
70,나이아신 항상 쓰는 거예요
71,"6개월 정도 쓰고있는데
저렴하고 흡수도  괜찮았는데
요새는 효과가 크게 뜨지않네요.
피부가 맑아진다는가 여름가을은 괜찮았는데
제 피부가 이상한건가ㅠㅠ
여튼 저는 물제형보다 이전에 리뉴얼되기전에 제형이 좋았습니다."
72,전체적으로 무난무난 합니다
73,전부터쓰던거 정말좋아요
74,"아직 사용전인데,사용해보고 한달 후기 남길게요~"
75,아주아주 잘 사용하고 있습니다
76,생각보다 부드럽구 넘 좋아여
77,좋아요 다음에 또 시킬게요
78,잘받았어요 꾸준히 써서 효과보고싶어요
79,저는 트러블이 좀 나네요 ㅠㅠ
80,몇개가 쌓여잇는지 모르겟음 많이 바름
81,효과는 잘 모르겠지만 좋네요
82,"다좋은데... 제형이 너무 물같습니다... 필요이상으로 쓰게되고 얼굴에 바르기전 손으로 덜었을때 손에 흡수되는것도 무시못하네요 ... 

살짝만 더 제형이 진득해져야할것같습니다.. 너무 물입니다"
83,좋아요 대량 구매하고 발르는중
84,꾸준히 쓰니까 확실히 좋아요. 물처럼 흘러서 바르기 조금 어려운데 그래도 너무 만족하는 제품이라 쭉 쓸거같어요
85,좋아요..재구매 의사 있어요
86,배송이 진짜 너무 늦었어요.. 1주일 너무하네요
87,저는 계속 꾸준히 쓸 예정입니다
88,몇개을 사둔지 모르겟네요ㅋㅋ
89,나이아신아마이드 앰플쓰고 피부속건조가 잡혔어요
90,저는 꾸준히 쓰려고요
91,환해지네요 효과 좋아요
92,수분크림에 섞어쓰고있는데 홍조 많이 잡았어요
93,스킨만큼 완전 물제형이네요! 함량이 높아 약간 자극될 수 있다해서 피부시술 직후라 못썼어요..
94,저번에 쓰고 괜찮아서 다시 주문했어요
95,맘에들어요 리뉴얼됨건 쪼금아쉽지만 그래도좋아용ㅎ
96,여드름 케어 동시에 피부톤이 균일하게 바뀌고 있어요ㅎㅎ 재구매 의사 100%입니당
97,가성비가 굉장히 좋아요
98,지금까지는 좋아요. 두통 다 써보고 계속 구매할지 결정할게요
99,자극적인 부분에 도포하니 좋습니다!
100,피부가 맑아지는지 모르겠지만 물같은 제형에 흡수력은 좋아요!!
101,꾸준히 발라주고 있어요~ 재주문의사 있읍니다
102,벌써 네통째 쓰고있어요 정말 만족합니다
103,1234567890
104,"제 피부는 건성이에요.

아주 만족하는 제품이에요.

물제형 이에요.
약간의 분홍빛을 띠어요.
향 걱정은 하지 않아도 돼요.

처음에는 앰플까지 바른 후 발랐는데요.
적응 후에는 스킨 바로 다음 단계에 에센스랑 같이 발라요.
라즈너뷰티 다른 물제형 제품들과 마찬가지로 알코올이 들어가지 않아서 약간의 보습감이 느껴져서 좋아요.

이 제품과 다른 기능성 제품을 병행하는데요.
피부톤, 결이 많이 좋아졌어요. 예전에는 관리를 거의 안해서 대비효과도 있겠지만 그래도 트러블 없이 피부에 순하게 사용할 수 있는 건강한 제품이란 점에서 아주 만족해요.
현재 라즈너뷰티 안 써본 다른 제품과 함께 이 제품 2통 더 구입했어요.(기대중)

부담없이 바를 수 있는 기능성 제품!
산뜻한 스킨느낌의 제품!
추천해요."
105,"Msm이랑 같이 샀는데 둘다 저랑은 안맞는 것 같습니다
며칠 써보고 그만두고 그런식으로 반복했는데 빨갛게 올라오는 게 있어서 이제품 안맞아서 그런 건가 확인차 해봤고 사용 중단하니 가라앉고 괜찮아지네요"
106,"고농도 나이아신아마이드 이고 저렴해요. 발림성이나 흡수력은 떨어지고 끈적이는 편이지만, 저는 섞어 바르기 때문에 상관없어요. 고농도라 섞발 추천드려요. 토너, 크림 등등 아무데나 섞어도 좋아요 ㅎ"
107,미백은 한번에 되는게 아닌지라 꾸준히 쓰고있습니다!
108,"진짜 좋아요
이 가격에 이 정도 퀄리티면 앞으로도 쭉 쓸 생각이에요"
109,가성비킹입미다 재구매의사 있습니다
110,"피부가 촉촉 해요.
재구매 합니다."
111,"써보고싶던 재료로 만들어주셔서 감사합니다
잘쓸께요 ^^"
112,원래 쓰던 제품입니다
113,효과는 크게 모르겠어요
114,묽은 제형이라 첨엔 당황했는데 오히려 끝까지 남김없이 쓸 수 있어 좋아요. 바른 후 느낌은 좋넹ㅛ
115,아직 잘 모르겠지만 다 쓰면 더 구매할것 같습니다.
116,아직 효과는 잘 모르겠지만 꾸준히 쓰고 있어요
117,좋아요.. 피부 유지 잘 되는 중
118,얼굴 결이 매끄러웓고 미백효과도 커요
119,상품평이 좋아 구매했어요. 트러블업이 잘 스며드네요.용기도 맘에 듭니다.
120,항상 쓰고있는 제품이에요 좋아요
121,"아직 사용전인데
잘 맞으면 좋겠네요"
122,너무 묽어져서 흐르고 그러긴 하는데 그래도 이거 바르면 여드름이 덜 나는것 같아요
123,"정말 꾸준하게 쓰시면서 피부결이나 피부 개선을 원하신다면 추천하고 싶어요. 
드라마틱한 효과를 기대하고 구매하진 마세요.
첫 주문하고 두개째 쓰고 있는데 그동안 썼던 에센스중 최고 사용하기 좋은 용기라고 감히 단언하고 싶어요. 
에센스 자체 성분도 착하고 발랐는때 알러지도 없고 사용후 촉촉합니다. 
저의 경우 다른 분과 다르게 효과는 크게 없었어요. 더 쓰면 나타나려나요. ㅜ.,ㅜ
그런데 사용하면 할 수록 피부결이 정돈된 느낌이고 이걸 쓰고 나서 피부 트러블이 조금 줄었어요. 재품 저체엔 그런 효과가 있는거 같진 않은데 저에게 아주 잘 맞아서 그런건지 피부가 진정 되는느낌이라 좋습니다. 
이래저래 작은 변화에 만족이 커서 정착할 예정입니다."
124,매일매일 바르고 있습니다. 싸고 사용하기도 편한듯
125,가격부터 성능까지 매우 좋아요
126,쓰던거예요 회사동료도 하고싶대서  대신사요 좋아요
127,"살짝 끈쩍거리지만
미백성분이 고함량으로 들어있어서 만족해요
바르고 트러블 전혀 없었어요
다만 눈에 띄는 효과는 아직 없어서 아쉽네요"
128,오늘 받았어요! 깔끔하게 포장되서 왔고 제품도 꼼꼼하게 확인해서 보내주셨더라구요! 아직 사용 전인데 기대되네요 한달 후에 후기 남기도록 하겠습니다!
129,"확실히 이전 버전이 낫긴 합니다.
이번에 물처럼 흐르더라구요.
저는 손등에 올려놓고 발르고는 했는데
이제는 손바닥에 덜어서 토너처럼 사용해요.
그래도 성분착하고 가격착하님깐 계속 구입할 예정입니다."
130,디오디너리10% 이후 징크성분 때문에 트러블이 생기는 것 같아 이 제품으로 바꿨습니다. 제형이 너무 흐르는 탓에 바르기가 조금 어렵네요 ㅠ
131,상품은 너무 잘맞고 좋은데 끈적이는 제형이었는데 물같은 제형으로 바껴서 사용하는데 불편하네요ㅜㅜ 얼굴에 바르고 잇으면 뚜껑을 채 닫지못한 용기에서 화장품이 흘러요....화장품용기를 세워놓는 용기였으면 좋겠어요.
132,아직 사용 전이지만 기대돼요^^ 제형만 봤는데 완전 물제형이네요
133,"묽어서 흡수가 잘됩니다. 
섞발도 괜춘"
134,"나이아신 앰플로 라즈너뷰티를 입문했고 이번이 두 번째 주문인데 2개를 재구매했습니다~

스킨처럼 사용해도 좋고 스킨 이후 세럼 전 사용해도 좋은 부담없는 제품입니다.
사용후 피부톤 개선과 피부결 개선도 있었고 향도 마음에 듭니다.
앞으로도 계속 사용할 예정입니다~"
135,조금씩 꾸준히 바르고있어요 좋은효과있었음좋겠어요
136,"아직 사용한지 1일차라 더 써봐야 할 것 같은데
너무 물제형이라 약간 불편한 건 있어요"
137,화면과 똑같아요 만족합니다
138,"트러블피부라 절대 미백 꿈도 못꾸렀는데
꾸준히 사용한 결과 
매일은 힘들고 일주일에 두세번 사용중이요 
연속적으로 5일 사용했을때 효과 가 바로 눈으로 보이더라구요"
139,좋습니다.. 꾸준히 사용해보면 될거같아요
140,흔적이 빨리 없어져요 또살거임 등에도 써야해서 한번에 여러개 살라고요..
141,너무 좋아요 앞으로도 계속 살거 같아요
142,너무 좋아서 또 구매했습니다
143,사실 엄청나게 좋은느낌은 못받지만 그렇다고 이걸 쓰고 피부가 안좋아진적이 없어서 재구매 후 계속쓰려고합니다
144,배송도 빠르고 상태도 좋아요
145,잘 사용하겠습니다.
146,잘 쓰고 있습니다! 트러블 안나고 좋네요 보습력이 살짝 부족합니다 이건 어짜피 보습제로 채우기 때문에 상관없어용
147,"늘 쓰던 제품입니다~ 
성분도 좋고 가격대비 넘나 좋은 화장품이예요~~~
다 쓰면 또 이용할게요~~"
148,"좋아요!일단 가격대비 고함량이라좋고
크림이랑 섞어쓰고 있는데 촉촉하고
피부가 탄탄해지고있는 느낌을 받았어요!
별다른 자극이나 트러블 없고 더 써보고
자세한 후기남길게요~!"
149,담당 기사의 잘못인지 잘 모르겠으나 배송이 5일 정도 걸렸네요
150,별 효과는 잘 못봤지만 꾸준히 써야되;ㄹ거같아요
151,친구가 보습이 잘된대서 선물로 구매했어요
152,바르면 촉촉하고 피지조절도 되는거같고 용기도 사용하기 편해요
153,"재구매해서 쓰고있습니다
가격도 좋고 쓰기 좋습니다"
154,"재구매해서 쓰고있습니다
가격도 좋고 쓰기 좋습니다"
155,흡수 잘되구 처음에 발랐을때는 조금 따끔따끔해서 알로애랑 섞어바르고 했어요!
156,아주감사해요 수고욧
157,미백케어로 잘사용중이에여!
158,"이번으로 리즈너뷰티에서 나이아신 세번째 구매입니다! 처음에는 파란병,두번째는 같은 용기에 좀 끈적거리는 타입이었는데 이번에는 물처럼 흐르는 제형이라 피지분비가 많은 코부분에 사용하기에도 전혀 부담스럽지 않고 덜 끈적거려요
용기도 너무 좋구요! 계속 나이아신만은 꼭 리즈너에서 구매할 생각입니다"
159,아직 사용 전이지만 평이 좋아서 구매함 크림이랑 섞발용
160,리즈너뷰티의 필수템!!
161,가격이 만족스럽습니다
162,끈적임 과하지 않고 펴ㆍ안해요
163,제형은 예전 버전이 더 맘에 듦. 제형에 대해 내부논의중이시라니 계속 기다려볼게요. 저번껀 너무 끈적였고 이번건 당황스러울 정도로 점성이 없어서 그 중간의 점도로 리뉴얼되면 좋겠어요ㅜ 이거 쓰기 전에 디오디너리꺼 적응기간 충분히 갖고 써봤는데도 계속 트러블 나서 나이아신아마이드 자체가 안 맞는 줄 알았는데 여기꺼 쓰고 계속 효과 보고 있음. 까맣게 착색된 트러블 흉터 관리에 특히 좋고 진정관리에도 도움이 좀 되는 듯. 두번째 재구매고 별일 없는 한 앞으로도 계속 구매할 예정.
164,제 피부의 비결임 ♡
165,항상 잘 사용하고 있습니다 용기도 편하고 좋습니다
166,꾸준히 써보려고 세통째 구매예요
167,가을 겨울에 항상 씁니다! 순하고 좋아요
168,제 피부엔 약간 건조하긴 한데 미백효과는 기대해볼만 한것같아요
169,항상 쓰는 제품. 잘받았습니다.
170,잘 애용중입니다^^
171,제형 변경 후 완전 물이 되어서 별로에요
172,크림이랑 같이 쓸려고 구매했읍니다~ 용기는 익숙해지면 쓰기 불편할정도는 아니에요 적당히 눕혀서 쓰면 한방울씩 잘나옵니다
173,"사실 좀 밀려요 건조 할때도 있구 촉촉하게
케어 잘해야 합니다 효과 분명있어요"
174,사실 물같아서 좋은진 잘 모르겠는데 꾸준히쓰면 좋아지겠져..
175,"자극적인 제품이라 자주 쓰지는 못했고
주1회 또는 2회정도 사용했습니다
얼굴과 몸전체에 알로에 같은 
다른 제품과 섞어 사용 했습니다 
즉각적인 미백효과는 잘 모르겠지만
몇번 쓰다보니 탄력감이 느껴지고 
색소침착이 좀 옅어진거 같아요
꾸준히 더 써보려고 합니다"
176,아주 서서히 좋아지는것이리라 믿고 있습니다. 아직 큰 변화는 없어 꾸준히 이용해봐야 알것 같습니다
177,무향인데 뭔가 산뜻하고케어받는느낌
178,촉촉한 느낌이 매우 좋네요
179,"이제 배송받아서 사용할예정이지만 기대가커서 만족할결과가있음좋겠어요 배송 포장 용기 성분 가격등 모든면에서 만점입니다,잘맞고효과가좋다면 제피부는 리즈너뷰티 탬으로 전부정착할예정!"
180,재구매율굿굿굿너무좋아요
181,"처음 써보는데 자극없고 너무 좋아요 
3일 되었는데 피부색도 밝고 화이트헤드도 줄고 모공도 확실히 줄어든것 같아요!"
182,"오 지금 3일째한방웋씩 사용줄인데 효과 좋아요 
트러블 피부라 걱정했는데 추가로 트러블이 올라오진 않았아요"
183,믿고 쓰는 리즈너뷰티 제품이에요
184,좀 건조하고 자극적이네요 한방울만 섞어서 적응시켜야겠어요
185,없으면 안 돼요~~ㅠㅠ 계속 재구매 할 거예요
186,"흉터에 효과있는듯요
저랑엄마랑 둘다 잘 쓰고있어요
재구매의사 10000000%"
187,"두통째인데 
좋아진느낌이 들어요 보습도 살짝있는느낌"
188,흡수력도 좋고 건조한 피부였는데 많이 좋아졌어요 만족해영!
189,다 좋은데 예전 제형이 더 좋아요. 리뉴얼된건 좀 질질 흐르는 느낌. 예전껀 한방울씩 바를수 있어서 경제적이고 더 좋았어요. 제발 예전꺼로 복구좀...
190,아직 더 써봐야 알 것같은데 피부결이 좋아진거 같아요
191,이전버전 사용자입니다. 찐~한 촉촉함이 그리워요 ㅠ
192,전에는 앰플같은 점성이 좀 있어서 얼굴에 발라도 잘 안 흐르고 트러블케어 젛아서 재구매했더니 아예 물 같아요... 흔들면 물 흔들리는 소리 나요ㅜ 향기도 전엔 좀 있었는데 이번엔 아예 안나요!! 실망이에요!!
193,"점도 있는 앰플로 리뉴얼되는거 기다리다가 결국 다시 주무했습니다. 
이번에 배송이 너무 늦게 되었지만 제품은 만족합ㄴ다."
194,물처럼 흘러서 섞발중이에옹
195,"재구매입니당
물같은 제형이라 흘러버려서 바르긴 좀 힘들지만
피지조절 효과가있고
드라마틱하진 않지만 흉터가 옅어지고
얼굴이 밝아지는 느낌이에요
택배비때문에 요번에 네개 구매해서
엄마랑 나눠쓰는 중이에요
가성비 좋아요 오래오래 팔아주세여"
196,일단 튜브 용기가 위생적이라 맘에 쏙 들고 효과는 몇일 더 써봐야겠지만 상품평이 좋으니까 일단은 믿고 보려구요~
197,회사동료 추천으로 사봤는데 너무 좋아요!!!
198,만족 평생 쓸거 같아요 6통 정도 썻는데 피부가 뽀해졌어요
199,트러블 케어가 되고있는지는 확실히 잘 모르겠지만 가격도 착하고 그냥 기분이 좋습니다. 꾸준히 쓸거예요.
200,끈끈함이 조금 신경쓰이지만 가격이나 성분면에서 점수 주고 싶네요
201,조금 보습력아 아깝지만 순해요
202,매일쓰던제품인데 제형이바껴서 잘모르겠어요 ㅠㅠ
203,건조할때 쓰면 좋아요. 효과는 아직 모르겠음
204,흡수 잘되고 아직 효과는 모르겠지만 자극은 없어서 좋아요!
205,몬가 효과 있는듯 없는듯? 그래도 꾸준히 유지가 되니 좋다고 생각합니다
206,reasonalble합니다 역시..! 나이아신아마이드 성분이 고함량된 제품이어서 조금 자극 될때도있는것같아요
207,얼굴이 훨씬 밝아지고 흉터도 나아졌어요 앞으로 쭉 구매하겠습니다
208,"아직 사용전이에요.
사용해보고 한달 후 리뷰로 자세하게 작성할게요.
저렴하고 건강한 화장품 감사해요"
209,엄청 큰 변화는 아닌데 지성피부가 좀 조절되는거같아요
210,일단 쓰던 수분젤이랑 섞어 쓰고 있는데 트러블은 없습니다. 미백은 아직 사용한지 며칠 안지나서 잘 모르겠지만 가격 저렴하고 전성분 단순해서 만족합니다. 다쓰면 재구매하려고요.
211,거의 물 같은데 일단 믿고 써보려고 합니다
212,와. 진짜좋아요.  갈색병. 제네삐*그보다 나아요. 이가격에 좋은상품. 감사합니다.
213,저는 라로슈포페 시카밤에 믹스해서  일주일 같이 쓰는데 벌써 기미가 옅어진거같아요 !!! 전 이거 바르고 선크림 바르는데 그닥 낮에 발라도 무방하네요  밤에만 발라야 되는줄 알았는데 아닌듯. 스포이드처럼 나오는데 분홍색이예요 액체가 .
214,"사실 뭐 꾸준하게 발라봐야 알 것 같아요

고함량이라고는 하는데 단기간에 효과가 나진 않겠죠
막 흘러내릴 정도로 엄청 물같은 제형이에요 끈적이지 않고 성분이 좋아서 좋아요"
215,"지난 2월이었나 나이아신 찾다가 가격도싸고 10%나 들어간 리즈너뷰티제품을 우연히 찾아서 2통주문해서 쓰게되었어요. 이 제품 덕분에 4,5월 쯤에는 자주 점점 하얘진다는 말을 많이들었어요! 민감성에 수분부족한 복합성피부라 피부트러블도 많고 원래 피부가하얘서 트러블자국이 잘보였는데 이 제품이 트러블을 덜 올라오게도 하고 자국도 가라앉히는 느낌이었어요. 5월말쯤에 다 써버려서 다시사야했는데 리뉴얼기간이라 못사고 지냈는데 확실히 피부가 평소랑 달랐어요. 트러블도 이 제품 쓰기전과 같이 많이 올라왔고요ㅜㅜ 너무좋은 제품이라 리뉴얼되고 떴을때 바로 구매하고 지금 2주넘게 쓰는중입니다. 결론적으로는 리뉴얼 전이 더 좋아요ㅜㅜ 다시 돌아가주시면 안될까 부탁하는 마음으로 이렇게 긴 리뷰 남깁니다😂😂 제가 유존은 건성이 심한데 전 제품은 속당김 전혀없었다면 지금은 좀 있어요ㅜㅜ트러블이나 자국 완화 면에서도 차이가 큽니당..."
216,만족합니다 좋아요 ㅋ
217,"용기가 정말 쓰기 편리해요. 가성비도 좋구요. 며칠 사용 안한터라 효과는 아직 모르겠구요. 
보습이나 흡수력 촉감 모든 부분에서 만족합니다. 
개인적으로 민감성 피부인데 처음이용시 섞어쓰라는 주의 문구에도 그냥 썼더니 바르고 트러블이 났는데 다행히 금방 좋아져 괜찮았습니다. 
다른 분들은 섞어쓰시길 바랍니다."
218,친구가 흡수도 잘되고 좋다고 추천해줘서 주문했어요!
219,사용한  것  중에  가장  좋았어요^^웬지  모르게 트러블없이  피부가  밝아지는  느낌~저렴한  가격에  더  좋구요
220,용기가 위생적이어서 좋아요!! 흡수도 잘 되고 만족합니다🥰
221,계속 사용 중입니다 없으면 사게되요
222,"물제형 얼굴에대고 흘려가며 발라야해서 집중력은 필요함 점성있는거랑 장단이 있는데 나쁠거는 없음

내용물은 좋고 케이스도 쓰기 좋은형태"
