,0
10,"처음 사본 앰플인데요..
도전해보고싶긴 했었는데 원래 쓰던걸 바꾸는걸 좋아하지않았어요.. 마침 세일기간이기도하고 쓰던게 딱 떨어져서 구매했어요! 샘플도 엄청왔네요 ㅎㅎ 놀랐어요!
일단 짜면 꿀같은느낌이구요
발랐을때 뭔가 흡수가 안될거같이
하얗게 밀리는거 같다가
흡수가 싹 되고 나니까 엄청 쫀쫀하네요 ㅎㅎㅎ
피부에 광도나고 ㅎㅎ
아침까지 탱탱한 느낌입니다!
처음 발라본 후기였어요!"
11,"차앤박 제품을 알고 난 뒤 아예 정착을 해버렸어요.
기초케어 유목민이었던 제게 가뭄의 단비같았던 제품입니다.
처음 사용은 1~3년전으로 기억하는데 그 이후로 항상 사용하고 있고 지금도 사용중입니다.
일주일에 2번은 다른 기초케어 없이 세안 후 앰플로만 롤링하듯이 얼굴 전체를 마사지해주고 있어요.
정말 좋아요 차앤박 제품♥"
12,"주변에서 차앤박 프로폴리스 워낙 추천을 많이받아서 겨울이라 너무 건조해서 구매하봤는데 오!!! 좋아요
속건조 쫙 잡아주네요
향은 꿀향이라 호불호가 조금있을꺼같지만 그리 강하진않아요
겨울에 쓰기 좋은듯
건조한계절마다 찾을꺼같아요"
13,항상 사용하는 제품이에요 요즘은 마스크 때문에 표누지나 지루성 피부염으로 고생하고 있는데 수분크림을 바르면 더가렵고 번지는 느낌이라서 토너랑 프로폴리스앰플만 바르고 있어요 그래도 얼굴이 푸석거리는거 없고 광이 나요~
14,차앤박 비비쓰고있어서 이번엔 앰플과 아이크림도 시켜봤습니다피부가 워낙 예민한편이라 걱정했는데 크게 트러블없고 지금4일째 사용중 입니다 촉촉하고 끈적임없이 흡수잘되니 좋구요 아직 효과는 못봤는데 더써봐야 알것같습니다 좀 더 촉촉한 피부가되길 바라면서~~^^열심히 발라봐야겠어요
15,비싼거 싼거 여러가지 에센스를 써봤지만 이렇게 딱 효과있다고 느낀건 이거 처음이에요! 항상 아침 저녁으로 매일 쓰는 제품이에요. 이거 쓰면 정말 담날 화장이 잘먹어요! 볼은 건조하고 티존은 기름지고 여드름도 많고 하튼 좋지 않은 피부인데 잘 맞아요.. 몇통째인지 지인마다 추천해주고 있습니다
16,"다들 많이 사길래 그래함 써보자 하고 실험적으로구매한건데
왠걸 너무마음에듭니다 비슷한류로 백화점브랜드 로드샵 홈쇼핑용 화장품까지 많이사용했는데 너무좋네요
갠적으로 백화점 브랜드 보다 나은것같습니다
아침저녁 사용하는데 아침세안시 땡기는게사라졌고 보들보들 유지력이오래가요강추합니다"
17,"좁쌀여드름엔 앰플로 수분은 꽉꽉채워줘야 할것 같아서 꾸준히 써봤는데 피부가 뒤집어지거나 그러지않고 괵장히 촉촉해요 적은양으로도, 그래도 용기는 유리라그런지 포장을 줄이고 양을 늘려주면은 좋겠다는 단점은 있네요
사용감은 좋습니다"
18,"하도 유명해서 이번 기회에 구매해서 써봤는데 일단 흡수력이 매우 좋아요. 그리고 바르고 나면 촉촉해서 좋구요! 저는 토너 사용하고 앰플쓰고 크림 발랐는데 보통 점심먹고 지나면 건조했던게 앰플쓰고 나서 건조함이 많이 줄어들었어요!!
그리고 남자친구가 피부가 많이 좋아진 것 같다는 말을 해줬다는!!! 여튼 좋아요!!❤️❤️"
19,"두 개 구매했는데용 배손올 때 뽁뽁이 이런거 없이 제품만 왔어요.. ㅠㅠ 아무리그래도 유리로 되어있는 건데 조금 그랬습니다ㅠ
다행히 제품에 이상은 없는데 한 제품에 약간 상처 같은게 있어서 괜히 ㅠㅠ 불안했네요
너무 건조해서 샀는데 많이 쓰지않으면 건조한건 같아요
그래도 좀 낫긴 합니당
민감한 피부인데 순합니다"
20,차앤박 프로폴리스 에너지 앰플좋은구성으로 재구매했어요^^앰플 샘플은 여행시 사용하면 좋을 것같고 미스트도가방에 넣고 휴대용으로 좋은 사이즈예요~건조한 겨울철에는 특별히 꼼꼼히 잘 발라주고사계절 모두 말할것 없이 사용감 좋아요^^
21,좋습니다. 항상 쓰는 아이템이고 겨울철이면 더 효과를 보는 제품이에요. 대용량이 조금 저렴해서 이쪽을 샀는데 사은품을 많이 챙겨줘서 좋네요. 품질은 정말 좋습니다. 다만 마지막 한 방울까지 알뜰하게 다 쓰기가 좀 불편한 형태의 용기이긴 해요. 그것만 개선이 되면 좋겠어요
22,"트러블케어용도는 아니고
광채, 수분감, 피부결에 탁월한것같아요.
지금 두통째 구매해서 쓰고있습니다. 쫀쫀하게 스며들어서 잘때 바르고자면 다음날 화장도 잘먹고 피부가 광이나요ㅎㅎ
맨처음에 팩써보고 괜찮을거같아서 15미리 구매했는데, 이번에 더 큰 용량으로 구매했고 앞으로도 재구매 계속할거에요ㅠ 너무좋음"
23,마스크사용하면서 트러블 올라와서 잠깐 진장제품 사용했었는데 얼굴이 푸석해보이고 광이 없었습니다.그래도 트러블이 좋아져서 차앤박얌플 다시 바르기 시작하니 얼굴도 촉촉해보이고 너무 생기있어보여 좋습니다.민감성40대 후반인데 몇년째 사용중입니다
24,"최근에 피부 컨디션이 안좋아서 구매했어요~ 프로폴리스가 개선에 좋다길래!
저렴하게 구매한것 같아서 만족하는데- 구매하자마?ㅋㅋㅋㅋ 또할인 ㅠㅠ
같이 사은품으로 온 크림들은 후기 찾아보니까 얼마 없더라구요... 재고처리인가 싶어서
쓰기가 좀 그래요;;;; 크림대신에 앰플 샘플 더주는게 나을거 같아요ㅠ"
25,"겨울되서 쓰기시작햇는데 프로폴리스는 맞는사람에겐 진짜 잘맞고 아닌사람에겐 정말 최악이라고 들엇는데 저는 너무 잘맞아서 집에잇는거 다쓰고 인터넷으로 재구매햇어요!
피부타입은 수부지인데 속건조도 잡히고 보습에도 탁월합니당
만족해요"
26,프로폴리스 엠플은 꾸준히 사용하는 중이고 오리지날도 쟁여 둘려고 구매했네요. 이번에 업그레이드 된 레드도 상품 조건이 좋아 4세트 구매 해놓았는데.. 오리지널 엠플 저한테는 괜찮은 것 같고 만족 합니다. 다만 홈쇼핑 방송을 안해 구성이 알차지 않다는게 아쉽네요.
27,"왜 차앤박 프로폴리스앰플 좋다고 하는지 알 거 같아요. 지금 두 통째 사용중인데, 자고일어나면 확실히 톤이 밝아진 느낌이 들어요.
하지만 앰플을 바른다고 건조함이 없어지진 않더라구요. 화장전에 아침에 바를땐, 파운데이션이 뭉치기도 해서 저녁에만 저는 발랐습니다."
28,"저한테 차앤박 앰플이 잘 맞아서 몇년째 사용중인데요
이번에 샘플도 많이 주셔서 잘 사용하고 있어요~
여름에 바르면 좀 무거운 느낌이고, 건조한 날씨엔 바르면 피부가 촉촉하고 쫀쫀해 지는 느낌이예요
앞으로도 계속 애용할듯해요 ~"
29,좋은데요... 뭘랄가... 이 앰플은 사용후 반질거리는 느낌주지만 ... 이후 바로 또는 한두시간 후라도 스킨 퍼프로 닦아내면 다시 푸석해지는.... 뭐랄가 톤업크림 같은 효과랄가 피부 자체 흡수가 된다기보다 그냥 발랐을 때 시각적 효과만 있다는 느낌이 드는 건 저만 그런지...
30,올 가을부터 자꾸 피부 각질이 일어나고 세수할때 조심히 씻어도 각질이 일어나니까 예민하게 붉어지더라구요. 고민이랬더니 친구가 그린프로폴리스 써보니 좋더라고 샘플을 5개 줘서 저도 써봤어요. 저녁에 바르고 자면 아침엔 피부톤도 정돈되고 피부속이 쫀쫀하게 차오르는 느낌이 들어서 저도 얼른 정품 구입 했습니다다~이 제품이 몇일전 깜짝 세일해서 득템 했습니다~
31,"자기전에 사용하는데 아침에 피부가 탱탱하게 느께집니다
후기보고 구매해서 사용하고 있는데 계속 구매하고 싶은 맘이 생기네요~~
주위 친구들한테도 권유하고 있어요~~ ㅋ
사용해본 친구들도 저한테 고맙다 하더라구요~
앞으로도 더좋은 상품 많이 부탁드립니다"
32,"벌써 5 번째 구매인데
앰플 샘플도 많이 챙겨 주시고,
다른 크림이랑 미스트 샘플도 많이 챙겨 주셔서 좋았어요
그리고 촉촉하게 잘 발리고
향도 좋고 미백 기능도 있어 좋아요
5번째 구매한 것도 거의 다 써가서
재구매 할 의지 있어요"
33,"제품사고나서 더 세일해서 속상했는데 물건받아보니 두세트시켜서그런가 샘플도 더주시고 그래서 기분이 사르르르르 앰플은 원래쓰던거라 말할 것도없이 쫀쫀하고 피부속을 채우는, 건강한 피부를 만드는 느낌이라서 늘 사용하고있어요"
34,"주위에서 좋다고 추천했었는데 방송을 안하더라구요.
마침 한병 구성이 생겨서 사봤는데 대박구성이네요.
앰플도 부드럽고 쫀쫀하고 수분충전, 탄력만땅인데 마스크써보고 반했어요. 담날 아침 팽팽하네요. 밀크토닝 써봐서 좋은줄은 알았는데 정말 좋아요. 홈쇼핑에서 좋다는 화장품 마니 쓰는데 이거 진짜 좋아요~~여러가지를 다 갖췄어요.
여러병 구성 해주세요~~"
35,겨울이라 건조하고 피지가 활활 올라와서진정시키고픈 마음으로 이런저런 화장품 사서 쓰고있는데 좀처럼 진정이 안되네요 ㅜㅜ친구가 이게 좋다고 추천해서 구매해봐요피지랑 모공이 진정되길 바래요써보고 좋으면 계속 쓸게요
36,가격이나 브랜드를 떠나서 각자 맞는화장품이 있나바요아무리 비싸고 좋다하는것들 써봐도이거쓸때만 피부상태가 좋아져요화장품 변화에 예민하지못해 그냥 저냥 쓰는데이건 사용할때 피부컨디션이 정말 좋습니다입문해보세요가격도 합리적이고 백화점 라인보다 더 좋네요 저는
37,제품은 참 좋은데... 생각보다 양이 적어서.... 고민스럽습니다. ㅋ 금새 한통 다 쓰겠네요.주로 저녁에 바르고 있어요. 올리브영이나 다른 사이트에서 산 가격보다 훨싼가격에 사서.. 추천해 주신분이 놀래서 그분것도 사다드렸습니다. ㅋㅋ 좋은가격에 주셔서 감사합니다.
38,면세점에서 늘 구입하다가 이 곳에서 저렴하게 판매하고 있기에 2개 구매하여 지금 거의 한통 다 써가는 중입니다. CNP 앰플은 피부를 촉촉하게 매꿔주는 느낌을 들게해요. 하지만 면세에서 샀을 때랑 약간의 차이가 있더라구요. 앰플 용기 입구와 스포이드 크기가 안 맞아 잘 열리거나 빼지지가 않더라구요. 그래서 기존에 사용했었던 입구마개와 스포이드가 있어서 그걸로 교체하여 사용했습니다. 화장품 용기가 안 맞았던 적은 여태까지 처음이라.. 확인 잘 해보셔야 할 것 같습니다. 더불어 상품 자체의 향이 좀 더 진하다고 해야하나.. 특유의 향이 많이 나더라구요. 뭔가 제가 면세에서 샀을때와 현재 상품이 약간 변경된 사항이 중간에 있었던 건지.. 앰플에서 원래 쓰던 것과 다르게 특유의 향이 많이 나서 처음엔 적응이 안됐습니다.(프로폴리스 향으로 추정) 무튼 사용하면서 크게 트러블이 나거나 그런 것은 없어서 계속 사용을 잘 하고 있습니다.
39,"대에에에에에박 15미리 사용하다가 큰용량있는걸 발견하고 구매했어요 근데 또 대에에에에박 샘플 너무많이 주시고 감사합니다^^
이거 사용해보신분은 아실거예요 나의 얼굴이 광이나고 피부가 재생되고 있다는 느낌을

정말 감사합니다^^"
40,"속보습이 장난 아니게 된다는 점.....계절 상관 없이 쓰는데 특히 겨울에 유용한 것 같아요~ 수분보단 보습 쪽에 기능이 집중되어 있으니 참고해서 구매하시고, 저는 11통째 이후로 이제 개수 안 세봐서 몰라요 재구매만 몇 차례인지 ㅎ꙼̈ㅎ꙼̈ 근데 확실히 양이 빨리 줄고 가격이 그리 싼 편이 아니다보니 또 사야한다는 생각에 후덜덜.."
41,2개 같이 한 박스에 담겨있는데 겉 봉은 버리고 아래 제품용기상자만 갖고있습니다 . 친구들에게 선물해주기도 좋은 순한 제품이라 예민한 피부 타입분들에게도 추천합니다 저도 지성인데 번들거림없이 피부 촉촉하고 차분하게 정돈해주는 느낌이라 좋습니다 2통 다 쓰고 또 구매했습니다 다른 곳보다 여기가 2개 구매 가격 제일 저렴한것 같아요 사용기한도 넉넉하네요 면세점에서 사는것보다 이렇게 할인받아 구매하는게 더 저렴하고 이득이네요 !
42,정품 맞다면 대박 좋음 뽁뽁이로 잘 포장돼서 왔고 제품케이스에 담겨와서 정품인거같아 다행이었어요..근데 써보니 자꾸 의심하는 제 기분탓인건지 전에 쓰던거보다 더묽은 느낌이 나서 갸우뚱 합니다~제가 가지고 있던 30ml보다 약간 큽니다~카메라 앵글 때문인지 사진으로는 잘 구분이 안되는데 실제로 보면 두께가 좀 크네요~이제품 쓰고 속건성을 잡아줘서 그런지 자고 일어나면 돌던 기름기가 없고 뽀송합니다~일단 잘 써보도록할게요~검색오래했는데 제일 저렴했어요~
43,"여기서 지난번에 프로폴리스 앰플 첫구매했는데 가격, 품질 다 괜찮아서 재구매했습니다~^^배송은 이틀 걸렸고 제조일자는 올해 1월, 포장상태도 꼼꼼하고요, 프로폴리스 앰플은 두통째 쓰고 있는데 트러블 없고 순하고 촉촉한 편이라 만족해요"
44,원래 화장품 한 가지를 꾸준하게 못 쓰는데 이제품은 지금 4통째 사용하고 있어요. 프로폴리스 에너지 앰플을 쓰고 다음날이면 피부결이 촉촉해진게 느껴져요! 금액도 면세점 이상으로 저렴하게 구매해서 너무 좋습니다.민감성 피부들도 믿고 사용해보셔도 될거 같아요! 강추!!
45,예전에 오프라인에서 30ml 사둔거 몇번 바르다가 다시 바르기 시작했는데요 이것도 거의 다 써가서 주문했네요. 확실히 피부가 쫀쫀해지고 좋아지는게 보여서 35ml ×2개 주문했어요. 단품으로 올 줄 알았는데 면세점 판매처 처럼 듀오세트로 오네요! 사이즈 미세하지만 차이가 있어요~ 여러사이트 검색했는데 가격이 여기가 가장 좋았답니다 ♡ 다음에도 재구매 할게요~
46,항상 쓰던 앰플이라 다시 주문해요. 올리브영에서 사서썼는데 올리브영보다 저렴하게 샀네요 촉촉하고 꾸준하게 사용한후부터 세안후에도 건조함이 없어서 계속 사용중이에요. 바르면 피부가 쫀쫀해요 건조할때는 두번 레이어링해서 발라요
47,바쁜아침에 이거하나만 발라요 부끄럽지만 후기올려요..평소 건조하고 붉은피부인데이거 바르니 일단 붉은기 진정되고건조한피부결이 바로 정돈되네요편소 차앤박 덕후인데 잇수다에서 저렴하게 구매해서 넘 만족이에요 ㅋㅋ 샘플도 챙겨주시고 담부터는 여기서만 사야겠어요!감사합니당
48,"프로폴리스는 차앤박이 좋은듯해요~ 프로폴리스가 항산화에 보습, 진정 효과가 좋다고 해서 구매했어요~차앤박이 피부과에서 시작한 제품이라 믿음이 가구요~용량이 35ml라 어느 정도 오래 쓸수 있을것 같고지성피부도 편하게 부담없이 쓸수있는물처럼 묽게 가볍고 산뜻하고 흡수가 잘되는 에센스인것 같아요~ ㅎㅎ용량이 용기에 꽉 차있진 않아요, 원래 그런듯..스포이드 타입이라 위생적이라서 맘에 들고요케이스는 안전하게 포장 잘되어있고최근 제조 제품으로 보내주셔서 좋았어요~!"
49,샘플로 써 본 제품이라서 대용량으로 주문했는데 아직 한 번밖에 써보지 않아 확실한 건 모르겠습니다. 우선은 대용량이라 마음에 들고 수분감도 있지만 저는 피부 건조함이 커서 두 번 정도 덧바른 후 크림을 발랐습니다. 트러블은 더 사용 후 지켜봐야할 것 같습니다.
50,상품 안내 내용은 샘플로 몇개 더 온다는 식으로 안내가 되어 있는줄 알았더니 아니내요가격도 더 비싸구요시중 매장에서 하는 가격은 다른 제품도 샘플로 들어있는데 이가격주고 인터넷 거래도 달랑 본품 하나면 손해네요글내용을 수정 하셔야 겠습니다!!1.2.3.4. 앰플 앰플 하셔서 같이 주시는줄 알았는데 돈 만원차이 나니!!반품 귀찮아서 그냥 쓰고 다신 여기 주문 안합니다
51,33살 피부에 관심많은 남자입니다. 올리브영 세일때 처음 접해보고 만족해서 제구매하려고 대용량 찾다가 11번가를 이용하게 ？楹六？ 용량대비 최저가로 구매할수 있어서 좋습니다. 제품은 물론 case by case 지만 저는 잘맞고 좋으니 제품에 관한 설명은 생략! 배송도 빨라서 좋아요 감사합니다!
52,친구 추천 받고 15ml 사용했는데 진짜 좋네요다른 에센스도 써보고 싶었는데마침 3가지 기획 제품 있는 거 보고 바로 구매했어요.이것도 써보고 좋으면 정품 사봐야겠어요.프로폴리스앰플은 정말 좋아요발림 촉촉하고 피부에 쏙 흡수되고 다음날 아침에 일어나면 피부가 화사하고 예뻐요.
53,"끝내줍ㄴㅣ다 끝내줘요 유수의 고가 화장품들 거의 다 써봤다해도 과언이 아닐정도입니다. 거기다 성분좋다는 100% 앰플도 거의 다 써봤구요.차앤박은 피이지 성분때문에 꺼려져서 아무리 좋대도 안쓰고있다가,회사에 엄청 피부좋은 언니가있는데 써보래서 한번 속는김에 앰플도 떨어졌겠다 사보았습니다. 결과는요, 삼일만에 제 더러운 요철많은 피부가 잠재워 졌습니다.오늘 필라테스 하는데 얼굴이 아주 광이 나더군요.여성분들, 민감하신분들도 한번 써보세요.제가 햇빛알러지에 뭐만 잘못먹어도 얼굴 간지럽고 뒤집어져서매일 알러지약 달고사는 사람이거든요.내인생에 햇살을 만나게 해준 제품이네요. 너무 칭찬일색인가ㅡㅎ 여튼 넘 좋아요 평생 쓸랍니다."
54,"디렉터파이 블로그 포스트 어디에도 빠지지 않더라구요. CNP차앤박 플로폴리스 앰플이요 ㅎ 심지어 벌써 몇통째 쓰셨다고 하길래,, 저도 구매해야지 고민만 하다가 여기서 샀네요, 듀오 기획 세트에 가격도 착하고 CJ 믿을만 하구요. 고가의 상품이 아니더라도 짝퉁이 있더라구요... ㅠㅜ 솔직히 더 싼곳도 있었지만,, 믿음이 안가서 여기서 구매 했어요. 제가 너무 듬뿍 발라서 그러는건지는 모르겠지만 흡수는 조금 느린감이 있어요. 그래도 바르고 나서 쫀쫀한 느낌 촉촉하구요."
55,항상 사용하는 제품이고 할인가로 저렴하게 구입했어요이 제품 거의 10통 이상 사용해봤는데 이번 구입 제품은 제형에는 특별히 차이 없는 것 같기는 한데 용기가 좀 달라요스포이드를 용기 밖으로 빼낼 때 상당히 뻑뻑하네요. 처음 사용할 때 이번 것만 좀 뻑뻑란가 했는데 지금 근 2달째 사용 중에도 스포이드가 삑삑 소리 날만큼 힘줘야 빠져요.. 이런 것까지 판매자가 검수하긴 어렵겠지만.. 이번 제품이 좀 그랬네용ㅠㅠ
56,아직은 써본지 몇일안되서 크게 좋아진건 모르겠지만...속건성이 심한편이하 그냥 씻고나와서 바로 바르니 흡수도 잘되고 간지럽거나 그런거 없이 피부가 건조함은 사라지더라구요~ 꾸준쓰면 피부에서 광날지도...? 기대하면서 쓰고있오요 단 많이 해프다는거 ㅋㅋㅋ
57,다른 제품들 정말 많이 써봤고 기초유목민이었는데 레알 이거쓰고 이제 차앤박꺼만 써요 다른거 못쓰겠음. 기초 정착템으로 레알 진심 가슴속에서 끌어모아서 진심다해 추천드려요^^앰플이랑 프로폴리스 크림까지 같이 쓰면 레알 사람들이 물광주사 맞았냐 그랬어요 레알 진심 믿고 보는 차앤박!!!!!!!!!!정말 사랑입니다. 다쓰면 또 살게요!!!!!!!!!!!영원하세요 차앤박씨!
58,상품평이 좋길래 속는셈 치고 사봤는데 어제 하루 써봤는데 괜찮은거같아요 ! 스포이드로 세방울이면 충분한거같고 흡수시키다 보면 되게 찐득 탱탱? 한 느낌이에요. 좀 찐득한건 사실인거 같아요. 근데 위에 로션 덧바르면 안찐득하게 마무리할수 있습니다. 피부가 좋아지면 좋겠네요...
59,"원래 프로폴리스 오일 크림을 썼는데, 오일이라그런지 조금만 많이발라도 좁쌀여드름이 올라와서 (과영양으로), 진자 콩알만큼 썼었거든요 그러다가, 좀 더 기능성 앰플을 쓰고싶어서 원래 쓰던 라인인 프로폴리스로 구매했어요 우선 대용량이라 너무 좋고 ㅋㅋㅋ 저녁에는 스포이드 한번 다 쓰고, 아침에는 반만쓰는데 유분기도 없고 얼굴 전체가 진짜 생기도 돌고, 환절기에 올라오는 트러블같은것도 훨씬 덜하더라구요 꾸준히 쓰면서 피부가 더 건강해지면 좋겠어요!"
60,기대가 커서 실망도 큼 댓글이 좋아서 샀는데 다들 좋은 화장품 안써본 사람들 같음.. 가격대비로 생각하고 있지만 그래도 생각보다 묽어서 헤프게 사용해야함. 얼굴에 빛이나는 느낌이 드는건 맘에 듦. 하지만 다른 기초스킨 에센스등을 바르고 나서 그 위에 발라주어도 스포이드로 한번 가득발라주어야 함. 진액이 아니기 때문에 그렇다는 생각이 듦. 스포이드 한번 쭉 눌러주면 약 15분의 1이 소모됨. 좋으면 계속 쓰려고 했는데 또 다른 화장품 찾으러 다녀야겠음..
61,15ml짜리로 매달매달 사서 썼는데 양도 적구 아쉽다 는 그러다가 이렇게 듀오로 나오고 게다가 가격도 할인되서 나왔으니 안살수가 없었어요. 제품 성능이야 워낙 좋으니까 올해로 4년 째 쓰고있거든요. 아침에 꼭 발라줘야 화장해도 촉촉함이 유지되고 끈적이지 않아서 좋아요.
62,"아직 제품은 쓰기 전인데 ㅎ같은 제품을 다른데서 주문했다가 5일이 되도록 배송지연이라 취소하고 여기다가 다시 주문했는데, 바로 왔네요. 가격도 여기가 더 싸고요ㅎ 3시 좀넘어 주문했는데도 당일배송 해주셔서 다음날 점심에 바로 도착! 꼼꼼한 포장과 기분 좋은 하리보젤리 2개 ㅎㅎ 제품 제조일자도 얼마 되지 않았네요. 잘쓸게요."
63,늘 쓰던 제품인데 또 구매를 하네요. 피부가 복합성인데 이 에센스는 제 피부에 잘맞아서 좋은 것 같아요. 에센스이지만 끈적이지 않고 촉촉하게 잘 흡수되는게 가장 큰 장점이고 양이 좀 적어 아쉽긴한데 그거 외에는 별로 단점이 없는거 같아요
64,"대체로 좋은 피부였는데 30대가 넘어가면서, 얼굴이 민감성으로 바뀌게 됐습니다. 지금은 홈쇼핑에서 진행하지 않고 있지만 원래 이 노란 프로폴이스 라인으로 홈쇼핑 상품이 있었는데요. 그때부터 쓰기 시작했어요~ 말 안해도 다들 알던데요? 정말 차앤박의 효자상품! 그리고 절대 단종 되어서는 안되는 상품입니다. 거의 모든 피부 타입에 맞을꺼에요. 트러블 없이 촉촉하게 마무리 됩니다. 정착템이에요~~ 다른데 눈 돌려도 이거보다 좋은게 없어요. 그냥 사세요"
65,건성피부라 잔주름이 많은 편인데 이거랑 페이스오일이랑 수분크림이랑 찰떡 궁합이네요. 잔주름도 부각이 안되고 피부 엄청 좋아보여요. 오일이랑 수분크림만 먼저 쓰고 있어서 이거 바른 효과가 어떤건지 확 느낄 수 있네요.
